,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Pennsylvania,8180,10528.1,8983.9,8888.2,6749.0,,2348.1,803.9,708.2,-1431.0,,True,True,True,
Rhode Island,1118,1800.3,1162.5,1155.3,1002.0,,682.3,44.5,37.3,-116.0,,True,True,True,
South Carolina,3442,1456.3,2279.7,2903.6,1029.0,,-1985.7,-1162.3,-538.4,-2413.0,,True,True,False,
South Dakota,248,233.6,147.1,179.9,117.0,,-14.4,-100.9,-68.1,-131.0,,False,False,False,
Tennessee,2560,1362.0,977.5,2032.5,1640.0,,-1198.0,-1582.5,-527.5,-920.0,,False,True,True,
Texas,16295,4251.6,5165.1,5694.0,4997.0,12524.0,-11880.4,-10966.9,-10438.0,-11135.0,-3608.0,True,True,True,True
Utah,476,424.4,1191.2,634.8,383.0,,-51.6,715.2,158.8,-93.0,,False,False,False,
Vermont,58,55.0,85.2,63.7,60.0,,-3.0,27.2,5.7,2.0,,False,False,True,
Virginia,3267,2719.4,2470.0,2197.2,2045.0,,-547.6,-797.0,-1069.8,-1222.0,,False,False,False,
Washington,2142,2168.4,1887.6,1792.9,1424.0,,26.4,-254.4,-349.1,-718.0,,False,False,False,
West Virginia,363,151.4,121.5,147.8,87.0,,-211.6,-241.5,-215.2,-276.0,,False,False,False,
Wisconsin,1372,1405.6,1342.8,1392.4,1304.0,,33.6,-29.2,20.4,-68.0,,True,True,False,
Wyoming,53,33.9,30.0,25.4,18.0,,-19.1,-23.0,-27.6,-35.0,,False,False,False,
US,209382,197507.3,169419.6,204058.0,155622.0,163358.0,-9078.7,-37166.4,-2528.0,-50964.0,-43228.0,False,True,False,False
