,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2558,2057.4,2331.0,3670.8,1153.0,,-500.6,-227.0,1112.8,-1405.0,,True,False,False,
Alaska,58,43.7,21.9,51.7,,,-14.3,-36.1,-6.3,,,False,True,,
Arizona,5705,3411.0,7255.7,7584.9,3593.0,,-2294.0,1550.7,1879.9,-2112.0,,True,True,True,
Arkansas,1407,575.4,781.4,1460.4,1740.0,,-831.6,-625.6,53.4,333.0,,True,True,True,
California,16115,12504.3,13129.5,15683.0,7446.0,,-3610.7,-2985.5,-432.0,-8669.0,,True,True,False,
Colorado,2060,2723.9,2089.4,5910.8,1752.0,,663.9,29.4,3850.8,-308.0,,True,False,True,
Connecticut,4513,6262.4,4816.4,4442.9,4508.0,,1749.4,303.4,-70.1,-5.0,,True,True,True,
Delaware,645,802.6,539.2,577.2,483.0,,157.6,-105.8,-67.8,-162.0,,True,True,False,
District of Columbia,627,927.3,688.7,724.9,657.0,,300.3,61.7,97.9,30.0,,True,True,True,
Florida,14628,6594.0,7112.1,19579.8,8280.0,,-8034.0,-7515.9,4951.8,-6348.0,,True,True,True,
Georgia,7133,6748.3,3747.1,10405.3,2963.0,,-384.7,-3385.9,3272.3,-4170.0,,False,False,False,
Hawaii,153,17.0,19.3,29.5,,,-136.0,-133.7,-123.5,,,True,True,,
Idaho,480,150.4,192.2,106.4,90.0,,-329.6,-287.8,-373.6,-390.0,,True,False,False,
Illinois,9023,12714.3,7843.0,8306.3,8155.0,,3691.3,-1180.0,-716.7,-868.0,,True,True,True,
Indiana,3669,4309.0,3264.7,3425.2,2524.0,,640.0,-404.3,-243.8,-1145.0,,True,True,False,
Iowa,1381,1397.3,1320.1,1245.5,883.0,,16.3,-60.9,-135.5,-498.0,,False,False,False,
Kansas,690,435.3,329.4,425.9,343.0,,-254.7,-360.6,-264.1,-347.0,,False,False,False,
Kentucky,1205,958.9,812.7,819.9,598.0,,-246.1,-392.3,-385.1,-607.0,,False,False,False,
Louisiana,5545,4250.9,3971.4,4244.2,4667.0,,-1294.1,-1573.6,-1300.8,-878.0,,False,False,True,
Maine,142,115.9,157.1,187.3,139.0,,-26.1,15.1,45.3,-3.0,,True,False,True,
Maryland,3957,5951.9,4499.2,5278.2,3906.0,,1994.9,542.2,1321.2,-51.0,,True,True,True,
Massachusetts,9507,12508.0,8717.9,8689.8,8945.0,,3001.0,-789.1,-817.2,-562.0,,True,True,True,
Michigan,7124,7427.3,6554.4,8437.7,8187.0,,303.3,-569.6,1313.7,1063.0,,False,False,False,
Minnesota,2126,3422.1,2161.2,3242.2,4117.0,,1296.1,35.2,1116.2,1991.0,,True,True,False,
Mississippi,3011,2064.4,2292.2,1346.4,1357.0,,-946.6,-718.8,-1664.6,-1654.0,,True,False,False,
Missouri,2177,1440.0,1430.2,1661.2,1146.0,,-733.0,-742.8,-511.8,-1027.0,,False,True,False,
Montana,186,34.9,20.8,30.9,23.0,,-151.1,-165.2,-155.1,-163.0,,False,False,False,
Nebraska,497,659.0,456.8,613.8,293.0,,162.0,-40.2,116.8,-204.0,,True,True,False,
Nevada,1620,859.4,747.2,876.2,614.0,,-760.6,-872.8,-743.8,-1006.0,,False,True,False,
New Hampshire,442,859.1,619.1,802.5,352.0,,417.1,177.1,360.5,-90.0,,True,True,True,
New Jersey,16135,20318.0,13501.0,14248.3,13980.0,,6039.0,-778.0,-30.7,-299.0,,True,True,True,
New Mexico,890,1053.4,956.7,977.1,564.0,,163.4,66.7,87.1,-326.0,,True,True,False,
New York,33197,37976.6,31873.3,33737.2,32878.0,,5549.6,-553.7,1310.2,451.0,,True,True,True,
North Carolina,3629,2717.7,4203.9,2827.4,3667.0,,-911.3,574.9,-801.6,38.0,,True,True,True,
North Dakota,271,105.7,113.2,128.5,450.0,,-165.3,-157.8,-142.5,179.0,,True,True,False,
Ohio,4925,5413.3,3901.3,3671.9,3198.0,,488.3,-1023.7,-1253.1,-1727.0,,False,False,False,
Oklahoma,1051,533.4,464.5,589.7,923.0,,-517.6,-586.5,-461.3,-128.0,,False,True,True,
Oregon,571,331.6,269.7,909.0,231.0,,-236.4,-298.3,341.0,-337.0,,False,False,False,
