,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,32.9,17.0,46.8,1.0,6.0,44.5,251.0
MIT_CritData-GBCF,51,33.9,22.0,42.1,1.0,6.0,46.5,212.0
LNQ-ens1,51,34.9,18.5,47.0,0.0,3.7,42.4,198.4
SteveMcConnell-CovidComplete,51,35.2,17.0,45.6,0.0,5.5,44.5,212.0
UMass-MechBayes,51,35.9,17.0,51.9,0.0,5.5,36.0,254.0
JCB-PRM,51,35.9,16.9,66.3,0.0,4.1,35.4,426.3
Karlen-pypm,51,35.9,14.6,70.5,0.3,5.6,34.1,463.6
JHU_IDD-CovidSP,51,39.5,29.7,38.2,3.4,10.1,50.5,171.4
DDS-NBDS,51,40.3,20.4,49.9,0.5,9.1,58.6,221.5
USC-SI_kJalpha,51,40.4,16.0,53.9,0.0,6.0,53.5,223.0
CMU-TimeSeries,49,41.4,29.0,52.4,0.0,5.7,44.1,220.0
OliverWyman-Navigator,51,41.4,18.7,49.1,0.0,9.3,52.5,193.8
YYG-ParamSearch,51,41.5,16.3,56.6,0.1,4.0,51.2,284.4
Baseline,51,42.8,23.3,54.7,0.0,8.3,58.8,281.7
LANL-GrowthRate,51,44.8,20.7,55.5,0.2,8.5,69.5,206.5
UCLA-SuEIR,51,46.1,21.6,50.4,0.0,9.6,68.8,195.2
UA-EpiCovDA,51,47.0,34.0,46.0,2.0,13.5,65.5,191.0
GT-DeepCOVID,44,49.5,29.4,70.2,1.0,11.9,58.8,389.4
CEID-Walk,51,50.3,22.0,67.3,0.0,6.8,59.5,266.9
MOBS-GLEAM_COVID,50,50.4,26.9,83.2,0.1,11.9,52.4,545.1
COVIDhub-baseline,51,50.8,22.0,67.1,0.0,10.5,57.3,285.2
PSI-DRAFT,51,51.5,21.0,69.9,0.0,7.0,73.5,347.0
CovidAnalytics-DELPHI,51,54.5,23.0,68.4,0.0,12.0,71.5,311.0
UCSD_NEU-DeepGLEAM,50,55.8,28.5,85.4,2.4,12.4,58.5,527.2
UT-Mobility,51,58.7,28.5,79.5,1.0,10.0,86.8,403.5
IQVIA_ACOE-STAN,49,61.8,33.0,84.3,0.0,15.0,65.5,412.0
Covid19Sim-Simulator,51,67.2,26.4,99.4,0.3,4.2,78.6,439.5
NotreDame-mobility,51,67.2,23.0,124.4,0.9,8.7,89.0,818.2
Columbia_UNC-SurvCon,51,69.6,26.0,133.1,0.0,11.0,78.5,771.0
IHME-CurveFit,51,71.1,30.3,103.7,0.4,10.0,93.5,499.1
CU-select,51,77.3,35.0,104.7,1.0,12.5,92.5,483.0
IowaStateLW-STEM,49,78.5,45.0,101.2,0.0,11.6,107.5,453.0
MITCovAlliance-SIR,51,91.6,46.6,179.2,0.1,14.0,101.6,994.8
JHUAPL-Bucky,51,96.1,43.4,160.6,2.5,16.3,104.8,1005.4
Google_Harvard-CPF,51,99.3,48.8,140.1,0.4,11.0,119.5,806.2
RobertWalraven-ESG,51,99.6,42.0,172.1,0.0,14.8,105.1,934.4
USACE-ERDC_SEIR,51,109.2,52.9,164.0,0.4,6.7,112.8,670.5
WalmartLabsML-LogForecasting,51,109.8,38.4,178.8,0.1,15.0,133.8,1104.0
epiforecasts-ensemble1,44,118.4,41.0,190.9,0.0,11.5,152.5,1010.0
UMich-RidgeTfReg,50,120.7,46.5,274.5,0.1,11.3,135.2,1717.4
