,total_deaths_2020-09-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
COVIDhub-ensemble,189109,209508.0,209695,20567.0,20586,-19.0,-0.1%
SteveMcConnell-CovidComplete,189109,209417.0,209695,20476.0,20586,-110.0,-0.5%
NotreDame-mobility,189109,209661.9,209695,20720.9,20586,134.9,0.7%
LNQ-ens1,189109,209329.9,209695,20388.9,20586,-197.1,-1.0%
DDS-NBDS,189109,209834.3,209695,20893.3,20586,307.3,1.5%
IowaStateLW-STEM,189109,208766.0,209695,19825.0,20586,-761.0,-3.7%
GT-DeepCOVID,189109,210416.2,209695,21475.2,20586,889.2,4.3%
OliverWyman-Navigator,189109,208495.1,209695,19554.1,20586,-1031.9,-5.0%
QJHong-Encounter,189109,208378.6,209695,19437.6,20586,-1148.4,-5.6%
USC-SI_kJalpha,189109,210692.0,209695,21751.0,20586,1165.0,5.7%
JCB-PRM,189109,208341.3,209695,19400.3,20586,-1185.7,-5.8%
CovidAnalytics-DELPHI,189109,208257.0,209695,19316.0,20586,-1270.0,-6.2%
UCLA-SuEIR,189109,208223.0,209695,19282.0,20586,-1304.0,-6.3%
CU-select,189109,210880.0,209695,21939.0,20586,1353.0,6.6%
MIT_CritData-GBCF,189109,208148.9,209695,19207.9,20586,-1378.1,-6.7%
Covid19Sim-Simulator,189109,207825.0,209695,18884.0,20586,-1702.0,-8.3%
Karlen-pypm,189109,207768.2,209695,18827.2,20586,-1758.8,-8.5%
MOBS-GLEAM_COVID,189109,207577.5,209695,18636.5,20586,-1949.5,-9.5%
UMass-MechBayes,189109,207485.0,209695,18544.0,20586,-2042.0,-9.9%
Columbia_UNC-SurvCon,189109,211604.0,209695,22663.0,20586,2077.0,10.1%
Baseline,189109,211763.7,209695,22822.7,20586,2236.7,10.9%
COVIDhub-baseline,189109,211835.8,209695,22894.8,20586,2308.8,11.2%
CEID-Walk,189109,212045.1,209695,23104.1,20586,2518.1,12.2%
YYG-ParamSearch,189109,206814.3,209695,17873.3,20586,-2712.7,-13.2%
UCSD_NEU-DeepGLEAM,189109,206802.4,209695,17861.4,20586,-2724.6,-13.2%
JHU_IDD-CovidSP,189109,212618.4,209695,23677.4,20586,3091.4,15.0%
RPI_UW-Mob_Collision,189109,212856.4,209695,23915.4,20586,3329.4,16.2%
PSI-DRAFT,189109,213227.0,209695,24286.0,20586,3700.0,18.0%
UCM_MESALab-FoGSEIR,189109,205442.0,209695,16501.0,20586,-4085.0,-19.8%
IHME-CurveFit,189109,213843.7,209695,24902.7,20586,4316.7,21.0%
USACE-ERDC_SEIR,189109,214842.8,209695,25901.8,20586,5315.8,25.8%
UA-EpiCovDA,189109,215102.0,209695,26161.0,20586,5575.0,27.1%
WalmartLabsML-LogForecasting,189109,203322.0,209695,14381.0,20586,-6205.0,-30.1%
JHUAPL-Bucky,189109,216292.3,209695,27351.3,20586,6765.3,32.9%
IBF-TimeSeries,189109,217298.1,209695,28357.1,20586,7771.1,37.7%
LANL-GrowthRate,189109,201317.8,209695,12376.8,20586,-8209.2,-39.9%
UMich-RidgeTfReg,189109,217802.5,209695,28861.5,20586,8275.5,40.2%
RobertWalraven-ESG,189109,199708.9,209695,10767.9,20586,-9818.1,-47.7%
STH-3PU,189109,196184.0,209695,7243.0,20586,-13343.0,-64.8%
epiforecasts-ensemble1,189109,193510.0,209695,4569.0,20586,-16017.0,-77.8%
CMU-TimeSeries,189109,,209695,,20586,,
GT_CHHS-COVID19,189109,,209695,,20586,,
Google_Harvard-CPF,189109,,209695,,20586,,
MITCovAlliance-SIR,189109,,209695,,20586,,
NotreDame-FRED,189109,,209695,,20586,,
