,total_deaths_2020-08-23,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,176895,209621.0,209526,32819.0,32631,188.0,0.6%
CovidAnalytics-DELPHI,176895,209792.0,209526,32990.0,32631,359.0,1.1%
QJHong-Encounter,176895,209065.1,209526,32263.1,32631,-367.9,-1.1%
STH-3PU,176895,208805.0,209526,32003.0,32631,-628.0,-1.9%
UCLA-SuEIR,176895,206953.4,209526,30151.4,32631,-2479.6,-7.6%
YYG-ParamSearch,176895,205940.8,209526,29138.8,32631,-3492.2,-10.7%
Columbia_UNC-SurvCon,176895,204081.0,209526,27279.0,32631,-5352.0,-16.4%
NotreDame-mobility,176895,215009.5,209526,38207.5,32631,5576.5,17.1%
USACE-ERDC_SEIR,176895,215135.6,209526,38333.6,32631,5702.6,17.5%
USC-SI_kJalpha,176895,203453.0,209526,26651.0,32631,-5980.0,-18.3%
WalmartLabsML-LogForecasting,176895,203286.0,209526,26484.0,32631,-6147.0,-18.8%
Baseline,176895,216337.7,209526,39535.7,32631,6904.7,21.2%
PSI-DRAFT,176895,217152.5,209526,40350.5,32631,7719.5,23.7%
Auquan-SEIR,176895,199172.0,209526,22370.0,32631,-10261.0,-31.4%
IHME-CurveFit,176895,220353.7,209526,43551.7,32631,10920.7,33.5%
LANL-GrowthRate,176895,196727.8,209526,19925.8,32631,-12705.2,-38.9%
RobertWalraven-ESG,176895,192985.5,209526,16183.5,32631,-16447.5,-50.4%
Covid19Sim-Simulator,176895,189194.5,209526,12392.5,32631,-20238.5,-62.0%
NotreDame-FRED,176895,,209526,,32631,,
