,count,mean,median,std,min,25%,75%,max
MIT_CritData-GBCF,51,2888.3,484.0,7546.7,1.0,37.0,2164.5,44944.0
JHU_IDD-CovidSP,51,2984.5,881.3,5880.9,11.6,102.4,2555.8,29366.5
COVIDhub-ensemble,51,3229.5,289.0,9975.1,1.0,36.0,1980.5,63001.0
SteveMcConnell-CovidComplete,51,3276.8,289.0,8046.1,0.0,30.5,1980.5,44944.0
LNQ-ens1,51,3384.4,343.0,8072.5,0.0,13.9,1800.9,39370.4
UMass-MechBayes,51,3931.9,289.0,10900.6,0.0,30.5,1297.0,64516.0
DDS-NBDS,51,4069.6,416.0,9478.3,0.2,82.2,3435.4,49060.0
OliverWyman-Navigator,51,4079.1,351.4,8190.9,0.0,86.4,2754.6,37572.1
UA-EpiCovDA,51,4287.9,1156.0,7776.2,4.0,182.5,4320.5,36481.0
CMU-TimeSeries,49,4408.4,841.0,10110.9,0.0,33.0,1949.6,48400.0
USC-SI_kJalpha,51,4482.5,256.0,10227.5,0.0,36.0,2882.5,49729.0
UCLA-SuEIR,51,4613.2,467.9,8464.8,0.0,92.3,4731.0,38083.6
Baseline,51,4760.4,542.2,12502.5,0.0,69.0,3456.9,79362.9
YYG-ParamSearch,51,4864.2,264.9,12807.0,0.0,15.9,2621.5,80873.5
LANL-GrowthRate,51,5021.8,428.0,10335.3,0.0,73.3,4872.0,42656.2
JCB-PRM,51,5591.8,284.8,25655.3,0.0,17.2,1259.5,181726.0
Karlen-pypm,51,6158.6,213.2,30242.5,0.1,31.4,1163.2,214925.0
CEID-Walk,51,6977.6,481.9,15126.8,0.0,46.3,3543.5,71216.4
COVIDhub-baseline,51,6996.6,484.0,16384.2,0.0,110.5,3298.0,81365.3
GT-DeepCOVID,44,7286.8,866.4,23400.6,1.1,141.3,3462.3,151662.6
PSI-DRAFT,51,7433.7,441.0,20844.4,0.0,49.0,5458.5,120409.0
CovidAnalytics-DELPHI,51,7555.3,529.0,18514.2,0.0,144.0,5142.5,96721.0
MOBS-GLEAM_COVID,50,9323.7,723.0,41799.3,0.0,141.9,2750.9,297140.0
UT-Mobility,51,9647.8,812.2,27027.6,1.0,100.0,7536.1,162812.2
UCSD_NEU-DeepGLEAM,50,10257.6,809.7,40039.5,5.7,154.1,3428.1,277989.6
IQVIA_ACOE-STAN,49,10787.5,1089.0,28591.4,0.0,225.0,4310.5,169744.0
Covid19Sim-Simulator,51,14189.7,695.8,37535.6,0.1,17.9,6502.3,193187.5
IHME-CurveFit,51,15603.8,919.9,43525.4,0.2,101.2,8836.7,249051.2
IowaStateLW-STEM,49,16206.5,2025.0,40819.0,0.0,134.0,11562.5,205209.0
CU-select,51,16720.8,1225.0,45962.1,1.0,156.5,8598.5,233289.0
NotreDame-mobility,51,19691.1,528.2,93889.2,0.8,76.1,7922.8,669500.5
Columbia_UNC-SurvCon,51,22216.9,676.0,92777.0,0.0,121.0,6174.5,594441.0
Google_Harvard-CPF,51,29110.5,2385.4,94060.3,0.1,123.8,14313.9,649976.1
JHUAPL-Bucky,51,34520.4,1882.7,145615.0,6.1,264.6,10998.6,1010767.8
USACE-ERDC_SEIR,51,38296.0,2803.1,95629.6,0.2,45.4,12730.5,449554.5
RobertWalraven-ESG,51,38969.4,1764.0,140196.9,0.0,220.3,11045.0,873178.1
MITCovAlliance-SIR,51,39867.6,2167.8,169340.0,0.0,195.7,10335.9,989599.2
WalmartLabsML-LogForecasting,51,43385.5,1476.0,172584.1,0.0,224.0,18129.8,1218816.0
epiforecasts-ensemble1,44,49760.9,1681.0,168372.6,0.0,132.5,23286.5,1020100.0
UMich-RidgeTfReg,50,88455.9,2160.3,434628.8,0.0,127.4,18285.2,2949524.5
