,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Rhode Island,1118,1120.3,1248.9,1074.1,1116.0,,1105.7,1137.4,2.3,130.9,-43.9,-2.0,,-12.3,19.4,False,False,True,,False,False
South Carolina,3442,4803.0,3116.0,2567.2,2730.0,,4176.7,4015.7,1361.0,-326.0,-874.8,-712.0,,734.7,573.7,True,True,True,,True,True
South Dakota,248,172.3,155.6,208.6,209.0,,255.8,191.6,-75.7,-92.4,-39.4,-39.0,,7.8,-56.4,False,True,True,,True,True
Tennessee,2560,2189.3,3765.2,1835.4,1926.0,,1959.1,2124.0,-370.7,1205.2,-724.6,-634.0,,-600.9,-436.0,False,False,False,,False,False
Texas,16571,15564.0,15505.0,17009.7,18791.0,13357.0,12634.8,14085.1,50.0,-9.0,1495.7,3277.0,-2157.0,-2879.2,-1428.9,True,False,False,False,False,False
Utah,476,579.6,834.9,668.2,531.0,,510.7,682.9,103.6,358.9,192.2,55.0,,34.7,206.9,False,False,True,,True,False
Vermont,58,56.0,63.7,56.7,56.0,,58.8,67.2,-2.0,5.7,-1.3,-2.0,,0.8,9.2,False,True,False,,True,False
Virginia,3270,2580.7,3018.1,2501.5,2398.0,,2571.2,2873.7,-689.3,-251.9,-768.5,-872.0,,-698.8,-396.3,True,False,False,,False,True
Washington,2123,2033.3,2278.4,2498.5,1836.0,,2138.5,1902.0,-53.7,191.4,411.5,-251.0,,51.5,-185.0,False,False,False,,True,False
West Virginia,363,132.6,278.4,119.5,122.0,,120.6,149.0,-230.4,-84.6,-243.5,-241.0,,-242.4,-214.0,True,False,False,,False,True
Wisconsin,1443,1365.1,1802.6,1006.7,1125.0,,1408.3,1589.8,-28.9,408.6,-387.3,-269.0,,14.3,195.8,False,False,False,,True,False
Wyoming,53,25.0,80.8,21.5,26.0,,26.0,36.8,-28.0,27.8,-31.5,-27.0,,-27.0,-16.2,True,False,True,,True,True
US,209890,210030.6,217933.7,202906.5,193682.0,239114.0,200681.3,205812.2,1281.6,9184.7,-5842.5,-15067.0,30365.0,-8067.7,-2936.8,False,False,False,False,False,False
