,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2558,3306.4,3446.3,2936.1,2729.0,,2633.1,3297.1,748.4,888.3,378.1,171.0,,75.1,739.1,False,True,True,,True,True
Alaska,58,39.7,105.6,19.0,,,46.6,52.9,-18.3,47.6,-39.0,,,-11.4,-5.1,False,False,,,True,True
Arizona,5705,8667.3,6099.8,5465.5,6481.0,,6035.5,6689.7,2962.3,394.8,-239.5,776.0,,330.5,984.7,True,True,True,,True,True
Arkansas,1407,834.7,1197.7,779.6,855.0,,670.6,842.3,-572.3,-209.3,-627.4,-552.0,,-736.4,-564.7,True,False,True,,False,True
California,16115,15673.3,18912.6,16691.7,14324.0,,13732.9,15571.9,-441.7,2797.6,576.7,-1791.0,,-2382.1,-543.1,False,False,False,,False,False
Colorado,2060,2208.0,2441.9,2411.7,2018.0,,2334.4,2349.5,148.0,381.9,351.7,-42.0,,274.4,289.5,False,False,True,,False,False
Connecticut,4513,4580.6,4478.2,4680.1,4485.0,,4419.8,4591.1,67.6,-34.8,167.1,-28.0,,-93.2,78.1,True,False,True,,False,False
Delaware,645,1131.0,667.8,555.5,614.0,,1220.7,651.6,486.0,22.8,-89.5,-31.0,,575.7,6.6,True,True,True,,False,True
District of Columbia,629,610.6,633.6,661.0,592.0,,584.0,630.6,-18.4,4.6,32.0,-37.0,,-45.0,1.6,True,False,False,,False,True
Florida,14628,14449.4,19481.0,14853.4,11999.0,,12738.0,12894.1,-178.6,4853.0,225.4,-2629.0,,-1890.0,-1733.9,False,False,False,,False,False
Georgia,7133,6691.7,7707.8,6311.9,4858.0,,6951.3,6492.6,-441.3,574.8,-821.1,-2275.0,,-181.7,-640.4,False,False,False,,True,False
Hawaii,153,45.7,64.2,27.6,,,29.8,67.7,-107.3,-88.8,-125.4,,,-123.2,-85.3,True,False,,,False,True
Idaho,480,412.1,993.9,315.6,319.0,,320.1,507.0,-67.9,513.9,-164.4,-161.0,,-159.9,27.0,False,False,False,,False,True
Illinois,9023,8595.4,9054.2,8290.2,8229.0,,8776.8,8853.1,-427.6,31.2,-732.8,-794.0,,-246.2,-169.9,True,False,False,,True,True
Indiana,3669,3701.4,3652.6,3272.7,3386.0,,3722.5,4120.9,32.4,-16.4,-396.3,-283.0,,53.5,451.9,True,False,False,,False,False
Iowa,1381,1183.9,1443.4,1450.3,1070.0,,996.9,1313.8,-197.1,62.4,69.3,-311.0,,-384.1,-67.2,True,True,False,,False,True
Kansas,698,547.9,951.0,392.9,510.0,,517.4,552.4,-150.1,253.0,-305.1,-188.0,,-180.6,-145.6,False,False,False,,False,True
Kentucky,1205,995.7,1481.7,1010.6,882.0,,994.8,1407.5,-209.3,276.7,-194.4,-323.0,,-210.2,202.5,False,True,False,,False,True
Louisiana,5545,5931.6,5885.5,4689.0,6035.0,,5828.2,5278.4,386.6,340.5,-856.0,490.0,,283.2,-266.6,True,False,False,,True,True
Maine,142,138.7,126.1,159.9,159.0,,120.7,152.2,-3.3,-15.9,17.9,17.0,,-21.3,10.2,False,False,False,,False,False
Maryland,3957,4061.0,4141.1,4037.6,3963.0,,4089.6,4602.0,104.0,184.1,80.6,6.0,,132.6,645.0,False,True,True,,False,False
Massachusetts,9507,9495.0,8686.6,9683.8,8856.0,,9077.9,9245.1,-12.0,-820.4,176.8,-651.0,,-429.1,-261.9,False,False,False,,False,False
Michigan,7124,6735.1,7130.8,7131.0,6974.0,,6739.7,6754.9,-388.9,6.8,7.0,-150.0,,-384.3,-369.1,True,True,True,,True,True
Minnesota,2126,1939.3,2260.5,1828.1,2106.0,,1939.5,2100.4,-186.7,134.5,-297.9,-20.0,,-186.5,-25.6,True,False,True,,True,True
Mississippi,3011,2853.3,3162.1,2333.8,2374.0,,2475.1,2764.0,-157.7,151.1,-677.2,-637.0,,-535.9,-247.0,True,False,False,,False,False
Missouri,2164,1928.6,2846.3,1536.2,1490.0,,2166.1,2129.6,-235.4,682.3,-627.8,-674.0,,2.1,-34.4,False,False,False,,True,True
Montana,186,134.7,273.0,368.0,90.0,,69.1,166.6,-51.3,87.0,182.0,-96.0,,-116.9,-19.4,False,False,False,,False,True
Nebraska,497,463.9,588.8,337.6,395.0,,408.3,459.8,-33.1,91.8,-159.4,-102.0,,-88.7,-37.2,False,False,False,,False,False
Nevada,1620,1591.6,1881.6,1463.8,1466.0,,1433.5,1754.9,-28.4,261.6,-156.2,-154.0,,-186.5,134.9,False,False,False,,False,False
New Hampshire,442,517.4,474.9,441.7,419.0,,588.4,504.7,75.4,32.9,-0.3,-23.0,,146.4,62.7,True,True,True,,False,True
New Jersey,16135,16585.4,16610.8,17445.9,16025.0,,15839.7,16475.3,450.4,475.8,1310.9,-110.0,,-295.3,340.3,False,False,True,,True,True
New Mexico,890,1037.9,919.9,843.8,776.0,,971.9,976.8,147.9,29.9,-46.2,-114.0,,81.9,86.8,True,True,True,,True,True
New York,33375,33960.7,33032.9,34547.8,33171.0,,33255.0,33554.2,584.7,-343.1,1171.8,-205.0,,-121.0,178.2,True,False,True,,True,True
North Carolina,3629,3443.4,3606.6,2752.5,2869.0,,3166.6,3358.4,-185.6,-22.4,-876.5,-760.0,,-462.4,-270.6,True,False,False,,False,False
North Dakota,271,168.0,244.1,159.0,125.0,,258.7,189.1,-103.0,-26.9,-112.0,-146.0,,-12.3,-81.9,True,False,False,,True,True
Ohio,4925,4618.0,4914.9,3802.0,3947.0,,4982.3,4784.9,-307.0,-10.1,-1123.0,-978.0,,57.3,-140.1,True,False,False,,True,True
Oklahoma,1051,939.6,1188.3,1095.9,1084.0,,837.0,887.5,-111.4,137.3,44.9,33.0,,-214.0,-163.5,False,True,True,,False,False
Oregon,571,574.9,569.5,554.4,402.0,,450.2,715.0,3.9,-1.5,-16.6,-169.0,,-120.8,144.0,True,False,False,,False,False
Pennsylvania,8180,8162.0,8228.0,7850.5,8008.0,,7968.9,8574.0,-18.0,48.0,-329.5,-172.0,,-211.1,394.0,False,False,False,,False,False
