,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,2558,2138.4,2645.1,2667.5,1968.0,,1973.7,-419.6,87.1,109.5,-590.0,,-584.3,True,True,False,,False
Alaska,58,41.7,61.3,13.7,,,21.5,-16.3,3.3,-44.3,,,-36.5,True,False,,,False
Arizona,5705,4795.0,9438.0,4667.7,8016.0,,3919.9,-910.0,3733.0,-1037.3,2311.0,,-1785.1,False,False,False,,False
Arkansas,1407,582.7,1065.8,625.6,2064.0,,519.9,-824.3,-341.2,-781.4,657.0,,-887.1,True,True,True,,False
California,16115,12043.0,19962.3,13682.3,12300.0,,10915.9,-4072.0,3847.3,-2432.7,-3815.0,,-5199.1,True,True,True,,False
Colorado,2060,2022.4,2066.8,1888.4,1842.0,,1987.2,-37.6,6.8,-171.6,-218.0,,-72.8,True,False,False,,False
Connecticut,4513,4579.3,4458.1,4623.8,4967.0,,4558.0,66.3,-54.9,110.8,454.0,,45.0,True,False,False,,True
Delaware,645,576.3,725.9,590.6,630.0,,632.4,-68.7,80.9,-54.4,-15.0,,-12.6,False,True,True,,True
District of Columbia,629,674.7,591.7,649.4,685.0,,637.4,45.7,-37.3,20.4,56.0,,8.4,True,True,False,,True
Florida,14628,7742.4,33323.4,15153.1,6229.0,,7237.4,-6885.6,18695.4,525.1,-8399.0,,-7390.6,False,True,False,,False
Georgia,7133,3914.3,7279.2,3683.1,4678.0,,4490.1,-3218.7,146.2,-3449.9,-2455.0,,-2642.9,True,False,True,,True
Hawaii,153,31.9,54.5,18.1,,,20.9,-121.1,-98.5,-134.9,,,-132.1,True,False,,,False
Idaho,480,118.7,901.1,115.9,475.0,,140.2,-361.3,421.1,-364.1,-5.0,,-339.8,False,False,True,,True
Illinois,9023,8717.1,7640.3,8552.0,8239.0,,8428.2,-305.9,-1382.7,-471.0,-784.0,,-594.8,False,False,False,,False
Indiana,3669,3644.4,3293.3,3207.1,2970.0,,3096.9,-24.6,-375.7,-461.9,-699.0,,-572.1,False,False,False,,False
Iowa,1381,913.9,1348.0,828.4,884.0,,896.7,-467.1,-33.0,-552.6,-497.0,,-484.3,True,False,False,,False
Kansas,698,476.9,827.4,521.1,329.0,,367.3,-221.1,129.4,-176.9,-369.0,,-330.7,True,True,False,,False
Kentucky,1205,932.1,821.1,988.0,879.0,,780.2,-272.9,-383.9,-217.0,-326.0,,-424.8,False,True,False,,False
Louisiana,5545,4432.3,5040.5,4363.0,6687.0,,4059.3,-1112.7,-504.5,-1182.0,1142.0,,-1485.7,True,False,False,,False
Maine,142,173.3,136.7,123.5,154.0,,118.0,31.3,-5.3,-18.5,12.0,,-24.0,True,True,True,,True
Maryland,3957,4207.3,3591.2,3732.0,3723.0,,3692.8,250.3,-365.8,-225.0,-234.0,,-264.2,False,True,True,,False
Massachusetts,9507,9764.4,8383.2,11396.3,9002.0,,8915.8,257.4,-1123.8,1889.3,-505.0,,-591.2,False,False,False,,False
Michigan,7124,7002.3,6763.0,6893.9,7086.0,,6559.9,-121.7,-361.0,-230.1,-38.0,,-564.1,False,False,True,,False
Minnesota,2126,2125.1,1993.7,1891.8,2325.0,,1818.6,-0.9,-132.3,-234.2,199.0,,-307.4,False,False,False,,False
Mississippi,3011,2036.7,2530.3,2160.3,2748.0,,1975.2,-974.3,-480.7,-850.7,-263.0,,-1035.8,True,True,True,,False
Missouri,2164,1526.7,2010.7,1630.1,1477.0,,1740.6,-637.3,-153.3,-533.9,-687.0,,-423.4,True,True,False,,True
Montana,186,35.9,170.1,22.0,63.0,,41.1,-150.1,-15.9,-164.0,-123.0,,-144.9,True,False,True,,True
Nebraska,497,502.6,426.0,516.1,461.0,,369.5,5.6,-71.0,19.1,-36.0,,-127.5,False,False,False,,False
Nevada,1620,971.1,3259.7,1018.6,659.0,,795.0,-648.9,1639.7,-601.4,-961.0,,-825.0,False,True,False,,False
New Hampshire,442,561.0,456.7,610.5,387.0,,531.3,119.0,14.7,168.5,-55.0,,89.3,True,False,True,,True
