,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2558,1819.6,2486.1,2084.9,1427.0,,-738.4,-71.9,-473.1,-1131.0,,True,True,False,
Alaska,58,12.0,22.5,34.8,,,-46.0,-35.5,-23.2,,,True,True,,
Arizona,5705,3696.4,6984.7,6004.0,4432.0,,-2008.6,1279.7,299.0,-1273.0,,True,True,True,
Arkansas,1407,908.4,899.2,1115.4,1964.0,,-498.6,-507.8,-291.6,557.0,,False,True,False,
California,16115,11695.6,13373.0,12551.7,7929.0,,-4419.4,-2742.0,-3563.3,-8186.0,,True,True,False,
Colorado,2060,2375.0,2001.2,1937.6,1763.0,,315.0,-58.8,-122.4,-297.0,,True,True,True,
Connecticut,4513,5136.6,4641.7,4526.6,4432.0,,623.6,128.7,13.6,-81.0,,True,True,True,
Delaware,645,628.1,530.9,506.0,476.0,,-16.9,-114.1,-139.0,-169.0,,False,False,False,
District of Columbia,629,800.4,627.4,679.0,647.0,,171.4,-1.6,50.0,18.0,,True,True,True,
Florida,14628,6578.1,9669.3,19347.3,6984.0,,-8049.9,-4958.7,4719.3,-7644.0,,True,True,True,
Georgia,7133,5495.6,4196.6,7235.6,3251.0,,-1637.4,-2936.4,102.6,-3882.0,,False,True,False,
Hawaii,153,17.0,21.4,57.1,,,-136.0,-131.6,-95.9,,,True,True,,
Idaho,480,118.7,224.2,124.3,182.0,,-361.3,-255.8,-355.7,-298.0,,True,True,True,
Illinois,9023,11683.6,7621.9,8734.8,8107.0,,2660.6,-1401.1,-288.2,-916.0,,True,True,True,
Indiana,3669,4293.1,3167.1,3381.4,2706.0,,624.1,-501.9,-287.6,-963.0,,True,True,False,
Iowa,1381,1191.1,1144.9,881.5,834.0,,-189.9,-236.1,-499.5,-547.0,,False,False,False,
Kansas,690,435.3,356.3,449.9,340.0,,-254.7,-333.7,-240.1,-350.0,,False,True,False,
Kentucky,1205,927.1,816.2,884.4,648.0,,-277.9,-388.8,-320.6,-557.0,,False,False,False,
Louisiana,5545,4457.0,3981.6,4143.6,4962.0,,-1088.0,-1563.4,-1401.4,-583.0,,False,False,True,
Maine,142,131.7,147.1,117.8,118.0,,-10.3,5.1,-24.2,-24.0,,True,False,False,
Maryland,3957,4952.9,4094.3,3660.9,3716.0,,995.9,137.3,-296.1,-241.0,,True,True,True,
Massachusetts,9507,11318.7,8536.5,8952.0,8683.0,,1812.7,-969.5,-554.0,-823.0,,True,True,True,
Michigan,7124,7189.4,6402.1,6561.9,7196.0,,65.4,-721.9,-562.1,72.0,,False,False,False,
Minnesota,2126,2645.1,1961.3,1839.7,3777.0,,519.1,-164.7,-286.3,1651.0,,True,True,False,
Mississippi,3011,1636.3,1872.5,1244.9,1489.0,,-1374.7,-1138.5,-1766.1,-1522.0,,True,False,False,
Missouri,2177,2153.6,1439.5,3071.1,1229.0,,-13.4,-727.5,904.1,-938.0,,False,False,False,
Montana,186,34.9,31.0,42.6,47.0,,-151.1,-155.0,-143.4,-139.0,,False,True,True,
Nebraska,497,674.9,425.5,585.2,314.0,,177.9,-71.5,88.2,-183.0,,True,True,False,
Nevada,1620,843.6,806.7,816.2,694.0,,-776.4,-813.3,-803.8,-926.0,,False,False,False,
New Hampshire,442,621.3,553.7,712.0,344.0,,179.3,111.7,270.0,-98.0,,True,False,True,
New Jersey,16135,17099.0,13548.3,13882.8,13937.0,,2827.0,-723.7,-389.2,-335.0,,True,True,True,
New Mexico,890,974.1,771.8,881.6,550.0,,84.1,-118.2,-8.4,-340.0,,False,True,False,
New York,33197,35582.1,31868.4,31896.4,32349.0,,3114.1,-599.6,-571.6,-119.0,,True,True,True,
North Carolina,3629,2448.1,4078.8,2025.6,3080.0,,-1150.9,479.8,-1573.4,-519.0,,True,False,True,
North Dakota,271,121.6,111.2,92.7,105.0,,-149.4,-159.8,-178.3,-166.0,,False,False,False,
Ohio,4925,4794.9,3698.8,3829.7,3226.0,,-130.1,-1226.2,-1095.3,-1699.0,,False,False,False,
Oklahoma,1051,517.6,561.3,551.8,1539.0,,-533.4,-489.7,-499.2,488.0,,True,True,True,
Oregon,571,366.3,366.4,1081.2,279.0,,-202.7,-202.6,512.2,-290.0,,True,False,False,
Pennsylvania,8180,9513.3,8288.3,7910.3,6765.0,,1333.3,108.3,-269.7,-1415.0,,True,True,False,
Rhode Island,1118,1800.3,1130.3,1133.2,1016.0,,682.3,12.3,15.2,-102.0,,True,True,True,
South Carolina,3442,1440.4,2689.2,1211.2,1443.0,,-2001.6,-752.8,-2230.8,-1999.0,,True,False,True,
South Dakota,248,170.1,152.5,182.3,102.0,,-77.9,-95.5,-65.7,-146.0,,False,True,False,
Tennessee,2560,1298.6,1122.4,981.0,1897.0,,-1261.4,-1437.6,-1579.0,-663.0,,False,False,True,
Texas,16295,5266.4,6251.6,15557.0,8659.0,9584.0,-10851.6,-9866.4,-561.0,-7459.0,-6534.0,True,True,True,True
Utah,476,440.3,1347.9,434.4,423.0,,-35.7,871.9,-41.6,-53.0,,False,False,False,
Vermont,58,70.9,75.1,67.0,58.0,,12.9,17.1,9.0,0.0,,False,True,True,
Virginia,3267,2576.7,2189.9,1798.4,1915.0,,-690.3,-1077.1,-1468.6,-1352.0,,False,False,False,
Washington,2142,2057.4,1947.9,1993.5,1515.0,,-84.6,-194.1,-148.5,-627.0,,False,False,False,
West Virginia,363,103.9,124.3,113.3,89.0,,-259.1,-238.7,-249.7,-274.0,,True,True,False,
Wisconsin,1372,1516.6,1221.4,1096.3,1137.0,,144.6,-150.6,-275.7,-235.0,,False,False,False,
Wyoming,53,49.7,39.6,21.2,19.0,,-3.3,-13.4,-31.8,-34.0,,False,False,False,
US,209384,182874.1,170979.5,189025.4,160049.0,145211.0,-23697.9,-35592.5,-17546.6,-46523.0,-61361.0,False,True,False,False
