,total_deaths_2020-09-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,204970,209294.0,209526,4538.0,4556,-18.0,-0.4%
UA-EpiCovDA,204970,209288.0,209526,4532.0,4556,-24.0,-0.5%
QJHong-Encounter,204970,209338.7,209526,4582.7,4556,26.7,0.6%
Baseline,204970,209253.4,209526,4497.4,4556,-58.6,-1.3%
COVIDhub-ensemble,204970,209229.0,209526,4473.0,4556,-83.0,-1.8%
UMass-MechBayes,204970,209170.0,209526,4414.0,4556,-142.0,-3.1%
DDS-NBDS,204970,209157.6,209526,4401.6,4556,-154.4,-3.4%
MIT_CritData-GBCF,204970,209468.0,209526,4712.0,4556,156.0,3.4%
UCLA-SuEIR,204970,209473.3,209526,4717.3,4556,161.3,3.5%
PSI-DRAFT,204970,209058.5,209526,4302.5,4556,-253.5,-5.6%
YYG-ParamSearch,204970,209016.1,209526,4260.1,4556,-295.9,-6.5%
JCB-PRM,204970,209004.2,209526,4248.2,4556,-307.8,-6.8%
JHU_IDD-CovidSP,204970,209681.2,209526,4925.2,4556,369.2,8.1%
LNQ-ens1,204970,209693.4,209526,4937.4,4556,381.4,8.4%
CEID-Walk,204970,209697.1,209526,4941.1,4556,385.1,8.5%
COVIDhub-baseline,204970,209698.0,209526,4942.0,4556,386.0,8.5%
RPI_UW-Mob_Collision,204970,209721.6,209526,4965.6,4556,409.6,9.0%
CU-select,204970,208833.0,209526,4077.0,4556,-479.0,-10.5%
USC-SI_kJalpha,204970,209793.0,209526,5037.0,4556,481.0,10.6%
JHUAPL-Bucky,204970,208808.8,209526,4052.8,4556,-503.2,-11.0%
IQVIA_ACOE-STAN,204970,209834.0,209526,5078.0,4556,522.0,11.5%
OliverWyman-Navigator,204970,209834.2,209526,5078.2,4556,522.2,11.5%
SteveMcConnell-CovidComplete,204970,209850.0,209526,5094.0,4556,538.0,11.8%
Geneva-DetGrowth,204970,209917.8,209526,5161.8,4556,605.8,13.3%
GT-DeepCOVID,204970,209967.1,209526,5211.1,4556,655.1,14.4%
WalmartLabsML-LogForecasting,204970,208528.3,209526,3772.3,4556,-783.7,-17.2%
CovidAnalytics-DELPHI,204970,208506.0,209526,3750.0,4556,-806.0,-17.7%
IHME-CurveFit,204970,208492.8,209526,3736.8,4556,-819.2,-18.0%
Columbia_UNC-SurvCon,204970,210157.0,209526,5401.0,4556,845.0,18.5%
MOBS-GLEAM_COVID,204970,210279.6,209526,5523.6,4556,967.6,21.2%
USACE-ERDC_SEIR,204970,210306.7,209526,5550.7,4556,994.7,21.8%
NotreDame-mobility,204970,208300.2,209526,3544.2,4556,-1011.8,-22.2%
LANL-GrowthRate,204970,208242.5,209526,3486.5,4556,-1069.5,-23.5%
UMich-RidgeTfReg,204970,210408.3,209526,5652.3,4556,1096.3,24.1%
UCSD_NEU-DeepGLEAM,204970,210555.4,209526,5799.4,4556,1243.4,27.3%
epiforecasts-ensemble1,204970,207961.0,209526,3205.0,4556,-1351.0,-29.7%
UT-Mobility,204970,207768.5,209526,3012.5,4556,-1543.5,-33.9%
IowaStateLW-STEM,204970,207659.0,209526,2903.0,4556,-1653.0,-36.3%
UCM_MESALab-FoGSEIR,204970,207561.0,209526,2805.0,4556,-1751.0,-38.4%
Covid19Sim-Simulator,204970,207057.3,209526,2301.3,4556,-2254.7,-49.5%
IBF-TimeSeries,204970,214101.0,209526,9345.0,4556,4789.0,105.1%
TTU-squider,204970,226849.1,209526,22093.1,4556,17537.1,384.9%
CMU-TimeSeries,204970,,209526,,4556,,
Google_Harvard-CPF,204970,,209526,,4556,,
MITCovAlliance-SIR,204970,,209526,,4556,,
NotreDame-FRED,204970,,209526,,4556,,
RobertWalraven-ESG,204970,,209526,,4556,,
