,total_deaths_2020-05-31,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
LANL-GrowthRate,107830,126585.4,129986,22204.4,22156,48.4,0.2%
IowaStateLW-STEM,107830,126725.0,129986,22344.0,22156,188.0,0.8%
IHME-CurveFit,107830,125822.9,129986,21441.9,22156,-714.1,-3.2%
CovidAnalytics-DELPHI,107830,125208.0,129986,20827.0,22156,-1329.0,-6.0%
SWC-TerminusCM,107830,123484.0,129986,19103.0,22156,-3053.0,-13.8%
UCLA-SuEIR,107830,123383.7,129986,19002.7,22156,-3153.3,-14.2%
PSI-DRAFT,107830,130105.5,129986,25724.5,22156,3568.5,16.1%
YYG-ParamSearch,107830,133078.8,129986,28697.8,22156,6541.8,29.5%
USACE-ERDC_SEIR,107830,116716.5,129986,12335.5,22156,-9820.5,-44.3%
Baseline,107830,136739.3,129986,32358.3,22156,10202.3,46.0%
Covid19Sim-Simulator,107830,115931.6,129986,11550.6,22156,-10605.4,-47.9%
NotreDame-FRED,107830,,129986,,22156,,
