,count,mean,median,std,min,25%,75%,max
UCLA-SuEIR,51,49080.8,6124.9,100428.3,0.3,246.7,41202.5,517459.0
YYG-ParamSearch,51,49332.4,3854.4,93553.6,0.0,641.9,53272.8,472210.6
LANL-GrowthRate,51,55233.5,4006.3,132457.0,0.2,315.9,36682.0,688516.1
CovidAnalytics-DELPHI,51,78779.3,2116.0,167677.5,0.0,216.5,75132.5,868624.0
IowaStateLW-STEM,49,106550.6,6400.0,321040.9,1.0,680.0,56725.0,2131600.0
Covid19Sim-Simulator,51,134687.1,12377.3,294653.9,0.5,206.1,55662.9,1354740.2
PSI-DRAFT,51,184965.9,1936.0,760469.4,0.0,212.5,42672.5,4477456.0
SWC-TerminusCM,48,188225.6,13225.0,481372.3,1.0,1090.0,85028.5,2630884.0
Baseline,51,189515.0,14953.8,440945.6,1.3,468.3,143545.5,2611917.7
IHME-CurveFit,51,214948.1,3909.8,894046.1,0.2,741.8,77657.0,6296181.2
USACE-ERDC_SEIR,51,320350.5,7558.0,1000188.8,0.6,527.2,169870.9,6250090.9
