,total_deaths_2020-05-24,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,101292,124980.0,129986,27260.0,28694,-1434.0,-5.0%
UCLA-SuEIR,101292,124657.1,129986,26937.1,28694,-1756.9,-6.1%
LANL-GrowthRate,101292,128270.8,129986,30550.8,28694,1856.8,6.5%
PSI-DRAFT,101292,132671.5,129986,34951.5,28694,6257.5,21.8%
USACE-ERDC_SEIR,101292,117106.0,129986,19386.0,28694,-9308.0,-32.4%
Covid19Sim-Simulator,101292,116432.4,129986,18712.4,28694,-9981.6,-34.8%
YYG-ParamSearch,101292,140796.1,129986,43076.1,28694,14382.1,50.1%
Baseline,101292,145502.6,129986,47782.6,28694,19088.6,66.5%
NotreDame-FRED,101292,,129986,,28694,,
SWC-TerminusCM,101292,,129986,,28694,,
