,total_deaths_2020-05-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCLA-SuEIR,90644,129864.2,129676,39220.2,39032,188.2,0.5%
Baseline_0.98,90644,134052.2,129676,43408.2,39032,4376.2,11.2%
MIT_CovidAnalytics-DELPHI,90644,134369.0,129676,43725.0,39032,4693.0,12.0%
IHME-CurveFit,90644,135368.0,129676,44724.0,39032,5692.0,14.6%
LANL-GrowthRate,90644,120512.4,129676,29868.4,39032,-9163.6,-23.5%
IowaStateLW-STEM,90644,118554.0,129676,27910.0,39032,-11122.0,-28.5%
USACE-ERDC_SEIR,90644,114038.4,129676,23394.4,39032,-15637.6,-40.1%
YYG-ParamSearch,90644,150832.0,129676,60188.0,39032,21156.0,54.2%
Baseline,90644,157768.6,129676,67124.6,39032,28092.6,72.0%
Auquan-SEIR,90644,,129676,,39032,,
