,total_deaths_2020-07-05,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CovidAnalytics-DELPHI,130311,178669.0,176399,48722.0,46088,2634.0,5.7%
Covid19Sim-Simulator,130311,169685.7,176399,39738.7,46088,-6349.3,-13.8%
USACE-ERDC_SEIR,130311,169640.5,176399,39693.5,46088,-6394.5,-13.9%
IowaStateLW-STEM,130311,169336.0,176399,39389.0,46088,-6699.0,-14.5%
IHME-CurveFit,130311,160156.8,176399,30209.8,46088,-15878.2,-34.5%
YYG-ParamSearch,130311,159726.3,176399,29779.3,46088,-16308.7,-35.4%
Baseline,130311,154543.6,176399,24596.6,46088,-21491.4,-46.6%
Columbia_UNC-SurvCon,130311,198967.0,176399,69020.0,46088,22932.0,49.8%
MITCovAlliance-SIR,130311,151478.4,176399,21531.4,46088,-24556.6,-53.3%
UCLA-SuEIR,130311,149929.6,176399,19982.6,46088,-26105.4,-56.6%
LANL-GrowthRate,130311,146696.3,176399,16749.3,46088,-29338.7,-63.7%
Auquan-SEIR,130311,146426.0,176399,16479.0,46088,-29609.0,-64.2%
STH-3PU,130311,140460.0,176399,10513.0,46088,-35575.0,-77.2%
USC-SI_kJalpha,130311,222116.6,176399,92169.6,46088,46081.6,100.0%
