,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,877.6,36.9,3399.3,0.0,7.2,465.6,23639.1
COVIDhub-ensemble,51,964.4,64.0,3184.9,0.0,6.5,272.5,20449.0
USC-SI_kJalpha,51,1115.6,81.0,3918.8,0.0,12.5,400.0,25921.0
YYG-ParamSearch,51,1221.1,28.7,3527.3,0.0,2.8,464.1,16211.8
JCB-PRM,51,1380.2,92.6,4866.9,0.0,20.3,587.8,33727.4
OliverWyman-Navigator,51,1443.7,33.5,5550.2,0.0,3.4,229.4,35144.4
UMass-MechBayes,51,1583.5,49.0,4429.1,0.0,6.5,602.5,22801.0
UA-EpiCovDA,51,1605.9,36.0,7836.8,0.0,6.5,400.0,55696.0
CMU-TimeSeries,51,1823.0,36.0,8243.6,0.0,4.0,552.5,58564.0
CEID-Walk,51,2042.3,71.8,8750.3,0.0,9.9,459.7,61555.1
Baseline,51,2374.1,29.5,10089.6,0.0,2.5,752.5,69244.2
NotreDame-mobility,51,2449.7,121.0,8089.5,0.1,9.7,1418.2,46318.3
DDS-NBDS,51,2738.7,62.7,8951.8,0.0,4.4,629.7,48127.8
COVIDhub-baseline,51,2743.2,81.0,13223.7,0.0,6.5,552.5,94249.0
MOBS-GLEAM_COVID,50,2922.5,106.4,9231.3,0.1,10.8,674.4,49830.9
CU-select,51,3192.7,225.0,10149.2,0.0,49.0,1156.0,67600.0
CovidAnalytics-DELPHI,51,3455.6,196.0,10118.9,0.0,16.0,1056.5,57121.0
UCLA-SuEIR,51,3606.6,65.6,13903.6,0.0,17.0,711.1,87696.1
LANL-GrowthRate,51,4319.9,169.0,19154.9,0.0,7.3,1480.8,135576.7
IowaStateLW-STEM,49,5553.7,441.0,15161.0,0.0,43.1,2262.5,76729.0
Karlen-pypm,51,5682.4,82.8,25107.9,0.1,8.7,1801.1,171313.2
USACE-ERDC_SEIR,51,9138.3,629.7,19129.4,0.0,24.9,6330.9,81765.1
UT-Mobility,51,9258.9,121.0,40688.5,0.0,16.0,2454.2,276676.0
GT-DeepCOVID,46,9960.3,105.9,38240.2,0.0,12.5,1677.1,252460.9
Geneva-DetGrowth,51,10173.8,85.7,43592.9,0.0,19.6,1437.2,248060.8
RobertWalraven-ESG,50,10502.2,274.6,39154.2,0.0,14.1,2543.2,207316.3
JHU_IDD-CovidSP,51,12019.0,651.4,43847.0,0.1,76.7,4566.6,299201.7
Google_Harvard-CPF,51,25789.3,449.4,144896.4,1.0,87.2,3255.9,1035542.4
Auquan-SEIR,51,29566.2,4761.0,89068.0,1.0,272.5,12773.0,577600.0
PSI-DRAFT,51,52978.5,256.0,198201.6,0.0,25.0,2925.0,972196.0
epiforecasts-ensemble1,45,84969.6,961.0,293820.5,0.0,65.6,20168.0,1610361.0
MITCovAlliance-SIR,51,625905.2,3891.0,2914588.9,0.0,191.3,24343.8,19757500.5
TTU-squider,51,16735295.1,1616081.6,41855238.0,77.1,18451.0,6508651.8,225950381.5
