,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1810,1484.9,1521.0,1251.8,-325.1,-289.0,-558.2,True,False
Austria,706,696.3,700.0,707.0,-9.7,-6.0,1.0,True,True
Belgium,9782,9886.4,9867.0,10293.0,104.4,85.0,511.0,True,False
Bolivia,1754,1174.1,1447.0,2443.9,-579.9,-307.0,689.9,True,False
Brazil,71469,69857.6,70178.0,84246.7,-1611.4,-1291.0,12777.7,True,False
Bulgaria,267,228.0,255.0,181.8,-39.0,-12.0,-85.2,True,False
Canada,8818,9533.3,9420.0,8110.0,715.3,602.0,-708.0,True,True
Chile,6881,9826.1,8708.0,3847.9,2945.1,1827.0,-3033.1,True,False
Colombia,5119,3232.1,3727.0,5035.3,-1886.9,-1392.0,-83.7,True,True
Croatia,118,118.6,117.0,108.5,0.6,-1.0,-9.5,False,False
Cuba,87,87.9,88.0,85.8,0.9,1.0,-1.2,False,False
Cyprus,19,18.0,19.0,17.8,-1.0,0.0,-1.2,True,False
Czechia,352,336.7,344.0,388.1,-15.3,-8.0,36.1,True,False
Denmark,609,627.9,630.0,628.2,18.9,21.0,19.2,False,False
Dominican Republic,880,800.3,722.0,666.2,-79.7,-158.0,-213.8,False,False
Ecuador,5031,4956.7,4701.0,5711.2,-74.3,-330.0,680.2,False,False
Egypt,3769,2878.7,2766.0,1998.0,-890.3,-1003.0,-1771.0,False,False
Estonia,69,69.0,73.0,93.5,0.0,4.0,24.5,False,False
Finland,329,337.6,345.0,380.0,8.6,16.0,51.0,False,False
France,30007,30382.0,30027.0,33647.8,375.0,20.0,3640.8,True,False
Germany,9070,9248.4,9431.0,9257.5,178.4,361.0,187.5,False,False
Greece,193,194.6,194.0,197.0,1.6,1.0,4.0,True,False
Honduras,771,520.3,535.0,532.9,-250.7,-236.0,-238.1,True,True
Hungary,595,623.7,635.0,613.4,28.7,40.0,18.4,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1746,1810.1,1764.0,1706.5,64.1,18.0,-39.5,True,True
Israel,354,307.7,322.0,334.9,-46.3,-32.0,-19.1,True,True
Italy,34945,36065.3,35244.0,34687.0,1120.3,299.0,-258.0,True,True
Japan,982,965.6,1009.0,1140.5,-16.4,27.0,158.5,False,False
Latvia,30,39.6,31.0,28.2,9.6,1.0,-1.8,True,True
Lithuania,79,90.4,86.0,99.7,11.4,7.0,20.7,True,False
Luxembourg,110,110.0,114.0,115.0,0.0,4.0,5.0,False,False
Malaysia,122,136.4,131.0,114.2,14.4,9.0,-7.8,True,True
Mexico,34730,30417.3,31847.0,31204.3,-4312.7,-2883.0,-3525.7,True,True
Moldova,640,656.7,726.0,611.8,16.7,86.0,-28.2,False,False
Netherlands,6156,6255.4,6316.0,6278.2,99.4,160.0,122.2,False,False
Norway,252,257.4,252.0,233.2,5.4,0.0,-18.8,True,False
Panama,893,606.7,640.0,709.4,-286.3,-253.0,-183.6,True,True
Peru,11682,11405.3,12668.0,15322.1,-276.7,986.0,3640.1,False,False
Philippines,1372,1415.9,1301.0,1294.2,43.9,-71.0,-77.8,False,False
Poland,1568,1594.1,1602.0,1292.4,26.1,34.0,-275.6,False,False
Portugal,1654,1663.6,1687.0,1996.7,9.6,33.0,342.7,False,False
Romania,1871,1707.0,1650.0,1522.5,-164.0,-221.0,-348.5,False,False
Russia,11188,11130.7,11701.0,14847.5,-57.3,513.0,3659.5,False,False
Serbia,382,273.3,278.0,296.8,-108.7,-104.0,-85.2,True,True
Slovakia,28,28.0,29.0,28.3,0.0,1.0,0.3,False,False
Slovenia,111,109.0,113.0,115.8,-2.0,2.0,4.8,False,False
South Korea,289,292.4,295.0,317.0,3.4,6.0,28.0,False,False
Spain,28403,27136.0,27666.0,26990.6,-1267.0,-737.0,-1412.4,True,False
Sweden,5650,5703.3,5560.0,7163.2,53.3,-90.0,1513.2,False,False
Switzerland,1968,2003.6,1984.0,2170.5,35.6,16.0,202.5,True,False
Turkey,5344,5250.6,5122.0,5105.1,-93.4,-222.0,-238.9,False,False
Ukraine,1389,1296.3,1438.0,1418.1,-92.7,49.0,29.1,True,True
United Kingdom,40921,46249.6,44805.0,43400.9,5328.6,3884.0,2479.9,True,True
