,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4685,4066.6,2583.1,6283.8,3355.0,,-618.4,-2101.9,1598.8,-1330.0,,False,False,False,
Alaska,200,103.4,113.7,31.1,,,-96.6,-86.3,-168.9,,,True,False,,
Arizona,8424,9503.1,4619.6,10807.7,8854.0,,1079.1,-3804.4,2383.7,430.0,,False,False,True,
Arkansas,3441,2258.4,1238.0,2898.2,1868.0,,-1182.6,-2203.0,-542.8,-1573.0,,False,True,False,
California,24225,28403.0,19669.7,50827.2,26248.0,,4178.0,-4555.3,26602.2,2023.0,,False,False,True,
Colorado,4592,2310.9,2208.4,3702.5,2382.0,,-2281.1,-2383.6,-889.5,-2210.0,,False,True,True,
Connecticut,5791,4585.0,4543.8,4881.6,4603.0,,-1206.0,-1247.2,-909.4,-1188.0,,False,True,True,
Delaware,1017,725.0,683.7,726.6,674.0,,-278.0,-319.3,-276.4,-329.0,,False,True,False,
District of Columbia,762,729.0,662.5,1009.8,651.0,,-33.0,-99.5,247.8,-111.0,,False,False,False,
Florida,21135,25914.3,12482.5,24548.4,22482.0,,4779.3,-8652.5,3413.4,1347.0,,False,True,True,
Georgia,10685,12810.6,7581.5,11972.3,7980.0,,2125.6,-3103.5,1287.3,-2705.0,,False,True,False,
Hawaii,285,172.0,1222.5,474.3,,,-113.0,937.5,189.3,,,False,False,,
Idaho,1354,985.6,601.0,1469.6,561.0,,-368.4,-753.0,115.6,-793.0,,False,True,False,
Illinois,17224,10481.9,10678.8,14597.7,9504.0,,-6742.1,-6545.2,-2626.3,-7720.0,,True,True,False,
Indiana,8904,4773.6,4281.3,7939.1,4404.0,,-4174.4,-4666.7,-1008.9,-4544.0,,False,True,False,
Iowa,3743,2144.1,2169.8,3416.7,1843.0,,-1598.9,-1573.2,-326.3,-1900.0,,True,True,False,
Kansas,2503,783.1,1150.9,2216.1,748.0,,-1719.9,-1352.1,-286.9,-1755.0,,True,True,False,
Kentucky,2534,1979.1,1697.8,3792.3,1356.0,,-554.9,-836.2,1258.3,-1178.0,,False,False,False,
Louisiana,7272,9013.9,4990.5,8582.6,7650.0,,1741.9,-2281.5,1310.6,378.0,,False,True,True,
Maine,319,202.4,170.4,174.5,219.0,,-116.6,-148.6,-144.5,-100.0,,False,False,True,
Maryland,5680,4619.6,4270.6,7173.0,4051.0,,-1060.4,-1409.4,1493.0,-1629.0,,False,False,False,
Massachusetts,12010,10403.1,9054.4,13330.6,10784.0,,-1606.9,-2955.6,1320.6,-1226.0,,False,True,True,
Michigan,12690,7855.4,7685.3,12298.0,7868.0,,-4834.6,-5004.7,-392.0,-4822.0,,False,True,True,
Minnesota,5166,2902.3,2796.1,5538.3,2519.0,,-2263.7,-2369.9,372.3,-2647.0,,False,True,False,
Mississippi,4565,5025.7,2695.4,3708.2,4889.0,,460.7,-1869.6,-856.8,324.0,,False,False,True,
Missouri,5500,2703.0,2844.7,4949.2,2225.0,,-2776.0,-2634.3,-529.8,-3254.0,,True,True,False,
Montana,919,232.9,404.4,260.4,290.0,,-686.1,-514.6,-658.6,-629.0,,True,True,True,
Nebraska,1559,681.6,700.6,1608.3,629.0,,-877.4,-858.4,49.3,-930.0,,True,True,False,
Nevada,2942,3429.1,1728.8,3693.5,2703.0,,487.1,-1213.2,751.5,-239.0,,False,False,True,
New Hampshire,701,536.1,433.8,467.5,527.0,,-164.9,-267.2,-233.5,-174.0,,False,False,False,
New Jersey,18613,16553.1,16217.4,16516.0,16405.0,,-2059.9,-2395.6,-2097.0,-2208.0,,False,False,False,
New Mexico,2316,1298.6,814.9,1975.9,1213.0,,-1017.4,-1501.1,-340.1,-1103.0,,False,True,False,
New York,37286,33650.9,33303.7,32781.0,33444.0,,-3667.1,-4014.3,-4537.0,-3874.0,,False,False,False,
North Carolina,6526,5816.7,4334.2,11198.2,4787.0,,-709.3,-2191.8,4672.2,-1739.0,,False,False,False,
North Dakota,1264,332.4,523.7,523.9,298.0,,-931.6,-740.3,-740.1,-966.0,,True,True,False,
Ohio,12625,6692.3,4813.4,8142.5,6339.0,,-6220.7,-8099.6,-4770.5,-6574.0,,False,True,False,
Oklahoma,2357,1886.7,1383.1,3235.9,1418.0,,-470.3,-973.9,878.9,-939.0,,False,False,False,
Oregon,1422,934.9,733.9,3500.0,732.0,,-487.1,-688.1,2078.0,-690.0,,False,False,False,
Pennsylvania,14858,9414.1,8277.7,16931.4,8456.0,,-5443.9,-6580.3,2073.4,-6402.0,,False,True,False,
Rhode Island,1856,1190.7,1107.5,1413.6,1291.0,,-629.3,-712.5,-406.4,-529.0,,False,True,True,
South Carolina,5124,6700.4,2712.9,5973.3,4062.0,,1576.4,-2411.1,849.3,-1062.0,,False,True,True,
South Dakota,1446,303.9,542.1,382.3,343.0,,-1142.1,-903.9,-1063.7,-1103.0,,True,True,True,
Tennessee,6443,5156.3,2545.3,6620.8,3746.0,,-1286.7,-3897.7,177.8,-2697.0,,False,True,False,
Texas,27075,34966.9,17113.0,31477.4,35038.0,23322.0,8235.9,-9618.0,4746.4,8307.0,-3409.0,False,True,False,True
Utah,1212,777.9,764.4,1799.8,870.0,,-434.1,-447.6,587.8,-342.0,,False,False,True,
Vermont,121,58.0,66.2,63.3,60.0,,-63.0,-54.8,-57.7,-61.0,,True,True,True,
