,total_deaths_2020-12-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IBF-TimeSeries,285550,334227.0,337631,51928.0,52081,-153.0,-0.3%
UCSD_NEU-DeepGLEAM,285550,334843.6,337631,52544.6,52081,463.6,0.9%
Karlen-pypm,285550,333602.0,337631,51303.0,52081,-778.0,-1.5%
SteveMcConnell-CovidComplete,285550,333583.0,337631,51284.0,52081,-797.0,-1.5%
RPI_UW-Mob_Collision,285550,333338.8,337631,51039.8,52081,-1041.2,-2.0%
MOBS-GLEAM_COVID,285550,333085.3,337631,50786.3,52081,-1294.7,-2.5%
LANL-GrowthRate,285550,332822.5,337631,50523.5,52081,-1557.5,-3.0%
UT-Mobility,285550,332771.0,337631,50472.0,52081,-1609.0,-3.1%
LNQ-ens1,285550,336092.0,337631,53793.0,52081,1712.0,3.3%
JCB-PRM,285550,332472.2,337631,50173.2,52081,-1907.8,-3.7%
Microsoft-DeepSTIA,285550,332115.0,337631,49816.0,52081,-2265.0,-4.3%
epiforecasts-ensemble1,285550,332110.0,337631,49811.0,52081,-2270.0,-4.4%
UMass-MechBayes,285550,332056.0,337631,49757.0,52081,-2324.0,-4.5%
MSRA-DeepST,285550,331488.4,337631,49189.4,52081,-2891.6,-5.6%
IHME-CurveFit,285550,331295.1,337631,48996.1,52081,-3084.9,-5.9%
GT-DeepCOVID,285550,330273.2,337631,47974.2,52081,-4106.8,-7.9%
OliverWyman-Navigator,285550,330117.3,337631,47818.3,52081,-4262.7,-8.2%
BPagano-RtDriven,285550,338831.5,337631,56532.5,52081,4451.5,8.5%
JHU_CSSE-DECOM,285550,329644.0,337631,47345.0,52081,-4736.0,-9.1%
QJHong-Encounter,285550,329131.2,337631,46832.2,52081,-5248.8,-10.1%
COVIDhub-ensemble,285550,329066.0,337631,46767.0,52081,-5314.0,-10.2%
UCLA-SuEIR,285550,329000.2,337631,46701.2,52081,-5379.8,-10.3%
Columbia_UNC-SurvCon,285550,328704.0,337631,46405.0,52081,-5676.0,-10.9%
MIT_CritData-GBCF,285550,328125.0,337631,45826.0,52081,-6255.0,-12.0%
UCM_MESALab-FoGSEIR,285550,340762.0,337631,58463.0,52081,6382.0,12.3%
USC-SI_kJalpha,285550,327924.0,337631,45625.0,52081,-6456.0,-12.4%
JHUAPL-Bucky,285550,327803.9,337631,45504.9,52081,-6576.1,-12.6%
IowaStateLW-STEM,285550,327398.0,337631,45099.0,52081,-6982.0,-13.4%
Caltech-CS156,285550,327391.8,337631,45092.8,52081,-6988.2,-13.4%
CEID-Walk,285550,326836.1,337631,44537.1,52081,-7543.9,-14.5%
COVIDhub-baseline,285550,326607.1,337631,44308.1,52081,-7772.9,-14.9%
Baseline,285550,326373.3,337631,44074.3,52081,-8006.7,-15.4%
PSI-DRAFT,285550,325628.5,337631,43329.5,52081,-8751.5,-16.8%
TTU-squider,285550,325302.3,337631,43003.3,52081,-9077.7,-17.4%
UMich-RidgeTfReg,285550,325249.8,337631,42950.8,52081,-9130.2,-17.5%
UA-EpiCovDA,285550,324085.0,337631,41786.0,52081,-10295.0,-19.8%
DDS-NBDS,285550,323907.2,337631,41608.2,52081,-10472.8,-20.1%
CovidAnalytics-DELPHI,285550,323651.0,337631,41352.0,52081,-10729.0,-20.6%
CU-select,285550,321621.0,337631,39322.0,52081,-12759.0,-24.5%
Covid19Sim-Simulator,285550,317547.9,337631,35248.9,52081,-16832.1,-32.3%
JHU_IDD-CovidSP,285550,316183.7,337631,33884.7,52081,-18196.3,-34.9%
NotreDame-mobility,285550,315636.4,337631,33337.4,52081,-18743.6,-36.0%
RobertWalraven-ESG,285550,362015.1,337631,79716.1,52081,27635.1,53.1%
WalmartLabsML-LogForecasting,285550,296471.8,337631,14172.8,52081,-37908.2,-72.8%
CMU-TimeSeries,285550,,337631,,52081,,
Google_Harvard-CPF,285550,,337631,,52081,,
NotreDame-FRED,285550,,337631,,52081,,
UCSB-ACTS,285550,,337631,,52081,,
Wadhwani_AI-BayesOpt,285550,,337631,,52081,,
