,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,602.2,268.2,963.9,9.2,78.4,600.1,5294.4
BPagano-RtDriven,51,694.6,390.6,818.1,17.3,208.8,794.6,3488.1
USC-SI_kJalpha,51,723.7,447.0,912.9,18.0,175.5,870.5,4246.0
JHUAPL-Bucky,51,736.5,401.5,1000.5,11.6,131.3,883.1,4848.2
JCB-PRM,51,786.8,372.4,1098.2,10.8,145.5,772.7,5238.9
COVIDhub-baseline,51,1024.4,573.2,1221.7,15.8,267.6,1252.4,5490.9
Baseline,51,1046.2,567.1,1226.1,50.3,271.4,1201.7,5445.6
IowaStateLW-STEM,49,1063.2,631.0,1295.2,34.7,250.0,1242.5,5271.0
UCLA-SuEIR,51,1224.4,687.1,1333.3,37.8,337.3,1500.5,5451.8
CovidAnalytics-DELPHI,51,1244.6,660.0,1579.8,3.0,278.5,1257.0,5869.0
WalmartLabsML-LogForecasting,51,1564.8,999.1,1596.2,32.1,577.9,2018.9,6357.7
Columbia_UNC-SurvCon,51,1814.4,768.0,2450.7,36.0,161.0,2261.0,9819.0
