,total_deaths_2020-11-08,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Covid19Sim-Simulator,239429,328422.1,337631,90643.1,98202,-7558.9,-7.7%
Columbia_UNC-SurvCon,239429,359151.0,337631,121372.0,98202,23170.0,23.6%
BPagano-RtDriven,239429,311499.9,337631,73720.9,98202,-24481.1,-24.9%
QJHong-Encounter,239429,309559.5,337631,71780.5,98202,-26421.5,-26.9%
JHUAPL-Bucky,239429,303549.0,337631,65770.0,98202,-32432.0,-33.0%
USC-SI_kJalpha,239429,301799.5,337631,64020.5,98202,-34181.5,-34.8%
JCB-PRM,239429,299359.2,337631,61580.2,98202,-36621.8,-37.3%
IBF-TimeSeries,239429,298909.0,337631,61130.0,98202,-37072.0,-37.8%
CovidAnalytics-DELPHI,239429,290940.0,337631,53161.0,98202,-45041.0,-45.9%
UCLA-SuEIR,239429,286698.3,337631,48919.3,98202,-49282.7,-50.2%
Baseline,239429,282782.4,337631,45003.4,98202,-53198.6,-54.2%
COVIDhub-baseline,239429,282691.4,337631,44912.4,98202,-53289.6,-54.3%
IowaStateLW-STEM,239429,279546.0,337631,41767.0,98202,-56435.0,-57.5%
WalmartLabsML-LogForecasting,239429,260065.8,337631,22286.8,98202,-75915.2,-77.3%
