,total_deaths_2020-12-13,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USC-SI_kJalpha,303457,333780.0,337631,34612.0,34174,438.0,1.3%
UChicagoCHATTOPADHYAY-UnIT,303457,333788.7,337631,34620.7,34174,446.7,1.3%
UMass-MechBayes,303457,333931.0,337631,34763.0,34174,589.0,1.7%
QJHong-Encounter,303457,332747.9,337631,33579.9,34174,-594.1,-1.7%
MOBS-GLEAM_COVID,303457,334061.1,337631,34893.1,34174,719.1,2.1%
Karlen-pypm,303457,334332.4,337631,35164.4,34174,990.4,2.9%
UA-EpiCovDA,303457,332300.0,337631,33132.0,34174,-1042.0,-3.0%
GT-DeepCOVID,303457,332047.2,337631,32879.2,34174,-1294.8,-3.8%
CU-select,303457,334674.0,337631,35506.0,34174,1332.0,3.9%
COVIDhub-ensemble,303457,334686.0,337631,35518.0,34174,1344.0,3.9%
SteveMcConnell-CovidComplete,303457,334697.0,337631,35529.0,34174,1355.0,4.0%
RobertWalraven-ESG,303457,334884.7,337631,35716.7,34174,1542.7,4.5%
UT-Mobility,303457,334979.0,337631,35811.0,34174,1637.0,4.8%
Caltech-CS156,303457,331638.9,337631,32470.9,34174,-1703.1,-5.0%
OliverWyman-Navigator,303457,335100.6,337631,35932.6,34174,1758.6,5.1%
JCB-PRM,303457,335178.0,337631,36010.0,34174,1836.0,5.4%
UCSD_NEU-DeepGLEAM,303457,335412.9,337631,36244.9,34174,2070.9,6.1%
COVIDhub-baseline,303457,331082.3,337631,31914.3,34174,-2259.7,-6.6%
CEID-Walk,303457,331057.7,337631,31889.7,34174,-2284.3,-6.7%
MIT_CritData-GBCF,303457,335652.0,337631,36484.0,34174,2310.0,6.8%
Columbia_UNC-SurvCon,303457,336246.0,337631,37078.0,34174,2904.0,8.5%
Baseline,303457,330407.0,337631,31239.0,34174,-2935.0,-8.6%
RPI_UW-Mob_Collision,303457,330218.0,337631,31050.0,34174,-3124.0,-9.1%
LANL-GrowthRate,303457,336830.5,337631,37662.5,34174,3488.5,10.2%
JHU_CSSE-DECOM,303457,337043.0,337631,37875.0,34174,3701.0,10.8%
UCLA-SuEIR,303457,329377.4,337631,30209.4,34174,-3964.6,-11.6%
TTU-squider,303457,337359.9,337631,38191.9,34174,4017.9,11.8%
UMich-RidgeTfReg,303457,337385.0,337631,38217.0,34174,4043.0,11.8%
Microsoft-DeepSTIA,303457,337978.6,337631,38810.6,34174,4636.6,13.6%
JHUAPL-Bucky,303457,328657.7,337631,29489.7,34174,-4684.3,-13.7%
CovidAnalytics-DELPHI,303457,338219.0,337631,39051.0,34174,4877.0,14.3%
epiforecasts-ensemble1,303457,328443.9,337631,29275.9,34174,-4898.1,-14.3%
IowaStateLW-STEM,303457,338591.0,337631,39423.0,34174,5249.0,15.4%
IBF-TimeSeries,303457,340330.0,337631,41162.0,34174,6988.0,20.4%
LNQ-ens1,303457,340348.8,337631,41180.8,34174,7006.8,20.5%
BPagano-RtDriven,303457,341003.1,337631,41835.1,34174,7661.1,22.4%
PSI-DRAFT,303457,341172.0,337631,42004.0,34174,7830.0,22.9%
DDS-NBDS,303457,343681.7,337631,44513.7,34174,10339.7,30.3%
JHU_IDD-CovidSP,303457,320933.2,337631,21765.2,34174,-12408.8,-36.3%
IHME-CurveFit,303457,320118.0,337631,20950.0,34174,-13224.0,-38.7%
UCM_MESALab-FoGSEIR,303457,347929.0,337631,48761.0,34174,14587.0,42.7%
Covid19Sim-Simulator,303457,317297.2,337631,18129.2,34174,-16044.8,-47.0%
NotreDame-mobility,303457,317075.0,337631,17907.0,34174,-16267.0,-47.6%
WalmartLabsML-LogForecasting,303457,309705.2,337631,10537.2,34174,-23636.8,-69.2%
CMU-TimeSeries,303457,,337631,,34174,,
Google_Harvard-CPF,303457,,337631,,34174,,
NotreDame-FRED,303457,,337631,,34174,,
UCSB-ACTS,303457,,337631,,34174,,
Wadhwani_AI-BayesOpt,303457,,337631,,34174,,
