,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4685,4673.7,3535.6,3427.8,3478.0,,-11.3,-1149.4,-1257.2,-1207.0,,False,False,False,
Alaska,200,121.3,130.0,37.4,,,-78.7,-70.0,-162.6,,,True,False,,
Arizona,8424,9396.0,6529.3,8275.7,7936.0,,972.0,-1894.7,-148.3,-488.0,,False,True,True,
Arkansas,3441,2419.1,1781.7,2905.5,2152.0,,-1021.9,-1659.3,-535.5,-1289.0,,False,True,False,
California,24218,26153.0,21598.7,50511.4,22520.0,,1935.0,-2619.3,26293.4,-1698.0,,False,False,True,
Colorado,4592,2346.6,2199.3,2997.7,2345.0,,-2245.4,-2392.7,-1594.3,-2247.0,,False,True,False,
Connecticut,5791,4549.3,4579.9,4783.2,4606.0,,-1241.7,-1211.1,-1007.8,-1185.0,,True,True,True,
Delaware,895,671.4,661.9,763.5,682.0,,-223.6,-233.1,-131.5,-213.0,,False,True,True,
District of Columbia,762,639.7,652.3,1090.1,659.0,,-122.3,-109.7,328.1,-103.0,,True,False,True,
Florida,21135,24503.6,15137.3,26096.6,20192.0,,3368.6,-5997.7,4961.6,-943.0,,False,False,True,
Georgia,10685,13560.6,9276.7,13449.2,8798.0,,2875.6,-1408.3,2764.2,-1887.0,,True,True,True,
Hawaii,285,332.7,692.8,64.9,,,47.7,407.8,-220.1,,,False,False,,
Idaho,1354,1235.6,779.3,1618.2,969.0,,-118.4,-574.7,264.2,-385.0,,False,False,False,
Illinois,17224,10571.1,10547.2,17111.8,9567.0,,-6652.9,-6676.8,-112.2,-7657.0,,False,True,False,
Indiana,7801,4487.9,4582.4,7828.2,4506.0,,-3313.1,-3218.6,27.2,-3295.0,,True,True,True,
Iowa,3743,2394.1,4476.3,3470.9,2305.0,,-1348.9,733.3,-272.1,-1438.0,,True,True,False,
Kansas,2503,836.7,1114.3,1779.2,736.0,,-1666.3,-1388.7,-723.8,-1767.0,,True,True,False,
Kentucky,2534,1889.9,1961.5,4182.3,1420.0,,-644.1,-572.5,1648.3,-1114.0,,True,False,False,
Louisiana,7272,8049.6,5751.2,8760.0,8028.0,,777.6,-1520.8,1488.0,756.0,,False,False,True,
Maine,319,148.9,203.4,238.1,293.0,,-170.1,-115.6,-80.9,-26.0,,True,True,True,
Maryland,5680,4780.3,4205.7,5238.2,4064.0,,-899.7,-1474.3,-441.8,-1616.0,,False,True,False,
Massachusetts,12010,11206.7,9981.0,13592.8,10390.0,,-803.3,-2029.0,1582.8,-1620.0,,False,False,False,
Michigan,12690,8248.3,7924.2,12470.6,7991.0,,-4441.7,-4765.8,-219.4,-4699.0,,False,True,False,
Minnesota,5166,2741.6,3098.2,5756.7,2704.0,,-2424.4,-2067.8,590.7,-2462.0,,True,True,False,
Mississippi,4565,5829.3,3914.9,4738.1,5244.0,,1264.3,-650.1,173.1,679.0,,True,True,True,
Missouri,5470,2881.6,2976.6,5854.3,2314.0,,-2588.4,-2493.4,384.3,-3156.0,,True,True,False,
Montana,919,340.0,319.6,106.6,306.0,,-579.0,-599.4,-812.4,-613.0,,False,False,False,
Nebraska,1559,628.0,760.8,1575.7,637.0,,-931.0,-798.2,16.7,-922.0,,True,True,True,
Nevada,2942,3072.0,2113.3,4230.9,2586.0,,130.0,-828.7,1288.9,-356.0,,False,False,False,
New Hampshire,701,482.6,458.9,622.8,561.0,,-218.4,-242.1,-78.2,-140.0,,False,True,True,
New Jersey,18613,15785.3,16122.3,16611.7,16355.0,,-2827.7,-2490.7,-2001.3,-2258.0,,True,True,True,
New Mexico,2316,1191.4,1051.4,2415.2,1201.0,,-1124.6,-1264.6,99.2,-1115.0,,False,True,True,
New York,37286,34097.3,33248.7,35070.9,33585.0,,-3230.7,-4079.3,-2257.1,-3743.0,,False,True,False,
North Carolina,6526,5406.0,5296.1,9732.6,5386.0,,-1120.0,-1229.9,3206.6,-1140.0,,False,False,False,
North Dakota,1264,243.1,638.2,604.3,306.0,,-1020.9,-625.8,-659.7,-958.0,,True,True,True,
Ohio,8476,6674.4,6134.7,10665.1,6296.0,,-1801.6,-2341.3,2189.1,-2180.0,,False,False,False,
Oklahoma,2357,2029.6,1808.0,3608.3,1932.0,,-327.4,-549.0,1251.3,-425.0,,False,False,False,
Oregon,1422,1149.1,844.6,2789.3,727.0,,-272.9,-577.4,1367.3,-695.0,,False,False,False,
Pennsylvania,14858,9360.6,9113.7,17557.0,8314.0,,-5497.4,-5744.3,2699.0,-6544.0,,False,True,False,
Rhode Island,1704,1315.7,1130.9,1719.6,1224.0,,-388.3,-573.1,15.6,-480.0,,False,True,False,
South Carolina,5124,6164.7,4799.2,6155.2,4452.0,,1040.7,-324.8,1031.2,-672.0,,True,True,True,
South Dakota,1446,268.1,758.1,411.2,344.0,,-1177.9,-687.9,-1034.8,-1102.0,,True,True,True,
Tennessee,6443,4781.3,3547.5,6596.5,3943.0,,-1661.7,-2895.5,153.5,-2500.0,,False,True,False,
Texas,26916,29321.0,22148.8,29733.8,29692.0,23995.0,2536.0,-4636.2,2948.8,2907.0,-2790.0,False,False,False,False
Utah,1212,777.9,906.6,1756.1,813.0,,-434.1,-305.4,544.1,-399.0,,True,False,True,
Vermont,121,58.0,64.2,61.4,66.0,,-63.0,-56.8,-59.6,-55.0,,True,True,True,
Virginia,4840,4288.4,3834.9,3506.5,3384.0,,-551.6,-1005.1,-1333.5,-1456.0,,False,False,False,
Washington,3184,2613.0,2247.7,6283.7,2523.0,,-572.0,-937.3,3098.7,-662.0,,False,False,False,
West Virginia,1253,804.0,573.7,526.6,421.0,,-449.0,-679.3,-726.4,-832.0,,False,False,False,
Wisconsin,5029,1813.1,2151.3,3845.3,1818.0,,-3155.9,-2817.7,-1123.7,-3151.0,,True,True,True,
Wyoming,373,37.0,76.4,34.0,52.0,,-336.0,-296.6,-339.0,-321.0,,True,False,True,
US,331909,288692.9,229053.6,373262.5,264474.0,269137.0,-43068.1,-102707.4,41501.5,-67287.0,-62624.0,False,True,False,False
