,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4685,4083.7,5278.7,6007.3,3436.0,,-601.3,593.7,1322.3,-1249.0,,True,False,False,
Alaska,200,121.3,143.8,67.9,,,-78.7,-56.2,-132.1,,,True,False,,
Arizona,8424,8249.7,6781.6,8294.1,8149.0,,-174.3,-1642.4,-129.9,-275.0,,False,True,False,
Arkansas,3441,2638.3,2465.0,3117.2,2147.0,,-802.7,-976.0,-323.8,-1294.0,,False,True,False,
California,24218,26321.6,18293.8,46331.0,23156.0,,2103.6,-5924.2,22113.0,-1062.0,,False,False,True,
Colorado,4592,2447.7,2250.0,3921.9,2347.0,,-2144.3,-2342.0,-670.1,-2245.0,,False,True,False,
Connecticut,5791,4515.6,4563.8,4949.8,4628.0,,-1275.4,-1227.2,-841.2,-1163.0,,True,True,True,
Delaware,895,688.3,699.3,1169.4,673.0,,-206.7,-195.7,274.4,-222.0,,True,False,False,
District of Columbia,762,690.3,646.1,1010.2,653.0,,-71.7,-115.9,248.2,-109.0,,False,False,False,
Florida,21135,23424.7,16432.5,25710.1,19356.0,,2289.7,-4702.5,4575.1,-1779.0,,False,False,True,
Georgia,10685,12903.1,9325.1,13569.9,8874.0,,2218.1,-1359.9,2884.9,-1811.0,,True,False,True,
Hawaii,285,433.9,398.2,249.5,,,148.9,113.2,-35.5,,,True,True,,
Idaho,1354,797.3,684.0,1575.7,868.0,,-556.7,-670.0,221.7,-486.0,,False,True,True,
Illinois,17224,10958.9,10818.6,17577.1,9638.0,,-6265.1,-6405.4,353.1,-7586.0,,False,True,False,
Indiana,7801,4521.6,4385.5,7340.2,4469.0,,-3279.4,-3415.5,-460.8,-3332.0,,False,True,False,
Iowa,3743,2023.3,3058.7,3693.7,2296.0,,-1719.7,-684.3,-49.3,-1447.0,,True,True,True,
Kansas,2503,988.4,1199.5,2287.8,752.0,,-1514.6,-1303.5,-215.2,-1751.0,,True,True,False,
Kentucky,2534,2058.4,2247.2,4344.7,1451.0,,-475.6,-286.8,1810.7,-1083.0,,True,False,False,
Louisiana,7272,7661.9,5997.7,8741.8,6926.0,,389.9,-1274.3,1469.8,-346.0,,False,False,True,
Maine,319,165.7,163.0,308.9,221.0,,-153.3,-156.0,-10.1,-98.0,,False,True,True,
Maryland,5680,4544.3,4659.9,7732.7,4179.0,,-1135.7,-1020.1,2052.7,-1501.0,,True,False,False,
Massachusetts,12010,10330.1,13232.2,13989.7,9558.0,,-1679.9,1222.2,1979.7,-2452.0,,True,False,False,
Michigan,12690,7725.7,7748.7,12574.1,7970.0,,-4964.3,-4941.3,-115.9,-4720.0,,True,True,True,
Minnesota,5166,2606.7,2868.2,5974.5,2556.0,,-2559.3,-2297.8,808.5,-2610.0,,True,True,False,
Mississippi,4565,4851.6,3984.6,4202.3,4859.0,,286.6,-580.4,-362.7,294.0,,False,False,False,
Missouri,5470,4095.3,3958.3,5689.3,2502.0,,-1374.7,-1511.7,219.3,-2968.0,,False,True,False,
Montana,919,323.1,403.9,299.9,424.0,,-595.9,-515.1,-619.1,-495.0,,True,False,True,
Nebraska,1559,594.3,755.1,1441.9,652.0,,-964.7,-803.9,-117.1,-907.0,,True,True,True,
Nevada,2942,2768.6,2019.7,4235.6,2260.0,,-173.4,-922.3,1293.6,-682.0,,False,False,False,
New Hampshire,701,448.9,476.9,742.7,471.0,,-252.1,-224.1,41.7,-230.0,,True,True,True,
New Jersey,18613,16813.6,16219.6,17440.1,16494.0,,-1799.4,-2393.4,-1172.9,-2119.0,,False,True,False,
New Mexico,2316,1326.3,1135.4,2459.5,1193.0,,-989.7,-1180.6,143.5,-1123.0,,False,True,False,
New York,37286,34223.9,33579.8,39968.1,33498.0,,-3062.1,-3706.2,2682.1,-3788.0,,False,True,False,
