,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,61.6,39.4,61.5,0.0,11.9,98.8,260.5
UCLA-SuEIR,51,76.8,16.0,105.5,0.0,6.8,103.5,384.5
UT-Mobility,51,77.7,35.6,103.5,0.0,11.6,98.6,449.0
COVIDhub-ensemble,51,82.2,34.8,104.7,0.0,10.5,124.1,437.5
LANL-GrowthRate,51,82.8,29.2,113.9,0.0,9.6,103.8,504.9
MOBS-GLEAM_COVID,50,94.6,39.5,109.8,0.5,9.4,153.2,457.4
UMass-MechBayes,51,96.2,47.0,119.7,0.0,8.0,152.5,444.0
CovidAnalytics-DELPHI,51,97.3,33.0,138.7,0.0,7.5,124.0,627.0
Baseline,51,108.8,42.4,147.4,0.0,11.5,136.8,719.1
COVIDhub-baseline,51,118.7,44.0,177.4,0.2,15.0,138.8,1040.0
PSI-DRAFT,51,119.8,37.0,255.8,0.0,9.5,100.5,1459.5
IHME-CurveFit,51,128.3,40.1,198.4,0.5,11.3,174.4,1108.2
SWC-TerminusCM,48,129.9,61.0,215.3,0.0,14.5,165.5,1315.0
IowaStateLW-STEM,49,133.8,57.0,225.1,1.0,19.5,154.0,1376.0
CovidActNow-SEIR_CAN,51,148.6,88.2,201.0,1.3,30.9,174.3,1149.8
Covid19Sim-Simulator,51,161.2,82.5,217.2,0.0,10.0,184.7,830.0
UA-EpiCovDA,51,197.8,98.0,227.5,2.0,13.0,347.0,1035.0
CU-select,50,208.3,58.0,397.1,0.0,23.0,182.0,2302.0
USACE-ERDC_SEIR,51,216.7,47.0,404.1,0.6,9.8,237.6,2163.8
JHU_IDD-CovidSP,51,249.5,157.9,295.6,1.2,56.2,294.1,1508.9
Auquan-SEIR,51,365.7,126.0,726.9,5.0,44.0,441.0,4806.0
