,count,mean,median,std,min,25%,75%,max
UCLA-SuEIR,51.0,63980.8,5209.2,171641.3,0.0,204.5,22013.4,958207.9
LANL-GrowthRate,51.0,90400.1,2974.7,259137.6,1.1,300.7,22568.3,1626216.7
IowaStateLW-STEM,51.0,109669.6,7225.0,397138.9,4.5,577.0,48640.5,2729104.0
IHME-CurveFit,51.0,189628.8,4688.4,572516.0,4.0,894.0,113256.2,3623715.8
YYG-ParamSearch,51.0,218766.0,6525.1,572914.3,0.1,705.2,148096.4,3464335.1
Baseline_0.98,51.0,251518.6,4217.4,1221741.0,0.0,174.0,20453.4,8564337.3
USACE-ERDC_SEIR,51.0,290583.1,8043.2,792829.4,0.3,393.2,108359.6,3941744.0
MIT_CovidAnalytics-DELPHI,51.0,381806.5,10000.0,1414795.5,1.0,814.5,76464.5,9560464.0
PSI-DRAFT,51.0,754452.9,24025.0,2423563.2,0.0,676.0,174058.0,13793796.0
Baseline,51.0,871161.0,3397.2,3681838.9,0.0,306.9,89638.2,25077202.4
