,total_deaths_2020-05-24,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
GT-DeepCOVID,101292,118940.5,122457,21220.5,21165,55.5,0.3%
UCLA-SuEIR,101292,119280.2,122457,21560.2,21165,395.2,1.9%
UMass-MechBayes,101292,119372.0,122457,21652.0,21165,487.0,2.3%
MOBS-GLEAM_COVID,101292,119757.9,122457,22037.9,21165,872.9,4.1%
IowaStateLW-STEM,101292,119943.0,122457,22223.0,21165,1058.0,5.0%
CovidAnalytics-DELPHI,101292,120214.0,122457,22494.0,21165,1329.0,6.3%
LANL-GrowthRate,101292,121033.5,122457,23313.5,21165,2148.5,10.2%
PSI-DRAFT,101292,121059.0,122457,23339.0,21165,2174.0,10.3%
COVIDhub-ensemble,101292,123247.2,122457,25527.2,21165,4362.2,20.6%
UT-Mobility,101292,123781.5,122457,26061.5,21165,4896.5,23.1%
CU-select,101292,124781.0,122457,27061.0,21165,5896.0,27.9%
USACE-ERDC_SEIR,101292,112867.8,122457,15147.8,21165,-6017.2,-28.4%
YYG-ParamSearch,101292,125936.4,122457,28216.4,21165,7051.4,33.3%
Covid19Sim-Simulator,101292,111300.6,122457,13580.6,21165,-7584.4,-35.8%
UA-EpiCovDA,101292,129090.0,122457,31370.0,21165,10205.0,48.2%
Baseline,101292,129186.6,122457,31466.6,21165,10301.6,48.7%
COVIDhub-baseline,101292,130417.8,122457,32697.8,21165,11532.8,54.5%
JHU_IDD-CovidSP,101292,141013.9,122457,43293.9,21165,22128.9,104.6%
Auquan-SEIR,101292,,122457,,21165,,
NotreDame-FRED,101292,,122457,,21165,,
SWC-TerminusCM,101292,,122457,,21165,,
