,count,mean,median,std,min,25%,75%,max
UCLA-SuEIR,51.0,132.7,73.7,200.9,0.2,15.2,140.1,978.9
LANL-GrowthRate,51.0,145.2,65.5,200.9,1.0,17.8,150.2,811.2
IowaStateLW-STEM,51.0,170.2,90.0,214.2,2.7,24.0,230.5,901.0
Baseline_0.98,51.0,185.0,64.1,366.4,0.0,13.2,142.5,2046.3
IHME-CurveFit,51.0,220.9,68.5,355.4,2.0,29.9,243.7,1903.6
YYG-ParamSearch,51.0,244.6,73.8,375.8,0.2,26.5,294.9,1861.3
USACE-ERDC_SEIR,51.0,311.1,101.6,525.6,0.5,19.8,328.4,2644.7
MIT_CovidAnalytics-DELPHI,51.0,322.8,113.0,560.7,1.0,30.0,276.5,3092.0
Auquan-SEIR,51.0,344.7,124.0,646.4,2.0,23.5,349.5,3812.0
Baseline,51.0,359.4,58.3,738.3,0.0,17.1,299.3,3803.1
PSI-DRAFT,51.0,451.7,155.0,830.2,0.0,26.0,417.0,4465.0
