,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,6119,5120.7,3745.6,4564.9,3690.0,,-998.3,-2373.4,-1554.1,-2429.0,,False,False,False,
Alaska,229,136.3,147.3,37.4,,,-92.7,-81.7,-191.6,,,True,False,,
Arizona,11248,10173.0,6603.3,9966.8,8312.0,,-1075.0,-4644.7,-1281.2,-2936.0,,False,False,False,
Arkansas,4293,2710.1,1897.8,3216.4,2401.0,,-1582.9,-2395.2,-1076.6,-1892.0,,False,True,False,
California,33408,28505.0,22254.1,63871.4,23821.0,,-4903.0,-11153.9,30463.4,-9587.0,,False,False,False,
Colorado,5363,2418.6,2224.5,4432.3,2399.0,,-2944.4,-3138.5,-930.7,-2964.0,,False,True,False,
Connecticut,6594,4564.3,4586.4,5088.3,4610.0,,-2029.7,-2007.6,-1505.7,-1984.0,,True,True,True,
Delaware,1188,683.4,667.4,895.0,691.0,,-493.6,-509.6,-282.0,-486.0,,False,True,True,
District of Columbia,847,645.7,656.0,1184.3,668.0,,-201.3,-191.0,337.3,-179.0,,True,False,True,
Florida,24004,26885.6,15363.1,27621.9,21499.0,,2881.6,-8640.9,3617.9,-2505.0,,False,False,True,
Georgia,12291,14976.6,9591.1,14718.4,9224.0,,2685.6,-2699.9,2427.4,-3067.0,,False,True,False,
Hawaii,319,380.7,908.5,68.5,,,61.7,589.5,-250.5,,,False,False,,
Idaho,1605,1391.6,815.5,1813.6,1067.0,,-213.4,-789.5,208.6,-538.0,,False,True,False,
Illinois,20020,10988.1,10811.9,18395.9,9754.0,,-9031.9,-9208.1,-1624.1,-10266.0,,False,True,False,
Indiana,10534,4700.9,4752.1,8551.9,4718.0,,-5874.1,-5822.9,-2023.1,-5857.0,,True,True,True,
Iowa,4321,2622.1,5348.7,3929.2,2510.0,,-1698.9,1027.7,-391.8,-1811.0,,True,True,False,
Kansas,3489,905.7,1230.7,2520.3,779.0,,-2583.3,-2258.3,-968.7,-2710.0,,True,True,False,
Kentucky,3093,2060.9,2104.3,4619.9,1494.0,,-1032.1,-988.7,1526.9,-1599.0,,True,False,False,
Louisiana,8080,8604.6,5779.0,9461.7,8579.0,,524.6,-2301.0,1381.7,499.0,,False,False,True,
Maine,507,151.9,216.0,358.4,323.0,,-355.1,-291.0,-148.6,-184.0,,True,True,True,
Maryland,6541,4963.3,4240.3,6885.0,4102.0,,-1577.7,-2300.7,344.0,-2439.0,,False,True,False,
Massachusetts,13583,11590.7,10013.1,14211.9,10536.0,,-1992.3,-3569.9,628.9,-3047.0,,False,True,False,
Michigan,14669,8515.3,8062.7,13307.7,8190.0,,-6153.7,-6606.3,-1361.3,-6479.0,,False,True,False,
Minnesota,5955,2897.6,3334.4,6215.9,2855.0,,-3057.4,-2620.6,260.9,-3100.0,,True,True,False,
Mississippi,5481,6432.3,3997.7,5141.5,5736.0,,951.3,-1483.3,-339.5,255.0,,False,True,True,
Missouri,6523,3121.6,3216.3,6551.9,2437.0,,-3378.4,-3283.7,51.9,-4063.0,,True,True,False,
Montana,1088,382.0,358.5,106.6,343.0,,-706.0,-729.5,-981.4,-745.0,,False,False,False,
Nebraska,1837,670.0,832.4,1952.0,680.0,,-1167.0,-1004.6,115.0,-1157.0,,True,True,True,
Nevada,3761,3387.0,2191.3,5385.0,2761.0,,-374.0,-1569.7,1624.0,-1000.0,,False,False,False,
New Hampshire,927,491.6,461.1,899.4,582.0,,-435.4,-465.9,-27.6,-345.0,,False,True,True,
New Jersey,20414,15758.3,16125.2,17196.8,16382.0,,-4655.7,-4288.8,-3217.2,-4032.0,,True,True,True,
New Mexico,2910,1266.4,1084.1,2989.6,1272.0,,-1643.6,-1825.9,79.6,-1638.0,,False,True,True,
New York,40806,34301.3,33249.6,37541.6,33628.0,,-6546.7,-7598.4,-3306.4,-7220.0,,False,True,False,
North Carolina,8016,5889.0,5714.7,11987.5,5869.0,,-2127.0,-2301.3,3971.5,-2147.0,,False,False,False,
North Dakota,1403,261.1,794.7,653.3,335.0,,-1141.9,-608.3,-749.7,-1068.0,,True,True,True,
Ohio,15615,7127.4,6316.2,12778.7,6683.0,,-8771.6,-9582.8,-3120.3,-9216.0,,False,True,False,
Oklahoma,2952,2248.6,1953.5,3971.2,2131.0,,-703.4,-998.5,1019.2,-821.0,,False,False,False,
Oregon,1799,1272.1,900.2,3883.6,766.0,,-526.9,-898.8,2084.6,-1033.0,,False,False,False,
Pennsylvania,19143,9663.6,9276.8,19680.7,8416.0,,-9479.4,-9866.2,537.7,-10727.0,,False,True,False,
Rhode Island,2161,1363.7,1136.1,1832.5,1232.0,,-766.3,-993.9,-297.5,-898.0,,False,True,False,
South Carolina,6108,6779.7,5068.9,6897.7,4716.0,,671.7,-1039.1,789.7,-1392.0,,False,False,False,
South Dakota,1633,286.1,991.9,624.7,375.0,,-1346.9,-641.1,-1008.3,-1258.0,,True,True,True,
Tennessee,8355,5321.3,3763.8,7199.9,4312.0,,-3033.7,-4591.2,-1155.1,-4043.0,,False,True,False,
Texas,32428,32282.0,22825.8,33917.8,32628.0,25354.0,235.0,-9221.2,1870.8,581.0,-6693.0,False,False,False,False
Utah,1485,843.9,1001.2,2384.6,883.0,,-641.1,-483.8,899.6,-602.0,,True,False,True,
Vermont,163,58.0,64.6,65.9,67.0,,-105.0,-98.4,-97.1,-96.0,,True,True,True,
Virginia,5706,4594.4,4005.0,4944.7,3478.0,,-1111.6,-1701.0,-761.3,-2228.0,,False,True,False,
