,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,6119,3404.9,3442.2,3398.0,,-2714.1,-2676.8,-2721.0,,True,False,
Alaska,229,87.7,207.4,,,-141.3,-21.6,,,True,,
Arizona,11248,6939.1,7938.0,6625.5,,-4308.9,-3310.0,-4622.5,,True,False,
Arkansas,4293,3163.3,3885.5,3310.0,,-1129.7,-407.5,-983.0,,True,True,
California,33408,24184.7,22560.0,20616.0,,-9223.3,-10848.0,-12792.0,,False,False,
Colorado,5363,2469.1,2861.2,2405.0,,-2893.9,-2501.8,-2958.0,,True,False,
Connecticut,6594,4691.3,4840.0,4678.0,,-1902.7,-1754.0,-1916.0,,True,False,
Delaware,1016,823.3,866.7,708.0,,-192.7,-149.3,-308.0,,True,False,
District of Columbia,847,735.0,688.0,658.0,,-112.0,-159.0,-189.0,,False,False,
Florida,24004,24164.7,22564.8,19863.5,,160.7,-1439.2,-4140.5,,False,False,
Georgia,12291,10371.1,9714.4,9355.0,,-1919.9,-2576.6,-2936.0,,False,False,
Hawaii,319,512.6,248.6,,,193.6,-70.4,,,True,,
Idaho,1605,808.9,1098.6,786.0,,-796.1,-506.4,-819.0,,True,False,
Illinois,20020,11937.1,11050.2,10769.0,,-8082.9,-8969.8,-9251.0,,False,False,
Indiana,9287,5070.6,5581.1,4894.0,,-4216.4,-3705.9,-4393.0,,True,False,
Iowa,4321,2441.9,2490.6,2136.0,,-1879.1,-1830.4,-2185.0,,True,False,
Kansas,3489,1507.1,1472.2,1133.0,,-1973.9,-2008.8,-2348.0,,False,False,
Kentucky,3093,1981.6,2075.7,1923.0,,-1111.4,-1017.3,-1170.0,,True,False,
Louisiana,8080,7241.0,6531.8,6689.0,,-839.0,-1548.2,-1391.0,,False,False,
Maine,507,171.7,177.8,191.0,,-335.3,-329.2,-316.0,,True,True,
Maryland,6541,4299.7,4569.8,4276.0,,-2241.3,-1971.2,-2265.0,,True,False,
Massachusetts,13583,11084.9,16320.2,10259.0,,-2498.1,2737.2,-3324.0,,False,False,
Michigan,14669,8312.6,8370.9,7924.0,,-6356.4,-6298.1,-6745.0,,True,False,
Minnesota,5955,3217.6,3046.8,3079.0,,-2737.4,-2908.2,-2876.0,,False,False,
Mississippi,5481,4409.6,4417.6,4466.0,,-1071.4,-1063.4,-1015.0,,True,True,
Missouri,6493,4162.0,5107.9,3833.0,,-2344.0,-1398.1,-2673.0,,True,False,
Montana,1088,395.0,1403.7,418.0,,-693.0,315.7,-670.0,,True,True,
Nebraska,1837,961.6,1076.5,760.0,,-875.4,-760.5,-1077.0,,True,False,
Nevada,3761,2187.6,2858.2,1995.0,,-1573.4,-902.8,-1766.0,,True,False,
New Hampshire,927,502.4,500.6,503.0,,-424.6,-426.4,-424.0,,False,True,
New Jersey,20414,16581.7,17336.1,16514.5,,-3832.3,-3077.9,-3899.5,,True,False,
New Mexico,2910,1218.9,1921.7,1127.0,,-1691.1,-988.3,-1783.0,,True,False,
New York,40806,34304.4,42107.8,33660.0,,-6317.6,1485.8,-6962.0,,True,False,
North Carolina,8016,6501.4,6694.5,5899.0,,-1514.6,-1321.5,-2117.0,,True,False,
North Dakota,1403,912.9,1166.8,747.0,,-490.1,-236.2,-656.0,,True,False,
Ohio,10135,7658.7,6912.8,6092.5,,-2476.3,-3222.2,-4042.5,,False,False,
Oklahoma,2952,1719.6,2121.2,1860.0,,-1232.4,-830.8,-1092.0,,True,True,
Oregon,1799,1002.9,909.8,800.0,,-796.1,-889.2,-999.0,,False,False,
Pennsylvania,19143,9814.4,10773.6,9448.0,,-9328.6,-8369.4,-9695.0,,True,False,
Rhode Island,2005,1281.4,1530.8,1242.0,,-723.6,-474.2,-763.0,,True,False,
South Carolina,6108,5339.9,4634.7,4621.0,,-768.1,-1473.3,-1487.0,,False,False,
South Dakota,1633,693.7,880.8,462.0,,-939.3,-752.2,-1171.0,,True,False,
Tennessee,8355,5548.4,5017.0,4335.0,,-2806.6,-3338.0,-4020.0,,False,False,
Texas,32428,24862.9,27327.2,23836.0,31702.0,-7284.1,-4819.8,-8311.0,-445.0,True,False,True
Utah,1485,849.4,1105.7,658.0,,-635.6,-379.3,-827.0,,True,False,
Vermont,163,58.0,66.2,58.0,,-105.0,-96.8,-105.0,,True,False,
Virginia,5706,4948.9,5081.7,4267.0,,-754.1,-621.3,-1436.0,,True,False,
Washington,3903,2766.0,6152.7,2510.0,,-1152.0,2234.7,-1408.0,,False,False,
West Virginia,1761,735.4,726.6,729.0,,-1025.6,-1034.4,-1032.0,,False,False,
Wisconsin,5905,2803.3,3533.4,2301.0,,-3025.7,-2295.6,-3528.0,,True,False,
Wyoming,522,97.6,574.0,92.0,,-424.4,52.0,-430.0,,True,False,
US,395877,283486.7,304273.0,270818.0,273690.0,-111864.3,-91078.0,-124533.0,-121661.0,True,False,False
