,total_deaths_2020-12-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
PSI-DRAFT,282603,396745.5,395877,114446.5,113274,1172.5,1.0%
IHME-CurveFit,282603,392490.7,395877,110191.7,113274,-3082.3,-2.7%
LANL-GrowthRate,282603,391617.0,395877,109318.0,113274,-3956.0,-3.5%
JCB-PRM,282603,403991.2,395877,121692.2,113274,8418.2,7.4%
IBF-TimeSeries,282603,386033.0,395877,103734.0,113274,-9540.0,-8.4%
Covid19Sim-Simulator,282603,386007.1,395877,103708.1,113274,-9565.9,-8.4%
QJHong-Encounter,282603,385387.3,395877,103088.3,113274,-10185.7,-9.0%
JHUAPL-Bucky,282603,381232.6,395877,98933.6,113274,-14340.4,-12.7%
UCLA-SuEIR,282603,375071.7,395877,92772.7,113274,-20501.3,-18.1%
Columbia_UNC-SurvCon,282603,374642.0,395877,92343.0,113274,-20931.0,-18.5%
Baseline,282603,372651.3,395877,90352.3,113274,-22921.7,-20.2%
COVIDhub-baseline,282603,372012.7,395877,89713.7,113274,-23560.3,-20.8%
CovidAnalytics-DELPHI,282603,370785.0,395877,88486.0,113274,-24788.0,-21.9%
IowaStateLW-STEM,282603,370350.0,395877,88051.0,113274,-25223.0,-22.3%
JHU_IDD-CovidSP,282603,357722.9,395877,75423.9,113274,-37850.1,-33.4%
NotreDame-mobility,282603,344114.3,395877,61815.3,113274,-51458.7,-45.4%
WalmartLabsML-LogForecasting,282603,308638.9,395877,26339.9,113274,-86934.1,-76.7%
Wadhwani_AI-BayesOpt,282603,,395877,,113274,,
