,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,577.9,321.0,881.4,2.0,114.0,672.0,4938.5
Covid19Sim-Simulator,51,589.4,305.0,978.5,11.6,120.3,712.7,6597.8
JHUAPL-Bucky,51,595.7,193.2,845.1,2.8,86.8,820.1,3541.3
JCB-PRM,51,600.8,287.0,1024.9,4.6,118.6,544.9,6491.6
IHME-CurveFit,51,603.2,380.4,725.3,18.8,185.0,704.7,3516.2
UCLA-SuEIR,51,736.1,340.7,1354.4,1.4,149.2,700.6,8894.5
Baseline,51,756.5,353.0,1398.5,9.9,124.5,686.3,8918.0
COVIDhub-baseline,51,768.7,352.1,1398.0,12.0,146.6,746.7,9003.2
IowaStateLW-STEM,49,802.2,467.0,1394.7,13.0,128.5,804.0,8909.0
CovidAnalytics-DELPHI,51,827.6,450.0,1552.0,2.0,130.0,990.0,10644.0
JHU_IDD-CovidSP,51,867.0,459.7,1050.7,0.6,127.0,1148.6,5238.1
Wadhwani_AI-BayesOpt,45,980.3,472.1,1462.3,9.9,173.8,1083.1,8401.9
Columbia_UNC-SurvCon,51,1193.5,628.0,1394.7,26.0,220.0,1576.5,5768.0
NotreDame-mobility,51,1256.0,639.1,1995.8,34.3,217.1,1257.6,11877.3
PSI-DRAFT,51,1356.7,447.0,3011.4,7.0,125.5,1219.2,20317.0
WalmartLabsML-LogForecasting,51,1852.5,1140.7,2232.4,27.4,483.1,1965.1,11876.6
