,count,mean,median,std,min,25%,75%,max
Caltech-CS156,51,83510.7,6354.4,277741.9,28.6,1261.7,41897.4,1896013.9
LNQ-ens1,51,128699.0,16242.6,376476.1,0.1,3437.7,114257.2,2529475.6
Karlen-pypm,51,136617.2,12254.5,449942.6,14.4,2999.4,60094.3,3032125.7
UMass-MechBayes,51,172585.6,5184.0,497911.3,1.0,1160.0,47742.5,3179089.0
CMU-TimeSeries,51,173652.6,24649.0,445269.1,36.0,2010.5,156061.0,2862864.0
COVIDhub-ensemble,51,174198.5,6400.0,576507.2,4.0,1344.5,59540.0,3378244.0
Google_Harvard-CPF,51,179062.3,17618.7,400042.0,0.2,2426.2,144485.2,2446771.1
OliverWyman-Navigator,51,187074.6,13000.9,547542.2,6.3,1358.4,95607.8,3660255.3
USC-SI_kJalpha,51,205868.4,5776.0,619118.8,25.0,506.5,42050.0,2808976.0
GT-DeepCOVID,50,209794.3,11620.3,682048.4,27.1,2488.8,64338.5,4468208.4
SteveMcConnell-CovidComplete,51,234267.8,7056.0,775810.9,1.0,676.0,57265.0,3771364.0
epiforecasts-ensemble1,51,238326.9,12491.2,602721.6,9.1,1192.8,65177.3,2828276.3
MOBS-GLEAM_COVID,50,242014.5,15671.0,878326.5,3.0,1542.7,73602.2,5531683.9
UCSD_NEU-DeepGLEAM,50,242942.3,19124.7,815860.9,205.8,3177.9,107400.1,4684648.0
JCB-PRM,51,307730.1,48843.2,1082301.1,70.7,6546.5,132897.5,7409013.5
BPagano-RtDriven,51,313534.8,45231.9,800685.1,1.5,6139.5,112493.6,4199343.6
CovidAnalytics-DELPHI,51,331134.0,15625.0,920144.4,4.0,3029.0,114588.5,4844401.0
MIT_CritData-GBCF,51,355947.4,40000.0,1402931.0,196.0,9318.5,218090.0,9966649.0
Microsoft-DeepSTIA,50,359191.3,46054.1,833651.1,1.2,10988.4,148741.0,4018197.5
Covid19Sim-Simulator,51,360351.5,28073.7,1140125.3,0.1,3555.5,118675.6,7299812.0
UCSB-ACTS,51,396369.7,49296.1,974618.6,43.8,7122.4,192143.8,5832698.5
IHME-CurveFit,51,400297.2,35037.4,1040072.1,23.4,4974.7,368621.6,6374390.3
UT-Mobility,51,401616.7,43681.0,956000.2,0.2,6350.5,362536.2,6022116.0
RobertWalraven-ESG,50,471052.1,36157.0,1445536.7,27.7,8396.1,228569.2,8299527.2
JHU_IDD-CovidSP,51,560990.6,62473.4,2374575.1,1.9,13684.0,258292.6,16643724.3
COVIDhub-baseline,51,598007.7,21670.3,2642374.1,4.0,5777.0,266073.3,18732084.8
Baseline,51,610569.4,28609.3,2763396.5,37.7,4328.4,258941.5,19576832.3
IowaStateLW-STEM,49,629260.7,37249.0,2773391.8,100.0,3041.0,199418.5,19766916.0
TTU-squider,51,676483.8,37960.7,1571861.2,4.7,6228.1,433876.0,8579228.5
UCLA-SuEIR,51,736196.6,41710.8,3281406.2,3.8,3892.5,204705.8,23325787.7
CU-select,51,787307.8,39204.0,3004984.2,144.0,6401.0,195762.5,18318400.0
DDS-NBDS,51,810756.1,80366.0,3789737.9,0.7,2128.4,308179.8,26971268.5
JHU_CSSE-DECOM,51,822906.2,39601.0,4290707.0,1.0,10712.5,183262.5,30680521.0
UMich-RidgeTfReg,50,893616.9,78454.0,2778181.4,4.5,7132.7,568657.8,16977578.8
UA-EpiCovDA,51,978243.5,33124.0,3161641.5,9.0,3282.5,414772.0,20738916.0
AIpert-pwllnod,51,1029842.6,76590.1,3567538.4,8.7,6199.0,338903.3,24326436.2
JHUAPL-Bucky,51,1164857.0,78015.4,4035166.8,57.1,8288.1,442485.1,26286617.7
LANL-GrowthRate,51,1171036.5,16256.2,4659977.4,0.2,1904.5,287305.0,24671089.0
Wadhwani_AI-BayesOpt,44,1349811.6,146922.0,3403428.5,166.3,25390.4,713463.3,19462287.3
PSI-DRAFT,51,1381219.6,126380.2,5713690.8,49.0,5501.0,357925.6,38309910.2
Columbia_UNC-SurvCon,51,2417788.4,34969.0,9765970.0,9.0,7225.0,227610.0,57927321.0
WalmartLabsML-LogForecasting,51,4107284.9,493265.8,12887297.1,0.0,68807.9,2412845.0,87589961.3
