,total_deaths_2021-01-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
LNQ-ens1,381069,396270.0,402962,21941.0,21893,48.0,0.2%
UMich-RidgeTfReg,381069,396895.4,402962,22566.4,21893,673.4,3.1%
LANL-GrowthRate,381069,395476.5,402962,21147.5,21893,-745.5,-3.4%
UCSD_NEU-DeepGLEAM,381069,395197.0,402962,20868.0,21893,-1025.0,-4.7%
OliverWyman-Navigator,381069,397473.5,402962,23144.5,21893,1251.5,5.7%
UChicagoCHATTOPADHYAY-UnIT,381069,397554.5,402962,23225.5,21893,1332.5,6.1%
CEID-Walk,381069,394760.1,402962,20431.1,21893,-1461.9,-6.7%
COVIDhub-baseline,381069,394726.0,402962,20397.0,21893,-1496.0,-6.8%
TTU-squider,381069,394654.7,402962,20325.7,21893,-1567.3,-7.2%
UCM_MESALab-FoGSEIR,381069,394512.0,402962,20183.0,21893,-1710.0,-7.8%
MOBS-GLEAM_COVID,381069,394488.7,402962,20159.7,21893,-1733.3,-7.9%
Microsoft-DeepSTIA,381069,394454.3,402962,20125.3,21893,-1767.7,-8.1%
DDS-NBDS,381069,398171.9,402962,23842.9,21893,1949.9,8.9%
AIpert-pwllnod,381069,393964.4,402962,19635.4,21893,-2257.6,-10.3%
Columbia_UNC-SurvCon,381069,393789.0,402962,19460.0,21893,-2433.0,-11.1%
Baseline,381069,393771.6,402962,19442.6,21893,-2450.4,-11.2%
UCLA-SuEIR,381069,393555.0,402962,19226.0,21893,-2667.0,-12.2%
MIT_CritData-GBCF,381069,393506.0,402962,19177.0,21893,-2716.0,-12.4%
Karlen-pypm,381069,393362.8,402962,19033.8,21893,-2859.2,-13.1%
Geneva-DetGrowth,381069,393324.8,402962,18995.8,21893,-2897.2,-13.2%
GT-DeepCOVID,381069,392919.1,402962,18590.1,21893,-3302.9,-15.1%
PSI-DRAFT,381069,392770.5,402962,18441.5,21893,-3451.5,-15.8%
COVIDhub-ensemble,381069,392740.0,402962,18411.0,21893,-3482.0,-15.9%
UMass-MechBayes,381069,392710.0,402962,18381.0,21893,-3512.0,-16.0%
RobertWalraven-ESG,381069,392628.8,402962,18299.8,21893,-3593.2,-16.4%
RPI_UW-Mob_Collision,381069,392322.3,402962,17993.3,21893,-3899.7,-17.8%
UA-EpiCovDA,381069,392069.0,402962,17740.0,21893,-4153.0,-19.0%
UT-Mobility,381069,392010.5,402962,17681.5,21893,-4211.5,-19.2%
SteveMcConnell-CovidComplete,381069,391714.0,402962,17385.0,21893,-4508.0,-20.6%
QJHong-Encounter,381069,391545.5,402962,17216.5,21893,-4676.5,-21.4%
USC-SI_kJalpha,381069,391455.0,402962,17126.0,21893,-4767.0,-21.8%
IowaStateLW-STEM,381069,390507.0,402962,16178.0,21893,-5715.0,-26.1%
JHU_IDD-CovidSP,381069,390375.0,402962,16046.0,21893,-5847.0,-26.7%
CovidAnalytics-DELPHI,381069,390088.0,402962,15759.0,21893,-6134.0,-28.0%
SigSci-TS,381069,390077.0,402962,15748.0,21893,-6145.0,-28.1%
Caltech-CS156,381069,389925.1,402962,15596.1,21893,-6296.9,-28.8%
UpstateSU-GRU,381069,389531.5,402962,15202.5,21893,-6690.5,-30.6%
IBF-TimeSeries,381069,403189.0,402962,28860.0,21893,6967.0,31.8%
JHUAPL-Bucky,381069,388257.1,402962,13928.1,21893,-7964.9,-36.4%
epiforecasts-ensemble1,381069,386859.0,402962,12530.0,21893,-9363.0,-42.8%
CU-select,381069,385989.0,402962,11660.0,21893,-10233.0,-46.7%
BPagano-RtDriven,381069,384982.9,402962,10653.9,21893,-11239.1,-51.3%
WalmartLabsML-LogForecasting,381069,383165.9,402962,8836.9,21893,-13056.1,-59.6%
Covid19Sim-Simulator,381069,376609.9,402962,2280.9,21893,-19612.1,-89.6%
CMU-TimeSeries,381069,,402962,,21893,,
Google_Harvard-CPF,381069,,402962,,21893,,
JHU_CSSE-DECOM,381069,,402962,,21893,,
MITCovAlliance-SIR,381069,,402962,,21893,,
UCSB-ACTS,381069,,402962,,21893,,
