,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,6119,3886.7,3285.1,4397.3,5144.0,,-2232.3,-2833.9,-1721.7,-975.0,,False,True,True,
Alaska,229,61.9,121.6,54.7,,,-167.1,-107.4,-174.3,,,True,False,,
Arizona,11248,8089.9,6975.2,10207.8,6909.0,,-3158.1,-4272.8,-1040.2,-4339.0,,False,True,False,
Arkansas,4293,4552.4,3633.6,3447.1,3817.0,,259.4,-659.4,-845.9,-476.0,,False,False,False,
California,33408,25770.9,18709.2,51998.4,22130.0,,-7637.1,-14698.8,18590.4,-11278.0,,False,False,False,
Colorado,5363,2452.3,2581.4,5200.2,2374.0,,-2910.7,-2781.6,-162.8,-2989.0,,True,True,False,
Connecticut,6594,4694.3,4625.8,6804.6,4719.0,,-1899.7,-1968.2,210.6,-1875.0,,False,True,True,
Delaware,1016,722.1,779.0,1132.9,715.0,,-293.9,-237.0,116.9,-301.0,,True,True,False,
District of Columbia,847,687.4,665.0,1090.6,661.0,,-159.6,-182.0,243.6,-186.0,,False,False,False,
Florida,24004,24893.7,20162.0,27258.2,20484.0,,889.7,-3842.0,3254.2,-3520.0,,False,False,False,
Georgia,12291,11136.6,8680.6,14031.9,10231.0,,-1154.4,-3610.4,1740.9,-2060.0,,False,False,False,
Hawaii,319,474.0,175.4,219.0,,,155.0,-143.6,-100.0,,,True,True,,
Idaho,1605,915.0,837.9,1533.2,955.0,,-690.0,-767.1,-71.8,-650.0,,False,True,True,
Illinois,20020,11130.3,10093.6,17158.9,10369.0,,-8889.7,-9926.4,-2861.1,-9651.0,,False,True,False,
Indiana,9287,4652.3,4442.7,7588.2,4725.0,,-4634.7,-4844.3,-1698.8,-4562.0,,False,True,True,
Iowa,4321,2023.6,1812.7,3773.5,2324.0,,-2297.4,-2508.3,-547.5,-1997.0,,False,True,True,
Kansas,3489,1724.4,1385.9,3519.3,1154.0,,-1763.6,-2102.1,31.3,-2334.0,,False,True,False,
Kentucky,3093,1970.7,1999.1,4556.8,2586.0,,-1122.3,-1093.9,1463.8,-507.0,,True,False,True,
Louisiana,8080,7610.0,6292.7,8721.0,7919.0,,-470.0,-1787.3,641.0,-161.0,,False,False,True,
Maine,507,189.6,165.9,289.9,332.0,,-317.4,-341.1,-217.1,-175.0,,False,True,True,
Maryland,6541,4570.1,4436.4,8303.8,4439.0,,-1970.9,-2104.6,1762.8,-2102.0,,False,True,False,
Massachusetts,13583,10995.7,9677.5,14250.5,9840.0,,-2587.3,-3905.5,667.5,-3743.0,,False,True,False,
Michigan,14669,7946.7,7904.5,10746.0,8773.0,,-6722.3,-6764.5,-3923.0,-5896.0,,False,True,True,
Minnesota,5955,2792.4,2634.8,5393.1,3406.0,,-3162.6,-3320.2,-561.9,-2549.0,,False,True,True,
Mississippi,5481,4714.9,3435.3,4023.5,5384.0,,-766.1,-2045.7,-1457.5,-97.0,,False,False,True,
Missouri,6493,3427.4,3336.4,6218.2,3521.0,,-3065.6,-3156.6,-274.8,-2972.0,,False,True,True,
Montana,1088,527.9,617.2,730.7,373.0,,-560.1,-470.8,-357.3,-715.0,,True,True,False,
Nebraska,1837,576.9,991.2,1937.2,723.0,,-1260.1,-845.8,100.2,-1114.0,,True,True,True,
Nevada,3761,2862.7,1986.2,3758.5,2259.0,,-898.3,-1774.8,-2.5,-1502.0,,False,True,False,
New Hampshire,927,471.7,529.9,610.3,488.0,,-455.3,-397.1,-316.7,-439.0,,True,True,True,
New Jersey,20414,16673.9,16572.4,23494.6,17102.0,,-3740.1,-3841.6,3080.6,-3312.0,,False,True,True,
New Mexico,2910,1287.3,1074.0,2603.4,1404.0,,-1622.7,-1836.0,-306.6,-1506.0,,False,True,True,
New York,40806,34165.9,33428.8,46397.0,34396.0,,-6640.1,-7377.2,5591.0,-6410.0,,False,True,True,
North Carolina,8016,6462.7,4948.3,12130.6,6984.0,,-1553.3,-3067.7,4114.6,-1032.0,,False,False,True,
North Dakota,1403,596.6,668.0,663.5,479.0,,-806.4,-735.0,-739.5,-924.0,,True,True,False,
Ohio,10135,7986.4,6364.4,12764.0,7078.0,,-2148.6,-3770.6,2629.0,-3057.0,,False,False,False,
Oklahoma,2952,1637.1,1701.8,2703.5,2361.0,,-1314.9,-1250.2,-248.5,-591.0,,True,True,True,
Oregon,1799,812.6,893.4,2638.4,785.0,,-986.4,-905.6,839.4,-1014.0,,True,True,False,
Pennsylvania,19143,10168.3,9554.1,16763.4,9297.0,,-8974.7,-9588.9,-2379.6,-9846.0,,False,True,False,
Rhode Island,2005,1374.6,1346.2,1955.6,1174.0,,-630.4,-658.8,-49.4,-831.0,,False,True,False,
South Carolina,6108,5474.7,5535.4,6865.2,5324.0,,-633.3,-572.6,757.2,-784.0,,True,False,False,
South Dakota,1633,505.4,429.9,663.9,468.0,,-1127.6,-1203.1,-969.1,-1165.0,,False,True,False,
Tennessee,8355,4578.0,4344.2,7070.3,5626.0,,-3777.0,-4010.8,-1284.7,-2729.0,,False,True,True,
Texas,32428,26601.4,19436.2,32938.8,27770.0,31702.0,-5548.6,-12713.8,788.8,-4380.0,-448.0,False,True,True,True
Utah,1485,558.0,1148.1,1426.8,781.0,,-927.0,-336.9,-58.2,-704.0,,True,True,True,
Vermont,163,58.0,66.6,62.9,60.0,,-105.0,-96.4,-100.1,-103.0,,True,True,True,
Virginia,5706,7884.7,4725.1,9798.2,4823.0,,2180.7,-978.9,4094.2,-881.0,,True,False,True,
Washington,3903,2812.4,2392.1,5886.4,2635.0,,-1093.6,-1513.9,1980.4,-1271.0,,False,False,False,
West Virginia,1761,1106.3,1304.7,1668.1,877.0,,-654.7,-456.3,-92.9,-884.0,,True,True,False,
Wisconsin,5905,1781.4,3006.5,4967.5,2268.0,,-4058.6,-2833.5,-872.5,-3572.0,,True,True,True,
Wyoming,522,167.0,137.3,45.8,78.0,,-355.0,-384.7,-476.2,-444.0,,False,False,False,
US,395877,291178.1,230521.5,422463.0,278574.0,273738.0,-104352.9,-165009.5,26932.0,-116957.0,-121793.0,False,True,False,False
