,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1756,1859.9,1910.4,2012.8,103.9,154.4,256.8,False,False
Argentina,20795,12133.1,13015.8,15844.5,-8661.9,-7779.2,-4950.5,True,True
Australia,894,1035.9,1070.8,2353.9,141.9,176.8,1459.9,False,False
Austria,809,744.6,774.1,754.3,-64.4,-34.9,-54.7,True,True
Bangladesh,5325,5324.0,4870.0,6734.6,-1.0,-455.0,1409.6,False,False
Belarus,851,744.1,743.3,819.0,-106.9,-107.7,-32.0,False,True
Belgium,10044,10084.1,10222.5,10552.4,40.1,178.5,508.4,False,False
Bolivia,8073,7466.4,6709.0,8190.9,-606.6,-1364.0,117.9,False,True
Brazil,145987,155616.9,154602.7,165491.6,9629.9,8615.7,19504.6,True,False
Bulgaria,841,910.6,866.3,1071.8,69.6,25.3,230.8,True,False
Canada,9488,9326.6,9298.1,9272.4,-161.4,-189.9,-215.6,False,False
Chile,12919,13762.0,13105.2,14166.4,843.0,186.2,1247.4,True,False
Colombia,26556,30064.9,27942.9,29368.7,3508.9,1386.9,2812.7,True,True
Croatia,293,219.9,251.4,209.5,-73.1,-41.6,-83.5,True,False
Cuba,122,95.9,115.0,87.3,-26.1,-7.0,-34.7,True,False
Cyprus,22,19.0,24.0,19.3,-3.0,2.0,-2.7,True,True
Czechia,711,437.1,486.9,565.4,-273.9,-224.1,-145.6,True,True
Denmark,654,632.7,676.9,673.8,-21.3,22.9,19.8,False,True
Dominican Republic,2128,2338.3,2168.5,2797.1,210.3,40.5,669.1,True,False
Ecuador,11597,7383.4,7203.1,22684.7,-4213.6,-4393.9,11087.7,False,False
Egypt,5970,6140.4,5765.4,6202.1,170.4,-204.6,232.1,False,False
Estonia,67,63.0,68.3,63.8,-4.0,1.3,-3.2,True,True
Finland,345,346.7,354.7,329.6,1.7,9.7,-15.4,False,False
France,32171,30790.6,31006.1,32547.2,-1380.4,-1164.9,376.2,True,True
Germany,9531,9579.1,9883.3,9581.7,48.1,352.3,50.7,False,False
Greece,405,243.4,276.8,222.4,-161.6,-128.2,-182.6,True,False
Honduras,2399,2422.1,2606.0,4832.1,23.1,207.0,2433.1,False,False
Hungary,812,641.3,653.7,595.9,-170.7,-158.3,-216.1,True,False
Iceland,10,10.0,11.8,10.5,0.0,1.8,0.5,False,False
Indonesia,11055,9549.4,9833.4,9408.4,-1505.6,-1221.6,-1646.6,True,False
Iran,26746,28146.3,25887.0,34267.4,1400.3,-859.0,7521.4,True,False
Ireland,1810,1842.7,1832.3,1962.5,32.7,22.3,152.5,True,False
Israel,1682,1102.9,1122.1,1723.8,-579.1,-559.9,41.8,True,True
Italy,35968,35605.7,35764.8,36774.0,-362.3,-203.2,806.0,True,False
Japan,1594,1314.1,1418.6,1064.8,-279.9,-175.4,-529.2,True,False
Kuwait,620,643.0,671.9,925.9,23.0,51.9,305.9,False,False
Latvia,38,32.0,37.1,32.2,-6.0,-0.9,-5.8,True,True
Lithuania,94,88.9,91.6,78.9,-5.1,-2.4,-15.1,True,False
Luxembourg,125,143.6,166.6,133.9,18.6,41.6,8.9,False,True
Malaysia,137,125.0,136.6,126.3,-12.0,-0.4,-10.7,True,True
Malta,38,9.0,10.9,9.3,-29.0,-27.1,-28.7,True,True
Mexico,78880,88063.7,86063.6,82818.1,9183.7,7183.6,3938.1,True,True
Moldova,1353,1269.3,1206.9,1408.1,-83.7,-146.1,55.1,False,True
Morocco,2293,1409.4,2010.3,8946.0,-883.6,-282.7,6653.0,True,False
Netherlands,6503,6248.7,6409.0,6528.7,-254.3,-94.0,25.7,True,True
Nigeria,1113,1392.9,1263.6,1148.7,279.9,150.6,35.7,True,True
Norway,275,263.9,277.8,255.4,-11.1,2.8,-19.6,True,False
Pakistan,6513,6914.9,6953.7,6911.7,401.9,440.7,398.7,False,True
Panama,2414,2959.0,2705.2,2984.2,545.0,291.2,570.2,True,False
Peru,32609,32527.7,29367.4,42967.3,-81.3,-3241.6,10358.3,False,False
Philippines,5678,3927.9,4184.3,9202.5,-1750.1,-1493.7,3524.5,True,False
Poland,2604,2404.1,2543.1,2609.8,-199.9,-60.9,5.8,True,True
Portugal,1995,1897.4,1937.6,1919.3,-97.6,-57.4,-75.7,True,True
Romania,4947,4955.0,5606.5,5106.6,8.0,659.5,159.6,False,False
Russia,21153,21180.9,20082.6,21379.6,27.9,-1070.4,226.6,False,False
Saudi Arabia,4850,5131.3,4426.4,4092.2,281.3,-423.6,-757.8,False,False
Serbia,753,1041.7,1001.4,890.4,288.7,248.4,137.4,True,True
Slovakia,54,46.7,43.3,29.0,-7.3,-10.7,-25.0,False,False
Slovenia,155,182.0,165.9,151.6,27.0,10.9,-3.4,True,True
South Africa,16938,26452.3,22406.0,27141.4,9514.3,5468.0,10203.4,True,False
South Korea,421,336.4,345.0,307.5,-84.6,-76.0,-113.5,True,False
Spain,32086,28958.7,29583.6,29641.5,-3127.3,-2502.4,-2444.5,True,True
Sweden,5895,5920.1,5930.9,6202.5,25.1,35.9,307.5,False,False
Switzerland,2076,2025.3,2041.2,2072.2,-50.7,-34.8,-3.8,True,True
Turkey,8384,6755.4,6895.5,6783.6,-1628.6,-1488.5,-1600.4,True,True
Ukraine,4451,3307.9,3888.9,3236.4,-1143.1,-562.1,-1214.6,True,False
United Arab Emirates,426,404.1,415.0,400.3,-21.9,-11.0,-25.7,True,False
United Kingdom,42407,49589.7,50046.0,50344.8,7182.7,7639.0,7937.8,False,False
