,count,mean,median,std,min,25%,75%,max
JCB-PRM,51,631.3,308.8,1031.1,12.1,131.5,512.5,4798.6
BPagano-RtDriven,51,808.1,414.0,1027.5,15.8,130.4,1051.8,4610.5
IowaStateLW-STEM,49,1080.4,607.0,1420.3,31.0,192.5,1094.5,6468.0
COVIDhub-baseline,51,1098.2,618.1,1405.9,19.0,209.2,1131.8,6247.3
Baseline,51,1102.8,721.4,1410.0,12.1,194.9,1155.9,6304.3
JHUAPL-Bucky,51,1334.3,588.0,1911.3,0.7,211.1,1742.8,9998.0
CovidAnalytics-DELPHI,51,1393.4,835.0,1821.8,17.0,366.5,1212.0,7645.0
UCLA-SuEIR,51,1421.3,890.3,1656.9,35.5,343.3,1657.5,6693.5
WalmartLabsML-LogForecasting,51,1748.7,1133.4,1822.3,41.2,634.3,2150.7,6933.0
USACE-ERDC_SEIR,51,1870.2,332.8,3200.2,12.9,156.5,2206.9,14498.8
Columbia_UNC-SurvCon,50,4520.9,1856.0,7424.2,12.0,431.0,4358.5,35461.0
