,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51,529.1,215.1,823.5,10.9,92.5,622.0,4028.8
JHU_IDD-CovidSP,51,560.4,336.2,646.3,0.8,144.9,586.2,2469.8
IowaStateLW-STEM,49,591.8,354.0,956.8,8.0,95.5,589.5,4964.0
JCB-PRM,51,646.8,326.4,925.6,3.7,113.6,612.1,4044.6
UCLA-SuEIR,51,676.2,366.9,1038.7,12.7,125.1,698.2,5070.5
LANL-GrowthRate,51,703.4,233.0,1059.8,23.0,109.0,761.5,4816.0
Baseline,51,738.2,352.9,1094.7,1.4,172.0,839.0,5191.1
Covid19Sim-Simulator,51,750.5,310.6,1154.2,2.3,108.3,686.8,5659.7
COVIDhub-baseline,51,757.0,343.2,1110.9,3.6,185.6,827.5,5367.0
CovidAnalytics-DELPHI,51,799.2,254.0,1212.0,0.0,51.0,857.5,5534.0
JHUAPL-Bucky,51,802.4,226.1,1924.2,8.4,75.2,734.2,13140.6
NotreDame-mobility,51,1028.0,630.6,1142.6,35.5,295.1,1271.2,5978.8
PSI-DRAFT,51,1208.1,537.0,1846.8,7.0,179.0,1259.0,10823.5
WalmartLabsML-LogForecasting,51,1534.6,970.4,1640.7,33.2,567.7,1871.6,6300.3
USACE-ERDC_SEIR,51,1654.0,649.8,2601.5,23.6,177.2,1519.0,12223.0
Columbia_UNC-SurvCon,51,2336.4,786.0,3328.5,8.0,295.5,3144.0,16493.0
