,total_deaths_2020-12-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CovidAnalytics-DELPHI,317668,350348.0,350186,32680.0,32518,162.0,0.5%
PSI-DRAFT,317668,350997.0,350186,33329.0,32518,811.0,2.5%
UCLA-SuEIR,317668,351515.2,350186,33847.2,32518,1329.2,4.1%
UMass-MechBayes,317668,351754.0,350186,34086.0,32518,1568.0,4.8%
Baseline,317668,351793.0,350186,34125.0,32518,1607.0,4.9%
UA-EpiCovDA,317668,348325.0,350186,30657.0,32518,-1861.0,-5.7%
COVIDhub-baseline,317668,352668.7,350186,35000.7,32518,2482.7,7.6%
CEID-Walk,317668,352863.6,350186,35195.6,32518,2677.6,8.2%
UChicagoCHATTOPADHYAY-UnIT,317668,353248.4,350186,35580.4,32518,3062.4,9.4%
Caltech-CS156,317668,353299.1,350186,35631.1,32518,3113.1,9.6%
GT-DeepCOVID,317668,353406.8,350186,35738.8,32518,3220.8,9.9%
RPI_UW-Mob_Collision,317668,346506.1,350186,28838.1,32518,-3679.9,-11.3%
JHUAPL-Bucky,317668,353896.5,350186,36228.5,32518,3710.5,11.4%
epiforecasts-ensemble1,317668,346216.9,350186,28548.9,32518,-3969.1,-12.2%
QJHong-Encounter,317668,354371.9,350186,36703.9,32518,4185.9,12.9%
CU-select,317668,354525.0,350186,36857.0,32518,4339.0,13.3%
OliverWyman-Navigator,317668,355203.1,350186,37535.1,32518,5017.1,15.4%
MOBS-GLEAM_COVID,317668,355335.8,350186,37667.8,32518,5149.8,15.8%
COVIDhub-ensemble,317668,355533.0,350186,37865.0,32518,5347.0,16.4%
DDS-NBDS,317668,355632.7,350186,37964.7,32518,5446.7,16.7%
Karlen-pypm,317668,355638.5,350186,37970.5,32518,5452.5,16.8%
SteveMcConnell-CovidComplete,317668,355757.0,350186,38089.0,32518,5571.0,17.1%
JHU_CSSE-DECOM,317668,355775.0,350186,38107.0,32518,5589.0,17.2%
IHME-CurveFit,317668,356118.6,350186,38450.6,32518,5932.6,18.2%
UCSD_NEU-DeepGLEAM,317668,356584.1,350186,38916.1,32518,6398.1,19.7%
RobertWalraven-ESG,317668,356812.7,350186,39144.7,32518,6626.7,20.4%
LNQ-ens1,317668,357161.5,350186,39493.5,32518,6975.5,21.5%
USC-SI_kJalpha,317668,357447.0,350186,39779.0,32518,7261.0,22.3%
BPagano-RtDriven,317668,357482.3,350186,39814.3,32518,7296.3,22.4%
LANL-GrowthRate,317668,357736.0,350186,40068.0,32518,7550.0,23.2%
MIT_CritData-GBCF,317668,358143.0,350186,40475.0,32518,7957.0,24.5%
TTU-squider,317668,358549.3,350186,40881.3,32518,8363.3,25.7%
JCB-PRM,317668,358553.3,350186,40885.3,32518,8367.3,25.7%
UT-Mobility,317668,358703.0,350186,41035.0,32518,8517.0,26.2%
UMich-RidgeTfReg,317668,359033.6,350186,41365.6,32518,8847.6,27.2%
Columbia_UNC-SurvCon,317668,359034.0,350186,41366.0,32518,8848.0,27.2%
IowaStateLW-STEM,317668,359278.0,350186,41610.0,32518,9092.0,28.0%
Covid19Sim-Simulator,317668,340704.6,350186,23036.6,32518,-9481.4,-29.2%
IBF-TimeSeries,317668,359987.0,350186,42319.0,32518,9801.0,30.1%
Microsoft-DeepSTIA,317668,360689.2,350186,43021.2,32518,10503.2,32.3%
JHU_IDD-CovidSP,317668,361115.8,350186,43447.8,32518,10929.8,33.6%
AIpert-pwllnod,317668,366449.9,350186,48781.9,32518,16263.9,50.0%
WalmartLabsML-LogForecasting,317668,327643.2,350186,9975.2,32518,-22542.8,-69.3%
UCM_MESALab-FoGSEIR,317668,379190.0,350186,61522.0,32518,29004.0,89.2%
CMU-TimeSeries,317668,,350186,,32518,,
Google_Harvard-CPF,317668,,350186,,32518,,
UCSB-ACTS,317668,,350186,,32518,,
Wadhwani_AI-BayesOpt,317668,,350186,,32518,,
