,count,mean,median,std,min,25%,75%,max
Google_Harvard-CPF,51,8881.8,1104.3,29399.1,5.6,113.8,6343.3,204553.9
MIT_CritData-GBCF,51,9732.5,1225.0,28410.6,0.0,100.0,5501.0,150544.0
Karlen-pypm,51,10155.1,1714.0,26808.2,0.0,76.6,5410.9,173972.4
MOBS-GLEAM_COVID,50,10200.1,948.9,30391.5,1.4,102.8,5726.0,175494.4
JCB-PRM,51,11136.6,1632.3,28436.1,0.5,100.4,6239.8,153192.5
Caltech-CS156,51,11169.4,948.2,32528.9,0.1,72.7,6567.3,201282.5
UCSD_NEU-DeepGLEAM,50,11760.5,2625.2,31591.9,0.2,730.8,9084.4,196579.9
USC-SI_kJalpha,51,11995.3,1156.0,34923.3,0.0,134.5,8837.0,240100.0
COVIDhub-ensemble,51,12157.3,961.0,41357.0,0.0,20.5,4916.0,224676.0
Columbia_UNC-SurvCon,51,15063.5,1024.0,35732.8,1.0,72.5,13352.5,196249.0
GT-DeepCOVID,50,15139.6,1508.9,54046.1,0.0,226.4,7568.4,330960.2
BPagano-RtDriven,51,17066.6,2292.0,46115.9,0.0,263.6,10494.7,267695.5
UMich-RidgeTfReg,50,18471.0,911.5,44667.5,0.5,144.9,15697.9,233896.5
UMass-MechBayes,51,19048.0,1225.0,49945.9,0.0,49.0,12221.0,264196.0
Microsoft-DeepSTIA,50,19133.0,810.3,82938.4,1.1,23.9,6180.3,575598.4
LNQ-ens1,51,19627.7,1643.7,49192.2,6.6,413.3,10692.8,262086.3
SteveMcConnell-CovidComplete,51,19668.8,3249.0,51453.0,1.0,212.5,16256.5,339889.0
OliverWyman-Navigator,51,19985.3,1156.0,72254.1,0.0,132.5,11003.2,395983.4
CEID-Walk,51,20439.9,1374.2,67131.4,0.6,149.5,10743.0,413350.0
UCSB-ACTS,51,20558.1,1827.6,43977.6,0.0,104.6,21507.8,211585.1
CMU-TimeSeries,51,20614.3,1764.0,85570.5,0.0,121.0,8744.5,595984.0
COVIDhub-baseline,51,21415.7,1444.0,75014.3,0.0,144.0,9802.0,476100.0
Geneva-DetGrowth,51,22439.6,4693.7,59155.1,8.7,247.2,18986.1,375738.9
JHU_CSSE-DECOM,51,24056.8,1296.0,109555.1,1.0,257.0,8300.5,774400.0
CovidAnalytics-DELPHI,51,24092.8,2116.0,49861.9,0.0,420.5,18770.0,235225.0
CU-select,51,25218.8,1521.0,78653.0,0.0,325.0,12997.0,466489.0
PSI-DRAFT,51,26452.5,2304.0,76001.7,0.0,150.1,14165.0,389376.0
DDS-NBDS,51,26669.8,1991.1,82890.4,0.1,387.1,19110.2,575773.5
JHU_IDD-CovidSP,51,29155.1,4205.4,95237.3,0.5,619.8,15355.5,655497.1
Baseline,51,30880.8,1716.3,115656.6,1.7,294.4,7807.0,782466.6
UCLA-SuEIR,51,30946.1,2839.6,102517.4,0.8,627.1,13889.9,665072.7
IowaStateLW-STEM,49,32232.5,5929.0,61998.8,41.8,1640.5,30192.5,291600.0
AIpert-pwllnod,51,43734.9,1307.5,205738.5,0.1,228.2,14417.5,1436445.1
RobertWalraven-ESG,51,45740.9,3263.8,133348.9,0.2,325.2,29065.0,869034.1
UA-EpiCovDA,51,48595.7,2704.0,124488.3,1.0,602.5,27306.0,700569.0
epiforecasts-ensemble1,51,51843.1,805.7,134987.7,0.0,81.0,27817.3,805459.6
Covid19Sim-Simulator,51,58585.2,8993.7,168829.3,2.4,865.2,33127.3,1003505.6
IHME-CurveFit,51,58955.2,8344.0,137265.8,0.0,1927.4,27272.3,588554.3
LANL-GrowthRate,51,89619.0,2601.0,286610.5,9.0,240.5,47345.0,1725282.2
JHUAPL-Bucky,51,103021.1,5158.8,214606.9,1.6,689.7,75543.0,1034325.8
TTU-squider,51,489890.6,34859.9,1660250.0,0.0,2969.3,284991.4,11205234.0
