,total_deaths_2020-12-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JHU_CSSE-DECOM,339061,350540.0,356522,17422.0,17461,-39.0,-0.2%
BPagano-RtDriven,339061,350843.1,356522,17725.1,17461,264.1,1.5%
Karlen-pypm,339061,350918.4,356522,17800.4,17461,339.4,1.9%
GT-DeepCOVID,339061,351016.3,356522,17898.3,17461,437.3,2.5%
USC-SI_kJalpha,339061,350097.0,356522,16979.0,17461,-482.0,-2.8%
MOBS-GLEAM_COVID,339061,349877.4,356522,16759.4,17461,-701.6,-4.0%
UMich-RidgeTfReg,339061,349616.4,356522,16498.4,17461,-962.6,-5.5%
PSI-DRAFT,339061,349489.0,356522,16371.0,17461,-1090.0,-6.2%
SteveMcConnell-CovidComplete,339061,349442.0,356522,16324.0,17461,-1137.0,-6.5%
JCB-PRM,339061,351739.5,356522,18621.5,17461,1160.5,6.6%
COVIDhub-ensemble,339061,349322.0,356522,16204.0,17461,-1257.0,-7.2%
JHU_IDD-CovidSP,339061,349301.2,356522,16183.2,17461,-1277.8,-7.3%
MIT_CritData-GBCF,339061,349084.0,356522,15966.0,17461,-1495.0,-8.6%
DDS-NBDS,339061,349033.1,356522,15915.1,17461,-1545.9,-8.9%
OliverWyman-Navigator,339061,348869.1,356522,15751.1,17461,-1709.9,-9.8%
CU-select,339061,348699.0,356522,15581.0,17461,-1880.0,-10.8%
Caltech-CS156,339061,348665.2,356522,15547.2,17461,-1913.8,-11.0%
UCSD_NEU-DeepGLEAM,339061,348493.3,356522,15375.3,17461,-2085.7,-11.9%
Columbia_UNC-SurvCon,339061,352801.0,356522,19683.0,17461,2222.0,12.7%
Microsoft-DeepSTIA,339061,348197.0,356522,15079.0,17461,-2382.0,-13.6%
UCM_MESALab-FoGSEIR,339061,348101.0,356522,14983.0,17461,-2478.0,-14.2%
LNQ-ens1,339061,347903.8,356522,14785.8,17461,-2675.2,-15.3%
CEID-Walk,339061,347784.0,356522,14666.0,17461,-2795.0,-16.0%
CovidAnalytics-DELPHI,339061,347691.0,356522,14573.0,17461,-2888.0,-16.5%
COVIDhub-baseline,339061,347659.0,356522,14541.0,17461,-2920.0,-16.7%
UMass-MechBayes,339061,347616.0,356522,14498.0,17461,-2963.0,-17.0%
QJHong-Encounter,339061,353815.6,356522,20697.6,17461,3236.6,18.5%
RobertWalraven-ESG,339061,347169.3,356522,14051.3,17461,-3409.7,-19.5%
IHME-CurveFit,339061,354055.9,356522,20937.9,17461,3476.9,19.9%
IowaStateLW-STEM,339061,354548.0,356522,21430.0,17461,3969.0,22.7%
RPI_UW-Mob_Collision,339061,346453.7,356522,13335.7,17461,-4125.3,-23.6%
Baseline,339061,346360.9,356522,13242.9,17461,-4218.1,-24.2%
IBF-TimeSeries,339061,355072.0,356522,21954.0,17461,4493.0,25.7%
UCLA-SuEIR,339061,345028.9,356522,11910.9,17461,-5550.1,-31.8%
Geneva-DetGrowth,339061,344794.6,356522,11676.6,17461,-5784.4,-33.1%
UA-EpiCovDA,339061,344272.0,356522,11154.0,17461,-6307.0,-36.1%
LANL-GrowthRate,339061,356975.5,356522,23857.5,17461,6396.5,36.6%
JHUAPL-Bucky,339061,343720.7,356522,10602.7,17461,-6858.3,-39.3%
epiforecasts-ensemble1,339061,343107.0,356522,9989.0,17461,-7472.0,-42.8%
Covid19Sim-Simulator,339061,343032.6,356522,9914.6,17461,-7546.4,-43.2%
TTU-squider,339061,358782.0,356522,25664.0,17461,8203.0,47.0%
AIpert-pwllnod,339061,342233.6,356522,9115.6,17461,-8345.4,-47.8%
CMU-TimeSeries,339061,,356522,,17461,,
Google_Harvard-CPF,339061,,356522,,17461,,
UCSB-ACTS,339061,,356522,,17461,,
