,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4872,3714.7,3211.0,3580.8,4849.0,,-1157.3,-1661.0,-1291.2,-23.0,,False,False,True,
Alaska,215,59.9,112.0,53.8,,,-155.1,-103.0,-161.2,,,True,False,,
Arizona,9061,7779.9,6852.8,9453.7,6791.0,,-1281.1,-2208.2,392.7,-2270.0,,False,True,False,
Arkansas,3729,4152.4,3445.2,3130.7,3511.0,,423.4,-283.8,-598.3,-218.0,,True,False,True,
California,26551,24494.9,18514.3,44391.8,21482.0,,-2056.1,-8036.7,17840.8,-5069.0,,False,False,False,
Colorado,4912,2400.3,2497.4,4340.2,2341.0,,-2511.7,-2414.6,-571.8,-2571.0,,True,True,False,
Connecticut,6099,4670.3,4613.0,6236.8,4703.0,,-1428.7,-1486.0,137.8,-1396.0,,False,True,True,
Delaware,930,710.1,757.8,1014.3,706.0,,-219.9,-172.2,84.3,-224.0,,True,True,False,
District of Columbia,792,679.4,661.8,1016.8,657.0,,-112.6,-130.2,224.8,-135.0,,False,False,False,
Florida,21890,23517.7,19667.3,26528.2,19929.0,,1627.7,-2222.7,4638.2,-1961.0,,False,False,False,
Georgia,10960,10598.6,8553.1,12907.2,9859.0,,-361.4,-2406.9,1947.2,-1101.0,,False,False,False,
Hawaii,289,432.0,174.3,192.5,,,143.0,-114.7,-96.5,,,True,True,,
Idaho,1448,859.0,788.8,1277.9,902.0,,-589.0,-659.2,-170.1,-546.0,,False,True,True,
Illinois,18217,10840.3,10021.6,15652.5,10202.0,,-7376.7,-8195.4,-2564.5,-8015.0,,False,True,False,
Indiana,8410,4516.3,4351.0,6763.8,4588.0,,-3893.7,-4059.0,-1646.2,-3822.0,,False,True,True,
