,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4872,3540.3,3935.4,3356.0,,-1331.7,-936.6,-1516.0,,True,False,
Alaska,215,75.7,186.3,,,-139.3,-28.7,,,True,,
Arizona,9061,6923.6,7001.1,7498.0,,-2137.4,-2059.9,-1563.0,,True,True,
Arkansas,3729,2360.6,2516.3,3135.0,,-1368.4,-1212.7,-594.0,,True,True,
California,26551,24637.6,18162.3,23208.0,,-1913.4,-8388.7,-3343.0,,False,False,
Colorado,4912,2241.7,2370.9,2479.0,,-2670.3,-2541.1,-2433.0,,True,True,
Connecticut,6099,4670.3,4597.0,4681.0,,-1428.7,-1502.0,-1418.0,,False,True,
Delaware,1072,710.1,804.8,676.0,,-346.9,-252.2,-381.0,,True,False,
District of Columbia,792,695.3,667.7,668.0,,-96.7,-124.3,-124.0,,False,False,
Florida,21890,24643.6,18264.7,19768.0,,2753.6,-3625.3,-2122.0,,False,True,
Georgia,10960,11026.7,8961.0,9770.0,,66.7,-1999.0,-1190.0,,False,False,
Hawaii,289,321.0,206.7,,,32.0,-82.3,,,False,,
Idaho,1448,890.7,835.7,816.0,,-557.3,-612.3,-632.0,,False,False,
Illinois,18217,10935.4,10085.8,10468.0,,-7281.6,-8131.2,-7749.0,,False,False,
Indiana,9562,4611.4,4449.2,5168.0,,-4978.6,-5140.8,-4422.0,,False,True,
Iowa,3946,2060.4,2033.7,2353.0,,-1885.6,-1912.3,-1593.0,,False,True,
Kansas,2872,1273.3,1081.1,752.0,,-1598.7,-1790.9,-2120.0,,False,False,
Kentucky,2698,2074.9,2122.1,2260.0,,-623.1,-575.9,-438.0,,True,True,
Louisiana,7488,7486.7,6012.9,6988.0,,-1.3,-1475.1,-500.0,,False,False,
Maine,358,167.7,160.9,265.0,,-190.3,-197.1,-93.0,,False,True,
Maryland,5967,4456.4,4756.3,4176.0,,-1510.6,-1210.7,-1791.0,,True,False,
Massachusetts,12502,10557.9,9644.4,9846.0,,-1944.1,-2857.6,-2656.0,,False,False,
Michigan,13306,8576.0,8472.2,8110.0,,-4730.0,-4833.8,-5196.0,,False,False,
Minnesota,5436,2954.1,2712.5,3194.0,,-2481.9,-2723.5,-2242.0,,False,True,
Mississippi,4840,4488.9,3503.8,5791.0,,-351.1,-1336.2,951.0,,False,False,
Missouri,5751,2460.4,3681.8,2634.0,,-3263.6,-2042.2,-3090.0,,True,True,
Montana,971,420.4,430.8,723.0,,-550.6,-540.2,-248.0,,True,True,
Nebraska,1669,909.7,965.7,1114.0,,-759.3,-703.3,-555.0,,True,True,
Nevada,3148,2451.0,1937.8,2326.0,,-697.0,-1210.2,-822.0,,False,False,
New Hampshire,769,483.6,510.3,539.0,,-285.4,-258.7,-230.0,,True,True,
New Jersey,19187,16697.0,16440.0,16910.0,,-2490.0,-2747.0,-2277.0,,False,True,
New Mexico,2534,1140.1,1100.6,1344.0,,-1393.9,-1433.4,-1190.0,,False,True,
New York,38273,33593.9,33502.4,34182.0,,-4679.1,-4770.6,-4091.0,,False,True,
North Carolina,6892,5620.9,5010.9,6518.0,,-1271.1,-1881.1,-374.0,,False,True,
North Dakota,1317,358.3,733.2,472.0,,-958.7,-583.8,-845.0,,True,True,
Ohio,13722,6888.7,6282.9,7894.0,,-7116.3,-7722.1,-6111.0,,False,True,
Oklahoma,2527,1729.6,1744.3,2234.0,,-797.4,-782.7,-293.0,,True,True,
Oregon,1492,953.0,794.0,958.0,,-539.0,-698.0,-534.0,,False,True,
Pennsylvania,16179,9081.7,9661.0,9171.0,,-7097.3,-6518.0,-7008.0,,True,True,
Rhode Island,1957,1324.7,1214.1,1158.0,,-607.3,-717.9,-774.0,,False,False,
South Carolina,5385,5870.7,5330.0,4971.0,,485.7,-55.0,-414.0,,True,True,
South Dakota,1501,358.4,448.0,574.0,,-1142.6,-1053.0,-927.0,,True,True,
Tennessee,6970,5455.6,3860.5,4901.0,,-1514.4,-3109.5,-2069.0,,False,False,
Texas,28442,26313.7,18704.6,25242.0,29041.0,-1824.3,-9433.4,-2896.0,903.0,False,False,True
Utah,1294,607.4,1049.3,1047.0,,-686.6,-244.7,-247.0,,True,True,
Vermont,139,58.0,65.3,101.0,,-81.0,-73.7,-38.0,,True,True,
Virginia,5117,3453.4,4224.3,4463.0,,-1663.6,-892.7,-654.0,,True,True,
Washington,3461,2593.6,2565.4,2400.0,,-875.4,-903.6,-1069.0,,False,False,
West Virginia,1373,552.4,1757.7,985.0,,-820.6,384.7,-388.0,,True,True,
Wisconsin,5256,1876.0,2926.9,2168.0,,-3322.0,-2271.1,-3030.0,,True,True,
Wyoming,438,42.0,78.5,244.0,,-396.0,-359.5,-194.0,,True,True,
US,356522,275418.1,235673.4,273922.0,267222.0,-80991.9,-120736.6,-82488.0,-89188.0,False,False,False
