,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4872,4822.7,3607.1,3732.5,3546.0,,-49.3,-1264.9,-1139.5,-1326.0,,False,False,False,
Alaska,215,126.3,135.8,37.4,,,-88.7,-79.2,-177.6,,,True,False,,
Arizona,9061,9655.0,6556.8,8807.5,8059.0,,594.0,-2504.2,-253.5,-1002.0,,False,True,False,
Arkansas,3729,2516.1,1821.8,3014.1,2236.0,,-1212.9,-1907.2,-714.9,-1493.0,,False,True,False,
California,26551,26937.0,21832.3,54619.9,22941.0,,386.0,-4718.7,28068.9,-3610.0,,False,False,False,
Colorado,4912,2370.6,2208.2,3345.7,2365.0,,-2541.4,-2703.8,-1566.3,-2547.0,,False,True,False,
Connecticut,6099,4554.3,4582.3,4858.4,4608.0,,-1544.7,-1516.7,-1240.6,-1491.0,,True,True,True,
Delaware,930,675.4,663.8,798.9,685.0,,-254.6,-266.2,-131.1,-245.0,,False,True,True,
District of Columbia,792,641.7,653.5,1124.0,662.0,,-150.3,-138.5,332.0,-130.0,,True,False,True,
Florida,21890,25297.6,15227.5,26552.4,20638.0,,3407.6,-6662.5,4662.4,-1252.0,,False,False,True,
Georgia,10960,14032.6,9388.4,13825.4,8936.0,,3072.6,-1571.6,2865.4,-2024.0,,True,True,True,
Hawaii,289,348.7,762.8,65.8,,,59.7,473.8,-223.2,,,False,False,,
Idaho,1448,1287.6,792.2,1679.1,1001.0,,-160.4,-655.8,231.1,-447.0,,False,False,False,
Illinois,18217,10710.1,10643.3,17557.9,9628.0,,-7506.9,-7573.7,-659.1,-8589.0,,False,True,False,
Indiana,8410,4558.9,4645.3,8094.9,4577.0,,-3851.1,-3764.7,-315.1,-3833.0,,True,True,True,
Iowa,3946,2470.1,4766.0,3599.5,2373.0,,-1475.9,820.0,-346.5,-1573.0,,True,True,False,
Kansas,2872,859.7,1153.4,2064.2,749.0,,-2012.3,-1718.6,-807.8,-2123.0,,True,True,False,
Kentucky,2698,1946.9,2010.2,4319.3,1446.0,,-751.1,-687.8,1621.3,-1252.0,,True,False,False,
Louisiana,7488,8234.6,5759.8,8977.8,8213.0,,746.6,-1728.2,1489.8,725.0,,False,False,True,
Maine,358,149.9,207.6,267.3,303.0,,-208.1,-150.4,-90.7,-55.0,,True,True,True,
Maryland,5967,4841.3,4217.5,5702.4,4077.0,,-1125.7,-1749.5,-264.6,-1890.0,,False,True,False,
Massachusetts,12502,11334.7,9992.2,13818.4,10440.0,,-1167.3,-2509.8,1316.4,-2062.0,,False,False,False,
Michigan,13306,8337.3,7973.8,12800.8,8056.0,,-4968.7,-5332.2,-505.2,-5250.0,,False,True,False,
Minnesota,5436,2793.6,3178.2,5910.0,2754.0,,-2642.4,-2257.8,474.0,-2682.0,,True,True,False,
Mississippi,4840,6030.3,3946.0,4889.6,5412.0,,1190.3,-894.0,49.6,572.0,,True,True,True,
Missouri,5721,2961.6,3057.6,6049.2,2355.0,,-2759.4,-2663.4,328.2,-3366.0,,True,True,False,
Montana,971,354.0,332.5,106.6,319.0,,-617.0,-638.5,-864.4,-652.0,,False,False,False,
Nebraska,1669,642.0,784.5,1711.4,651.0,,-1027.0,-884.5,42.4,-1018.0,,True,True,True,
Nevada,3148,3177.0,2141.2,4525.9,2646.0,,29.0,-1006.8,1377.9,-502.0,,False,False,False,
New Hampshire,769,485.6,459.6,684.4,568.0,,-283.4,-309.4,-84.6,-201.0,,False,True,True,
New Jersey,19187,15776.3,16123.4,16752.7,16366.0,,-3410.7,-3063.6,-2434.3,-2821.0,,True,True,True,
New Mexico,2534,1216.4,1063.4,2603.5,1224.0,,-1317.6,-1470.6,69.5,-1310.0,,False,True,True,
New York,38273,34165.3,33249.1,35654.5,33599.0,,-4149.7,-5065.9,-2660.5,-4716.0,,False,True,False,
North Carolina,6892,5567.0,5437.6,10525.1,5543.0,,-1325.0,-1454.4,3633.1,-1349.0,,False,False,False,
North Dakota,1317,249.1,687.3,623.2,316.0,,-1067.9,-629.7,-693.8,-1001.0,,True,True,True,
Ohio,9017,6825.4,6201.9,11454.0,6426.0,,-2191.6,-2815.1,2437.0,-2591.0,,False,False,False,
Oklahoma,2527,2102.6,1857.9,3730.6,1999.0,,-424.4,-669.1,1203.6,-528.0,,False,False,False,
Oregon,1492,1190.1,863.5,3172.7,740.0,,-301.9,-628.5,1680.7,-752.0,,False,False,False,
Pennsylvania,16179,9461.6,9173.0,18268.0,8348.0,,-6717.4,-7006.0,2089.0,-7831.0,,False,True,False,
Rhode Island,1777,1331.7,1133.0,1760.5,1227.0,,-445.3,-644.0,-16.5,-550.0,,False,True,False,
South Carolina,5385,6369.7,4892.4,6464.3,4543.0,,984.7,-492.6,1079.3,-842.0,,True,False,True,
South Dakota,1501,274.1,830.8,472.4,354.0,,-1226.9,-670.2,-1028.6,-1147.0,,True,True,True,
Tennessee,6970,4961.3,3622.6,6784.0,4070.0,,-2008.7,-3347.4,-186.0,-2900.0,,False,True,False,
Texas,28442,30308.0,22401.8,30813.4,30673.0,24481.0,2247.0,-5659.2,2752.4,2612.0,-3580.0,False,False,False,False
Utah,1294,799.9,938.0,2030.6,835.0,,-494.1,-356.0,736.6,-459.0,,True,False,True,
Vermont,139,58.0,64.3,62.3,66.0,,-81.0,-74.7,-76.7,-73.0,,True,True,True,
Virginia,5117,4390.4,3893.2,3830.5,3416.0,,-726.6,-1223.8,-1286.5,-1701.0,,False,False,False,
Washington,3461,2655.0,2254.1,6956.7,2548.0,,-807.0,-1207.9,3494.7,-914.0,,False,False,False,
West Virginia,1373,839.0,590.1,595.2,433.0,,-534.0,-782.9,-777.8,-940.0,,False,False,False,
