,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
18001,85,108.0,,90.9,,86.0,323.0,59.0,,,,104.9,,100.2,,,249.0,68.1,,135.3,47.5,,60.0,76.0,,,,89.0,119.0,133.2,,,,,,,,,85.1,150.3,23.0,,5.9,,1.0,238.0,-26.0,,,,19.9,,15.2,,,164.0,-16.9,,50.3,-37.5,,-25.0,-9.0,,,,4.0,34.0,48.2,,,,,,,,,0.1,65.3,,True,,True,False,False,,,,True,,True,,,False,True,,False,False,,False,True,,,,True,False,False,,,,,,,,,True,False
18003,1174,1833.0,,1767.4,1195.6,1511.0,2784.0,2063.0,,,,1344.7,,1006.5,,,2062.0,977.9,,1625.2,896.5,,1222.0,1427.1,,,,1414.0,1599.0,2161.6,,,,,,1031.0,,,1554.5,1774.3,659.0,,593.4,21.6,337.0,1610.0,889.0,,,,170.7,,-167.5,,,888.0,-196.1,,451.2,-277.5,,48.0,253.1,,,,240.0,425.0,987.6,,,,,,-143.0,,,380.5,600.3,,True,True,True,False,False,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,True,True
18005,359,465.0,,446.9,,365.0,905.0,334.0,,,,333.8,,382.8,,,432.0,198.1,,417.0,149.5,,326.0,367.1,,,,384.0,364.0,487.7,,,,,,,,,321.9,555.4,106.0,,87.9,,6.0,546.0,-25.0,,,,-25.2,,23.8,,,73.0,-160.9,,58.0,-209.5,,-33.0,8.1,,,,25.0,5.0,128.7,,,,,,,,,-37.1,196.4,,True,,True,False,True,,,,True,,True,,,True,False,,True,False,,True,True,,,,True,True,False,,,,,,,,,True,False
18007,21,18.0,,17.8,,15.0,115.0,1.0,,,,30.1,,13.0,,,34.0,13.0,,29.2,,,0.0,11.4,,,,16.0,13.0,36.5,,,,,,,,,6.0,39.7,-3.0,,-3.2,,-6.0,94.0,-20.0,,,,9.1,,-8.0,,,13.0,-8.0,,8.2,,,-21.0,-9.6,,,,-5.0,-8.0,15.5,,,,,,,,,-15.0,18.7,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
18009,14,45.0,,52.1,,44.0,190.0,26.0,,,,46.7,,35.9,,,75.0,95.1,,53.5,,,28.0,36.0,,,,61.0,30.0,92.6,,,,,,,,,40.5,80.5,31.0,,38.1,,30.0,176.0,12.0,,,,32.7,,21.9,,,61.0,81.1,,39.5,,,14.0,22.0,,,,47.0,16.0,78.6,,,,,,,,,26.5,66.5,,False,,True,False,True,,,,False,,True,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,,,,True,False
18011,211,396.0,,375.2,,271.0,633.0,310.0,,,,249.9,,221.8,,,283.0,154.6,,296.5,104.0,,203.0,240.4,,,,297.0,322.0,369.5,,,,,,,,,267.5,414.7,185.0,,164.2,,60.0,422.0,99.0,,,,38.9,,10.8,,,72.0,-56.4,,85.5,-107.0,,-8.0,29.4,,,,86.0,111.0,158.5,,,,,,,,,56.5,203.7,,True,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,False
18013,21,54.0,,48.5,,38.0,155.0,13.0,,,,33.5,,54.0,,,76.0,10.1,,39.6,,,23.0,34.5,,,,25.0,47.0,50.4,,,,,,,,,18.4,55.4,33.0,,27.5,,17.0,134.0,-8.0,,,,12.5,,33.0,,,55.0,-10.9,,18.6,,,2.0,13.5,,,,4.0,26.0,29.4,,,,,,,,,-2.6,34.4,,True,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
18015,41,111.0,,110.1,,80.0,257.0,83.0,,,,70.3,,91.2,,,85.0,52.2,,73.7,,,71.0,84.1,,,,92.0,70.0,83.3,,,,,,,,,70.6,102.5,70.0,,69.1,,39.0,216.0,42.0,,,,29.3,,50.2,,,44.0,11.2,,32.7,,,30.0,43.1,,,,51.0,29.0,42.3,,,,,,,,,29.6,61.5,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,True
18017,255,360.0,,349.4,,195.0,653.0,238.0,,,,231.0,,112.9,,,174.0,149.7,,253.1,59.5,,156.0,166.5,,,,235.0,220.0,188.9,,,,,,,,,162.6,394.8,105.0,,94.4,,-60.0,398.0,-17.0,,,,-24.0,,-142.1,,,-81.0,-105.3,,-1.9,-195.5,,-99.0,-88.5,,,,-20.0,-35.0,-66.1,,,,,,,,,-92.4,139.8,,True,,True,False,True,,,,True,,False,,,True,False,,True,False,,True,True,,,,True,True,True,,,,,,,,,True,False
18019,424,636.0,,629.8,,485.0,1089.0,413.0,,,,574.8,,348.7,,,758.0,360.5,,666.5,231.5,,313.5,411.0,,,,500.0,542.0,726.5,,,,,,,,,196.1,830.5,212.0,,205.8,,61.0,665.0,-11.0,,,,150.8,,-75.3,,,334.0,-63.5,,242.5,-192.5,,-110.5,-13.0,,,,76.0,118.0,302.5,,,,,,,,,-227.9,406.5,,True,,True,False,True,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,False,False
18021,57,129.0,,126.5,,99.0,299.0,54.0,,,,88.3,,85.0,,,145.0,39.1,,75.3,,,72.0,69.9,,,,90.0,86.0,119.6,,,,,,,,,102.7,166.1,72.0,,69.5,,42.0,242.0,-3.0,,,,31.3,,28.0,,,88.0,-17.9,,18.3,,,15.0,12.9,,,,33.0,29.0,62.6,,,,,,,,,45.7,109.1,,True,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
18023,89,81.0,,74.0,,68.0,290.0,37.0,,,,125.8,,48.6,,,154.0,49.1,,138.1,41.0,,32.0,66.1,,,,62.0,78.0,135.6,,,,,,,,,18.1,138.6,-8.0,,-15.0,,-21.0,201.0,-52.0,,,,36.8,,-40.4,,,65.0,-39.9,,49.1,-48.0,,-57.0,-22.9,,,,-27.0,-11.0,46.6,,,,,,,,,-70.9,49.6,,False,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
18025,32,66.0,,69.4,,56.0,187.0,61.0,,,,43.3,,47.6,,,57.0,103.5,,43.5,,,15.0,36.2,,,,66.0,50.0,69.1,,,,,,,,,49.6,69.3,34.0,,37.4,,24.0,155.0,29.0,,,,11.3,,15.6,,,25.0,71.5,,11.5,,,-17.0,4.2,,,,34.0,18.0,37.1,,,,,,,,,17.6,37.3,,False,,True,False,True,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,,,True,False
18027,33,48.0,,45.0,,48.0,288.0,55.0,,,,100.6,,71.1,,,178.0,54.1,,117.6,13.5,,10.0,47.8,,,,43.0,68.0,374.6,,,,,,,,,6.8,147.0,15.0,,12.0,,15.0,255.0,22.0,,,,67.6,,38.1,,,145.0,21.1,,84.6,-19.5,,-23.0,14.8,,,,10.0,35.0,341.6,,,,,,,,,-26.2,114.0,,True,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,True,,,,True,False,False,,,,,,,,,False,False
18029,233,333.0,,330.5,,235.0,600.0,191.0,,,,249.8,,144.4,,,321.0,186.2,,291.4,74.5,,187.0,219.8,,,,268.0,236.0,337.8,,,,,,,,,148.8,402.0,100.0,,97.5,,2.0,367.0,-42.0,,,,16.8,,-88.6,,,88.0,-46.8,,58.4,-158.5,,-46.0,-13.2,,,,35.0,3.0,104.8,,,,,,,,,-84.2,169.0,,True,,True,False,True,,,,True,,True,,,True,True,,True,False,,True,True,,,,True,True,False,,,,,,,,,True,False
18031,41,126.0,,134.7,,130.0,381.0,146.0,,,,116.8,,68.8,,144.1,171.0,230.2,,99.8,,,47.0,86.3,,,,143.0,116.0,104.5,,,,,,,,,134.9,170.1,85.0,,93.7,,89.0,340.0,105.0,,,,75.8,,27.8,,103.1,130.0,189.2,,58.8,,,6.0,45.3,,,,102.0,75.0,63.5,,,,,,,,,93.9,129.1,,False,,False,False,False,,,,True,,True,,False,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,False,False
18033,134,267.0,,257.2,,193.0,506.0,153.0,,,,139.9,,186.3,,,232.0,73.9,,173.0,52.0,,229.0,205.0,,,,195.0,206.0,272.6,,,,,,,,,188.8,,133.0,,123.2,,59.0,372.0,19.0,,,,5.9,,52.3,,,98.0,-60.1,,39.0,-82.0,,95.0,71.0,,,,61.0,72.0,138.6,,,,,,,,,54.8,,,True,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,
18035,194,402.0,,434.1,,350.0,852.0,360.0,,,,276.5,,325.8,,,708.0,261.3,,529.3,133.5,,172.0,269.8,,,,322.0,354.0,630.7,,,,,,,,,134.2,552.8,208.0,,240.1,,156.0,658.0,166.0,,,,82.5,,131.8,,,514.0,67.3,,335.3,-60.5,,-22.0,75.8,,,,128.0,160.0,436.7,,,,,,,,,-59.8,358.8,,False,,True,False,True,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18037,117,183.0,,214.5,,158.0,550.0,74.0,,,,203.5,,75.0,,,226.0,152.4,,225.7,61.0,,81.0,137.7,,,,127.0,159.0,247.3,,,,,,,,,112.4,278.5,66.0,,97.5,,41.0,433.0,-43.0,,,,86.5,,-42.0,,,109.0,35.4,,108.7,-56.0,,-36.0,20.7,,,,10.0,42.0,130.3,,,,,,,,,-4.6,161.5,,False,,True,False,True,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18039,472,474.0,,484.5,,437.0,1280.0,474.0,,,,660.1,,194.5,,,963.0,234.9,,774.9,394.0,,231.0,355.2,,,,320.0,569.0,848.5,,,,,,243.0,,,289.6,712.5,2.0,,12.5,,-35.0,808.0,2.0,,,,188.1,,-277.5,,,491.0,-237.1,,302.9,-78.0,,-241.0,-116.8,,,,-152.0,97.0,376.5,,,,,,-229.0,,,-182.4,240.5,,False,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
18041,58,174.0,,177.0,,131.0,389.0,131.0,,,,102.4,,124.2,,,168.0,133.0,,117.3,,,99.0,125.6,,,,151.0,131.0,128.2,,,,,,,,,139.8,143.6,116.0,,119.0,,73.0,331.0,73.0,,,,44.4,,66.2,,,110.0,75.0,,59.3,,,41.0,67.6,,,,93.0,73.0,70.2,,,,,,,,,81.8,85.6,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,True
18043,237,498.0,,515.9,,376.0,805.0,592.0,,,,314.9,,285.8,,,481.0,271.8,,383.0,157.5,,239.0,281.5,,,,360.0,337.0,464.3,,,,,,,,,514.6,511.2,261.0,,278.9,,139.0,568.0,355.0,,,,77.9,,48.8,,,244.0,34.8,,146.0,-79.5,,2.0,44.5,,,,123.0,100.0,227.3,,,,,,,,,277.6,274.2,,False,,True,False,False,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,False,False
18045,55,108.0,,123.6,,69.0,274.0,14.0,,,,79.8,,48.8,,,75.0,65.7,,79.0,,,37.0,63.2,,,,78.0,70.0,90.7,,,,,,,,,37.7,134.5,53.0,,68.6,,14.0,219.0,-41.0,,,,24.8,,-6.2,,,20.0,10.7,,24.0,,,-18.0,8.2,,,,23.0,15.0,35.7,,,,,,,,,-17.3,79.5,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
18047,29,39.0,,34.0,,37.0,185.0,30.0,,,,66.7,,64.1,,,155.0,20.0,,65.1,,,16.0,38.1,,,,34.0,45.0,98.1,,,,,,,,,2.7,106.0,10.0,,5.0,,8.0,156.0,1.0,,,,37.7,,35.1,,,126.0,-9.0,,36.1,,,-13.0,9.1,,,,5.0,16.0,69.1,,,,,,,,,-26.3,77.0,,True,,True,False,True,,,,False,,False,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,,,False,False
18049,51,96.0,,93.6,,68.0,241.0,65.0,,,,66.1,,54.4,,,90.0,51.5,,84.6,,,52.0,54.2,,,,74.0,90.0,79.8,,,,,,,,,41.7,112.4,45.0,,42.6,,17.0,190.0,14.0,,,,15.1,,3.4,,,39.0,0.5,,33.6,,,1.0,3.2,,,,23.0,39.0,28.8,,,,,,,,,-9.3,61.4,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
18051,87,120.0,,104.2,,109.0,399.0,131.0,,,,159.1,,51.9,,,154.0,69.9,,230.1,37.0,,46.0,86.5,,,,85.0,142.0,276.4,,,,,,,,,18.8,239.1,33.0,,17.2,,22.0,312.0,44.0,,,,72.1,,-35.1,,,67.0,-17.1,,143.1,-50.0,,-41.0,-0.5,,,,-2.0,55.0,189.4,,,,,,,,,-68.2,152.1,,True,,True,False,False,,,,False,,False,,,False,True,,False,False,,False,True,,,,True,False,False,,,,,,,,,False,False
18053,124,303.0,,308.9,,265.0,622.0,341.0,,,,177.0,,210.8,,,360.0,95.5,,266.5,,,165.0,196.7,,,,208.0,238.0,380.2,,,,,,,,,200.4,372.4,179.0,,184.9,,141.0,498.0,217.0,,,,53.0,,86.8,,,236.0,-28.5,,142.5,,,41.0,72.7,,,,84.0,114.0,256.2,,,,,,,,,76.4,248.4,,False,,True,False,False,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,True,False
18055,54,135.0,,148.8,,92.0,322.0,65.0,,,,103.3,,123.0,,,149.0,79.3,,112.6,27.0,,72.0,85.7,,,,104.0,105.0,116.8,,,,,,,,,57.3,151.1,81.0,,94.8,,38.0,268.0,11.0,,,,49.3,,69.0,,,95.0,25.3,,58.6,-27.0,,18.0,31.7,,,,50.0,51.0,62.8,,,,,,,,,3.3,97.1,,False,,True,False,True,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,False
18057,1181,1287.0,,1275.7,1184.1,971.0,2309.0,938.0,,,,1330.0,,689.0,,771.4,1675.0,614.1,,1604.6,680.0,,681.0,958.2,,,,970.0,1130.0,1875.1,,,,,,671.0,,,263.9,1706.6,106.0,,94.7,3.1,-210.0,1128.0,-243.0,,,,149.0,,-492.0,,-409.6,494.0,-566.9,,423.6,-501.0,,-500.0,-222.8,,,,-211.0,-51.0,694.1,,,,,,-510.0,,,-917.1,525.6,,True,True,False,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,False,True,False,,,,,,False,,,False,False
18059,193,405.0,,427.7,,323.0,753.0,295.0,,,,317.6,,218.5,,,423.0,277.0,,361.8,149.5,,209.0,288.7,,,,339.0,393.0,423.7,,,,,,,,,149.8,483.9,212.0,,234.7,,130.0,560.0,102.0,,,,124.6,,25.5,,,230.0,84.0,,168.8,-43.5,,16.0,95.7,,,,146.0,200.0,230.7,,,,,,,,,-43.2,290.9,,False,,True,False,True,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18061,162,270.0,,270.4,,215.0,568.0,185.0,,,,183.0,,162.0,,,234.0,176.1,,233.9,66.0,,143.0,184.9,,,,231.0,230.0,228.5,,,,,,,,,224.8,335.4,108.0,,108.4,,53.0,406.0,23.0,,,,21.0,,-0.0,,,72.0,14.1,,71.9,-96.0,,-19.0,22.9,,,,69.0,68.0,66.5,,,,,,,,,62.8,173.4,,False,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,False
18063,474,786.0,,752.8,,583.0,1366.0,656.0,,,,724.4,,468.5,,525.7,745.0,410.5,,779.9,203.5,,438.0,546.4,,,,605.0,733.0,938.6,,,,,,368.0,,,319.8,1045.0,312.0,,278.8,,109.0,892.0,182.0,,,,250.4,,-5.5,,51.7,271.0,-63.5,,305.9,-270.5,,-36.0,72.4,,,,131.0,259.0,464.6,,,,,,-106.0,,,-154.2,571.0,,True,,True,False,True,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
18065,92,186.0,,184.1,,159.0,488.0,94.0,,,,189.6,,94.3,,,316.0,69.6,,182.0,65.0,,112.0,160.2,,,,124.0,162.0,261.3,,,,,,,,,44.9,265.0,94.0,,92.1,,67.0,396.0,2.0,,,,97.6,,2.3,,,224.0,-22.4,,90.0,-27.0,,20.0,68.2,,,,32.0,70.0,169.3,,,,,,,,,-47.1,173.0,,True,,True,False,True,,,,False,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18067,181,420.0,,407.7,,326.0,864.0,262.0,,,,353.9,,227.4,,,405.0,321.1,,526.7,138.5,,219.0,303.7,,,,351.0,315.0,455.0,,,,,,,,,229.0,555.8,239.0,,226.7,,145.0,683.0,81.0,,,,172.9,,46.4,,,224.0,140.1,,345.7,-42.5,,38.0,122.7,,,,170.0,134.0,274.0,,,,,,,,,48.0,374.8,,True,,True,False,True,,,,True,,True,,,True,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18069,218,399.0,,390.3,,297.0,648.0,334.0,,,,151.1,,217.2,,,219.0,327.7,,170.1,65.5,,321.0,268.7,,,,308.0,286.0,209.5,,,,,,,,,408.1,282.4,181.0,,172.3,,79.0,430.0,116.0,,,,-66.9,,-0.8,,,1.0,109.7,,-47.9,-152.5,,103.0,50.7,,,,90.0,68.0,-8.5,,,,,,,,,190.1,64.4,,True,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,False,True
18071,82,288.0,,287.8,,224.0,538.0,240.0,,,,165.4,,142.4,,,258.0,202.8,,160.9,50.0,,183.0,194.0,,,,254.0,227.0,291.7,,,,,,,,,250.3,256.2,206.0,,205.8,,142.0,456.0,158.0,,,,83.4,,60.4,,,176.0,120.8,,78.9,-32.0,,101.0,112.0,,,,172.0,145.0,209.7,,,,,,,,,168.3,174.2,,True,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,True
18073,106,147.0,,162.3,,107.0,333.0,105.0,,,,111.9,,88.7,,,139.0,83.2,,154.9,24.0,,73.0,97.5,,,,111.0,130.0,147.8,,,,,,,,,67.9,151.0,41.0,,56.3,,1.0,227.0,-1.0,,,,5.9,,-17.3,,,33.0,-22.8,,48.9,-82.0,,-33.0,-8.5,,,,5.0,24.0,41.8,,,,,,,,,-38.1,45.0,,False,,True,False,True,,,,True,,True,,,True,True,,False,False,,True,True,,,,True,True,False,,,,,,,,,True,False
18075,23,42.0,,39.1,,52.0,186.0,72.0,,,,55.9,,48.8,,,152.0,57.8,,47.8,,,2.0,30.2,,,,38.0,62.0,84.6,,,,,,,,,35.0,89.4,19.0,,16.1,,29.0,163.0,49.0,,,,32.9,,25.8,,,129.0,34.8,,24.8,,,-21.0,7.2,,,,15.0,39.0,61.6,,,,,,,,,12.0,66.4,,True,,False,False,False,,,,False,,False,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,True,False
18077,90,177.0,,167.6,,136.0,451.0,123.0,,,,133.1,,109.5,,,225.0,79.1,,158.8,34.5,,79.0,123.2,,,,131.0,160.0,163.5,,,,,,,,,91.8,230.8,87.0,,77.6,,46.0,361.0,33.0,,,,43.1,,19.5,,,135.0,-10.9,,68.8,-55.5,,-11.0,33.2,,,,41.0,70.0,73.5,,,,,,,,,1.8,140.8,,True,,True,False,True,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,False
18079,59,93.0,,90.7,,82.0,258.0,72.0,,,,84.8,,89.9,,,188.0,37.2,,83.6,,,52.0,70.9,,,,67.0,75.0,130.4,,,,,,,,,52.4,118.1,34.0,,31.7,,23.0,199.0,13.0,,,,25.8,,30.9,,,129.0,-21.8,,24.6,,,-7.0,11.9,,,,8.0,16.0,71.4,,,,,,,,,-6.6,59.1,,True,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,True,False
18081,413,636.0,,588.4,,419.0,1233.0,404.0,,,,736.3,,323.6,,378.1,859.0,315.8,,734.8,278.5,,291.0,433.5,,,,426.0,559.0,912.1,,,,,,288.0,,,140.3,957.4,223.0,,175.4,,6.0,820.0,-9.0,,,,323.3,,-89.4,,-34.9,446.0,-97.2,,321.8,-134.5,,-122.0,20.5,,,,13.0,146.0,499.1,,,,,,-125.0,,,-272.7,544.4,,True,,True,False,True,,,,False,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,,,False,False
18083,46,129.0,,130.9,,115.0,488.0,81.0,,,,121.9,,98.6,,,167.0,107.3,,130.5,35.0,,30.0,96.3,,,,101.0,145.0,183.9,,,,,,,,,91.8,203.6,83.0,,84.9,,69.0,442.0,35.0,,,,75.9,,52.6,,,121.0,61.3,,84.5,-11.0,,-16.0,50.3,,,,55.0,99.0,137.9,,,,,,,,,45.8,157.6,,False,,True,False,True,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,,,,True,False
18085,180,330.0,,399.6,,271.0,675.0,145.0,,,,264.0,,149.3,,,367.0,105.9,,338.2,126.5,,278.0,229.1,,,,258.0,248.0,1058.1,,,,,,,,,254.2,484.5,150.0,,219.6,,91.0,495.0,-35.0,,,,84.0,,-30.7,,,187.0,-74.1,,158.2,-53.5,,98.0,49.1,,,,78.0,68.0,878.1,,,,,,,,,74.2,304.5,,False,,True,False,True,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18087,40,42.0,,38.9,,41.0,228.0,24.0,,,,71.5,,123.8,,,211.0,43.8,,98.5,19.5,,22.0,35.0,,,,33.0,125.0,175.7,,,,,,,,,7.8,78.4,2.0,,-1.1,,1.0,188.0,-16.0,,,,31.5,,83.8,,,171.0,3.8,,58.5,-20.5,,-18.0,-5.0,,,,-7.0,85.0,135.7,,,,,,,,,-32.2,38.4,,True,,True,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
18089,1138,1599.0,,1639.2,1671.5,1245.0,2829.0,1250.0,,,,1700.9,,687.7,,924.9,1784.0,556.1,,2373.5,1041.0,,785.0,1128.8,,,,1147.0,1237.0,2251.7,,,,,,846.0,,,681.0,1985.0,461.0,,501.2,533.5,107.0,1691.0,112.0,,,,562.9,,-450.3,,-213.1,646.0,-581.9,,1235.5,-97.0,,-353.0,-9.2,,,,9.0,99.0,1113.7,,,,,,-292.0,,,-457.0,847.0,,False,False,True,False,True,,,,False,,True,,True,False,False,,False,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
18091,260,273.0,,284.2,,204.0,685.0,109.0,,,,382.8,,254.2,,,417.0,95.4,,481.4,212.5,,97.0,187.9,,,,188.0,323.0,410.3,,,,,,,,,20.7,,13.0,,24.2,,-56.0,425.0,-151.0,,,,122.8,,-5.8,,,157.0,-164.6,,221.4,-47.5,,-163.0,-72.1,,,,-72.0,63.0,150.3,,,,,,,,,-239.3,,,False,,False,False,False,,,,False,,True,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,
18093,86,132.0,,116.4,,104.0,405.0,67.0,,,,153.4,,112.6,,,216.0,44.8,,163.3,54.0,,62.0,100.3,,,,83.0,116.0,192.6,,,,,,,,,65.0,194.8,46.0,,30.4,,18.0,319.0,-19.0,,,,67.4,,26.6,,,130.0,-41.2,,77.3,-32.0,,-24.0,14.3,,,,-3.0,30.0,106.6,,,,,,,,,-21.0,108.8,,True,,True,False,True,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
18095,234,336.0,,368.7,,255.0,946.0,157.0,,,,330.3,,313.2,,189.0,715.0,176.8,,624.1,242.0,,152.0,278.2,,,,227.0,409.0,678.3,,,,,,147.0,,,48.8,672.0,102.0,,134.7,,21.0,712.0,-77.0,,,,96.3,,79.2,,-45.0,481.0,-57.2,,390.1,8.0,,-82.0,44.2,,,,-7.0,175.0,444.3,,,,,,-87.0,,,-185.2,438.0,,False,,True,False,True,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,False,False
