,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
27159,57,84.0,,79.7,,51.0,200.0,0.0,,,,28.6,,72.2,,,33.0,9.1,,52.0,,,37.0,54.8,,,,106.0,78.0,64.5,,,,,,,,,71.4,95.3,27.0,,22.7,,-6.0,143.0,-57.0,,,,-28.4,,15.2,,,-24.0,-47.9,,-5.0,,,-20.0,-2.2,,,,49.0,21.0,7.5,,,,,,,,,14.4,38.3,,True,,True,False,False,,,,False,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,,,True,False
27161,81,99.0,,96.6,,87.0,256.0,80.0,,,,65.1,,44.6,,,63.0,22.0,,84.9,,,87.0,77.9,,,,89.0,135.0,95.8,,,,,,,,,98.2,104.8,18.0,,15.6,,6.0,175.0,-1.0,,,,-15.9,,-36.4,,,-18.0,-59.0,,3.9,,,6.0,-3.1,,,,8.0,54.0,14.8,,,,,,,,,17.2,23.8,,True,,True,False,True,,,,True,,False,,,False,False,,True,,,True,True,,,,True,False,True,,,,,,,,,True,False
27163,733,882.0,,888.7,,757.0,1534.0,785.0,,,,703.8,,683.2,,,870.0,293.0,,1169.3,341.5,,616.5,735.7,,,,740.0,1348.0,1278.0,,,,,,570.0,,,538.0,879.1,149.0,,155.7,,24.0,801.0,52.0,,,,-29.2,,-49.8,,,137.0,-440.0,,436.3,-391.5,,-116.5,2.7,,,,7.0,615.0,545.0,,,,,,-163.0,,,-195.0,146.1,,False,,True,False,True,,,,True,,True,,,True,False,,False,False,,True,True,,,,True,False,False,,,,,,False,,,False,True
27165,64,90.0,,88.1,,70.0,221.0,33.0,,,,28.3,,68.8,,,36.0,19.8,,43.2,,,89.0,77.8,,,,123.0,73.0,229.7,,,,,,,,,104.9,79.3,26.0,,24.1,,6.0,157.0,-31.0,,,,-35.7,,4.8,,,-28.0,-44.2,,-20.8,,,25.0,13.8,,,,59.0,9.0,165.7,,,,,,,,,40.9,15.3,,True,,True,False,False,,,,False,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,False,True
27167,20,27.0,,25.4,,21.0,100.0,0.0,,,,18.4,,17.6,,,21.0,5.7,,30.6,,,0.0,14.2,,,,17.0,53.0,64.3,,,,,,,,,26.8,24.5,7.0,,5.4,,1.0,80.0,-20.0,,,,-1.6,,-2.4,,,1.0,-14.3,,10.6,,,-20.0,-5.8,,,,-3.0,33.0,44.3,,,,,,,,,6.8,4.5,,True,,True,False,False,,,,True,,True,,,True,False,,False,,,False,True,,,,True,False,False,,,,,,,,,True,True
27169,104,114.0,,115.5,,96.0,309.0,89.0,,,,115.3,,106.4,,,218.0,83.3,,262.7,38.5,,68.0,78.0,,,,102.0,267.0,113.4,,,,,,,,,41.6,137.5,10.0,,11.5,,-8.0,205.0,-15.0,,,,11.3,,2.4,,,114.0,-20.7,,158.7,-65.5,,-36.0,-26.0,,,,-2.0,163.0,9.4,,,,,,,,,-62.4,33.5,,False,,True,False,False,,,,False,,True,,,False,False,,False,False,,False,False,,,,True,False,True,,,,,,,,,False,False
27171,394,402.0,,392.9,,341.0,802.0,341.0,,,,358.8,,285.2,,,404.0,169.5,,544.5,174.5,,218.5,296.7,,,,324.0,745.0,536.7,,,,,,275.0,,,245.0,428.4,8.0,,-1.1,,-53.0,408.0,-53.0,,,,-35.2,,-108.8,,,10.0,-224.5,,150.5,-219.5,,-175.5,-97.3,,,,-70.0,351.0,142.7,,,,,,-119.0,,,-149.0,34.4,,True,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
27173,13,9.0,,11.7,,11.0,99.0,0.0,,,,23.2,,10.7,,,36.0,5.9,,36.6,,,1.0,9.1,,,,11.0,42.0,47.3,,,,,,,,,1.3,25.6,-4.0,,-1.3,,-2.0,86.0,-13.0,,,,10.2,,-2.3,,,23.0,-7.1,,23.6,,,-12.0,-3.9,,,,-2.0,29.0,34.3,,,,,,,,,-11.7,12.6,,True,,True,False,False,,,,False,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,False,False
28001,80,72.0,,76.8,,77.0,309.0,40.0,,,,94.1,,107.7,,,148.0,32.3,,129.6,15.5,,37.0,93.3,,,,74.0,137.0,200.2,,,,,,,,,76.5,128.6,-8.0,,-3.2,,-3.0,229.0,-40.0,,,,14.1,,27.7,,,68.0,-47.7,,49.6,-64.5,,-43.0,13.3,,,,-6.0,57.0,120.2,,,,,,,,,-3.5,48.6,,True,,True,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,,,,True,False
28003,47,72.0,,74.2,,67.0,332.0,37.0,,,,119.2,,105.3,,,275.0,36.1,,163.4,52.0,,9.0,52.5,,,,65.0,138.0,176.8,,,,,,,,,30.6,151.0,25.0,,27.2,,20.0,285.0,-10.0,,,,72.2,,58.3,,,228.0,-10.9,,116.4,5.0,,-38.0,5.5,,,,18.0,91.0,129.8,,,,,,,,,-16.4,104.0,,False,,True,False,True,,,,False,,False,,,False,True,,False,True,,False,True,,,,True,False,False,,,,,,,,,True,False
28005,33,36.0,,19.1,,40.0,157.0,41.0,,,,41.7,,28.0,,,75.0,9.4,,67.9,,,1.0,26.3,,,,29.0,61.0,48.1,,,,,,,,,35.0,86.1,3.0,,-13.9,,7.0,124.0,8.0,,,,8.7,,-5.0,,,42.0,-23.6,,34.9,,,-32.0,-6.7,,,,-4.0,28.0,15.1,,,,,,,,,2.0,53.1,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,True,False
28007,21,57.0,,56.7,,54.0,240.0,29.0,,,,72.7,,26.9,,,110.0,32.6,,73.8,,,21.0,38.9,,,,39.0,80.0,65.9,,,,,,,,,29.8,102.4,36.0,,35.7,,33.0,219.0,8.0,,,,51.7,,5.9,,,89.0,11.6,,52.8,,,0.0,17.9,,,,18.0,59.0,44.9,,,,,,,,,8.8,81.4,,True,,True,False,True,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,True,False
28009,28,30.0,,34.8,,30.0,145.0,16.0,,,,41.0,,9.5,,,60.0,8.2,,50.1,,,3.0,23.3,,,,25.0,37.0,53.1,,,,,,,,,9.7,80.5,2.0,,6.8,,2.0,117.0,-12.0,,,,13.0,,-18.5,,,32.0,-19.8,,22.1,,,-25.0,-4.7,,,,-3.0,9.0,25.1,,,,,,,,,-18.3,52.5,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
28011,145,222.0,,219.2,,186.0,623.0,169.0,,,,197.4,,115.7,,,155.0,124.9,,243.4,54.5,,179.0,203.5,,,,188.0,210.0,290.3,,,,,,,,,128.7,283.0,77.0,,74.2,,41.0,478.0,24.0,,,,52.4,,-29.3,,,10.0,-20.1,,98.4,-90.5,,34.0,58.5,,,,43.0,65.0,145.3,,,,,,,,,-16.3,138.0,,True,,True,False,True,,,,True,,True,,,True,True,,False,False,,True,True,,,,True,True,False,,,,,,,,,True,False
28013,51,84.0,,116.6,,68.0,254.0,66.0,,,,61.7,,54.8,,,112.0,22.4,,81.5,,,29.0,61.8,,,,65.0,85.0,107.6,,,,,,,,,37.7,106.9,33.0,,65.6,,17.0,203.0,15.0,,,,10.7,,3.8,,,61.0,-28.6,,30.5,,,-22.0,10.8,,,,14.0,34.0,56.6,,,,,,,,,-13.3,55.9,,False,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,False
28015,44,102.0,,97.0,,74.0,250.0,34.0,,,,43.0,,60.5,,,56.0,25.5,,56.0,,,79.0,72.6,,,,104.0,84.0,67.9,,,,,,,,,90.2,192.7,58.0,,53.0,,30.0,206.0,-10.0,,,,-1.0,,16.5,,,12.0,-18.5,,12.0,,,35.0,28.6,,,,60.0,40.0,23.9,,,,,,,,,46.2,148.7,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,True,False
28017,34,57.0,,56.3,,56.0,268.0,34.0,,,,75.6,,45.7,,,134.0,21.6,,95.5,,,29.0,66.9,,,,48.0,92.0,53.8,,,,,,,,,24.0,111.7,23.0,,22.3,,22.0,234.0,0.0,,,,41.6,,11.7,,,100.0,-12.4,,61.5,,,-5.0,32.9,,,,14.0,58.0,19.8,,,,,,,,,-10.0,77.7,,True,,True,False,True,,,,False,,True,,,False,True,,False,,,True,False,,,,True,False,True,,,,,,,,,True,False
28019,17,39.0,,40.1,,34.0,146.0,25.0,,,,27.8,,22.6,,,60.0,5.8,,34.1,,,15.0,33.2,,,,21.0,47.0,34.0,,,,,,,,,34.6,51.6,22.0,,23.1,,17.0,129.0,8.0,,,,10.8,,5.6,,,43.0,-11.2,,17.1,,,-2.0,16.2,,,,4.0,30.0,17.0,,,,,,,,,17.6,34.6,,False,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,True,,,,,,,,,True,False
28021,22,51.0,,56.1,,50.0,208.0,53.0,,,,43.1,,33.8,,,33.0,44.4,,59.3,,,32.0,47.6,,,,70.0,59.0,80.2,,,,,,,,,56.9,77.1,29.0,,34.1,,28.0,186.0,31.0,,,,21.1,,11.8,,,11.0,22.4,,37.3,,,10.0,25.6,,,,48.0,37.0,58.2,,,,,,,,,34.9,55.1,,False,,True,False,False,,,,True,,True,,,True,True,,False,,,True,True,,,,False,False,False,,,,,,,,,False,False
28023,73,90.0,,98.8,,83.0,294.0,63.0,,,,78.1,,56.4,,,96.0,30.4,,138.9,,,47.0,84.6,,,,73.0,102.0,132.4,,,,,,,,,71.1,130.5,17.0,,25.8,,10.0,221.0,-10.0,,,,5.1,,-16.6,,,23.0,-42.6,,65.9,,,-26.0,11.6,,,,0.0,29.0,59.4,,,,,,,,,-1.9,57.5,,False,,True,False,True,,,,True,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,True,False
28025,33,54.0,,53.5,,53.0,209.0,39.0,,,,68.1,,37.3,,,136.0,12.6,,102.3,,,3.0,36.1,,,,36.0,71.0,66.6,,,,,,,,,16.0,100.9,21.0,,20.5,,20.0,176.0,6.0,,,,35.1,,4.3,,,103.0,-20.4,,69.3,,,-30.0,3.1,,,,3.0,38.0,33.6,,,,,,,,,-17.0,67.9,,True,,True,False,True,,,,False,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,,,True,False
28027,135,186.0,,173.5,,124.0,402.0,150.0,,,,118.1,,119.9,,,127.0,23.6,,163.4,,,78.0,114.2,,,,157.0,145.0,169.4,,,,,,,,,80.9,218.9,51.0,,38.5,,-11.0,267.0,15.0,,,,-16.9,,-15.1,,,-8.0,-111.4,,28.4,,,-57.0,-20.8,,,,22.0,10.0,34.4,,,,,,,,,-54.1,83.9,,True,,True,False,True,,,,True,,True,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,,,False,False
28029,100,147.0,,156.0,,121.0,355.0,135.0,,,,110.0,,90.7,,,151.0,59.0,,157.2,,,108.0,108.9,,,,132.0,163.0,88.9,,,,,,,,,97.6,152.9,47.0,,56.0,,21.0,255.0,35.0,,,,10.0,,-9.3,,,51.0,-41.0,,57.2,,,8.0,8.9,,,,32.0,63.0,-11.1,,,,,,,,,-2.4,52.9,,False,,True,False,True,,,,True,,True,,,False,True,,False,,,True,True,,,,True,False,True,,,,,,,,,True,False
28031,100,141.0,,135.3,,106.0,354.0,59.0,,,,92.3,,78.9,,,116.0,33.7,,125.2,,,89.0,117.5,,,,104.0,97.0,77.2,,,,,,,,,109.7,203.2,41.0,,35.3,,6.0,254.0,-41.0,,,,-7.7,,-21.1,,,16.0,-66.3,,25.2,,,-11.0,17.5,,,,4.0,-3.0,-22.8,,,,,,,,,9.7,103.2,,True,,True,False,False,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
28033,732,1068.0,,1073.0,,860.0,2052.0,812.0,,,,824.4,,460.1,,807.7,1263.0,364.1,,1054.5,368.5,,689.0,955.9,,,,832.0,1180.0,1210.1,,,,,,707.0,,,677.5,1243.5,336.0,,341.0,,128.0,1320.0,80.0,,,,92.4,,-271.9,,75.7,531.0,-367.9,,322.5,-363.5,,-43.0,223.9,,,,100.0,448.0,478.1,,,,,,-25.0,,,-54.5,511.5,,False,,True,False,True,,,,True,,True,,True,False,False,,True,False,,True,True,,,,True,False,False,,,,,,True,,,True,False
28035,469,468.0,,446.3,,399.0,899.0,383.0,,,,297.3,,346.6,,,437.0,304.0,,527.8,143.0,,415.0,383.8,,,,450.0,436.0,446.2,,,,,,,,,394.9,572.2,-1.0,,-22.7,,-70.0,430.0,-86.0,,,,-171.7,,-122.4,,,-32.0,-165.0,,58.8,-326.0,,-54.0,-85.2,,,,-19.0,-33.0,-22.8,,,,,,,,,-74.1,103.2,,False,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
28037,21,30.0,,30.2,,25.0,143.0,20.0,,,,29.7,,32.2,,,40.0,5.3,,34.5,,,10.0,25.5,,,,25.0,39.0,35.4,,,,,,,,,2.6,31.2,9.0,,9.2,,4.0,122.0,-1.0,,,,8.7,,11.2,,,19.0,-15.7,,13.5,,,-11.0,4.5,,,,4.0,18.0,14.4,,,,,,,,,-18.4,10.2,,False,,True,False,True,,,,True,,False,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,False,False
28039,81,162.0,,181.3,,147.0,413.0,103.0,,,,95.1,,104.9,,,178.0,53.3,,143.2,,,130.0,134.0,,,,137.0,168.0,198.6,,,,,,,,,150.1,378.7,81.0,,100.3,,66.0,332.0,22.0,,,,14.1,,23.9,,,97.0,-27.7,,62.2,,,49.0,53.0,,,,56.0,87.0,117.6,,,,,,,,,69.1,297.7,,False,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,False
28041,54,84.0,,82.2,,70.0,269.0,48.0,,,,48.6,,53.6,,,94.0,30.6,,64.9,,,69.0,75.8,,,,74.0,81.0,77.7,,,,,,,,,65.6,149.0,30.0,,28.2,,16.0,215.0,-6.0,,,,-5.4,,-0.4,,,40.0,-23.4,,10.9,,,15.0,21.8,,,,20.0,27.0,23.7,,,,,,,,,11.6,95.0,,True,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
28043,77,231.0,,222.2,,156.0,472.0,115.0,,,,94.6,,149.1,,,125.0,64.8,,90.3,,,140.0,162.2,,,,190.0,205.0,180.4,,,,,,,,,172.8,232.9,154.0,,145.2,,79.0,395.0,38.0,,,,17.6,,72.1,,,48.0,-12.2,,13.3,,,63.0,85.2,,,,113.0,128.0,103.4,,,,,,,,,95.8,155.9,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
28045,229,258.0,,260.9,,187.0,550.0,69.0,,,,146.4,,245.2,,,313.0,42.7,,333.9,111.5,,131.0,185.3,,,,199.0,263.0,146.9,,,,,,,,,264.5,291.7,29.0,,31.9,,-42.0,321.0,-160.0,,,,-82.6,,16.2,,,84.0,-186.3,,104.9,-117.5,,-98.0,-43.7,,,,-30.0,34.0,-82.1,,,,,,,,,35.5,62.7,,False,,False,False,False,,,,False,,True,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
28047,862,1212.0,,1149.0,,723.0,1934.0,598.0,,,,706.5,,901.5,,712.8,1257.0,425.4,,1258.1,598.0,,469.0,769.5,,,,950.0,1229.0,601.5,,,,,,515.0,,,717.5,1366.9,350.0,,287.0,,-139.0,1072.0,-264.0,,,,-155.5,,39.5,,-149.2,395.0,-436.6,,396.1,-264.0,,-393.0,-92.5,,,,88.0,367.0,-260.5,,,,,,-347.0,,,-144.5,504.9,,True,,True,False,True,,,,True,,True,,True,False,False,,False,True,,False,True,,,,True,False,True,,,,,,True,,,True,False
28049,587,1200.0,,1097.7,,896.0,2004.0,797.0,,,,821.8,,926.6,,879.8,1052.0,570.0,,1297.3,687.5,,781.0,916.7,,,,1011.0,1066.0,1084.0,,,,,,725.0,,,977.5,1191.2,613.0,,510.7,,309.0,1417.0,210.0,,,,234.8,,339.6,,292.8,465.0,-17.0,,710.3,100.5,,194.0,329.7,,,,424.0,479.0,497.0,,,,,,138.0,,,390.5,604.2,,True,,True,False,True,,,,True,,True,,True,True,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,True,True
28051,36,42.0,,47.5,,42.0,203.0,46.0,,,,73.9,,18.4,,,76.0,21.2,,57.9,,,25.0,33.4,,,,36.0,61.0,58.2,,,,,,,,,36.0,110.2,6.0,,11.5,,6.0,167.0,10.0,,,,37.9,,-17.6,,,40.0,-14.8,,21.9,,,-11.0,-2.6,,,,0.0,25.0,22.2,,,,,,,,,-0.0,74.2,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,True,False
28053,33,33.0,,39.2,,32.0,141.0,22.0,,,,34.3,,19.5,,,48.0,6.1,,39.0,,,5.0,20.1,,,,23.0,38.0,52.7,,,,,,,,,18.9,51.9,0.0,,6.2,,-1.0,108.0,-11.0,,,,1.3,,-13.5,,,15.0,-26.9,,6.0,,,-28.0,-12.9,,,,-10.0,5.0,19.7,,,,,,,,,-14.1,18.9,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
28055,0,9.0,,8.6,,6.0,79.0,0.0,,,,5.2,,11.2,,,6.0,6.0,,3.4,,,6.0,1.1,,,,6.0,9.0,10.4,,,,,,,,,7.6,,9.0,,8.6,,6.0,79.0,0.0,,,,5.2,,11.2,,,6.0,6.0,,3.4,,,6.0,1.1,,,,6.0,9.0,10.4,,,,,,,,,7.6,,,True,,True,False,True,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,
28057,43,144.0,,145.2,,127.0,375.0,48.0,,,,106.7,,71.4,,,207.0,47.2,,135.0,,,72.0,114.1,,,,94.0,154.0,256.1,,,,,,,,,84.3,169.1,101.0,,102.2,,84.0,332.0,5.0,,,,63.7,,28.4,,,164.0,4.2,,92.0,,,29.0,71.1,,,,51.0,111.0,213.1,,,,,,,,,41.3,126.1,,False,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,False
28059,609,1188.0,,1262.5,,710.0,1630.0,845.0,,,,561.5,,627.4,,721.9,877.0,287.8,,983.7,509.5,,492.0,699.6,,,,958.0,956.0,677.7,,,,,,578.0,,,1148.9,1310.5,579.0,,653.5,,101.0,1021.0,236.0,,,,-47.5,,18.4,,112.9,268.0,-321.2,,374.7,-99.5,,-117.0,90.6,,,,349.0,347.0,68.7,,,,,,-31.0,,,539.9,701.5,,False,,True,False,True,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
28061,108,150.0,,159.0,,109.0,418.0,74.0,,,,95.0,,83.4,,,103.0,41.0,,127.9,,,109.0,148.7,,,,132.0,128.0,87.3,,,,,,,,,78.2,198.9,42.0,,51.0,,1.0,310.0,-34.0,,,,-13.0,,-24.6,,,-5.0,-67.0,,19.9,,,1.0,40.7,,,,24.0,20.0,-20.7,,,,,,,,,-29.8,90.9,,False,,True,False,True,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
28063,21,30.0,,26.1,,23.0,122.0,21.0,,,,24.7,,24.0,,,33.0,7.0,,35.7,,,4.0,14.2,,,,17.0,34.0,29.1,,,,,,,,,24.4,33.0,9.0,,5.1,,2.0,101.0,0.0,,,,3.7,,3.0,,,12.0,-14.0,,14.7,,,-17.0,-6.8,,,,-4.0,13.0,8.1,,,,,,,,,3.4,12.0,,True,,True,False,True,,,,True,,True,,,False,False,,False,,,False,True,,,,True,False,True,,,,,,,,,True,False
28065,48,78.0,,73.3,,60.0,205.0,43.0,,,,39.6,,60.8,,,58.0,28.7,,52.9,,,76.0,59.6,,,,77.0,71.0,42.5,,,,,,,,,78.8,95.7,30.0,,25.3,,12.0,157.0,-5.0,,,,-8.4,,12.8,,,10.0,-19.3,,4.9,,,28.0,11.6,,,,29.0,23.0,-5.5,,,,,,,,,30.8,47.7,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,False,False
28067,389,537.0,,598.2,,441.0,997.0,455.0,,,,364.9,,266.0,,,481.0,261.9,,691.0,180.0,,394.0,385.3,,,,512.0,539.0,433.1,,,,,,,,,442.6,707.7,148.0,,209.2,,52.0,608.0,66.0,,,,-24.1,,-123.0,,,92.0,-127.1,,302.0,-209.0,,5.0,-3.7,,,,123.0,150.0,44.1,,,,,,,,,53.6,318.7,,False,,True,False,True,,,,True,,True,,,True,True,,False,False,,True,True,,,,True,False,True,,,,,,,,,True,False
28069,39,63.0,,66.2,,47.0,195.0,46.0,,,,38.8,,53.1,,,62.0,15.6,,47.7,,,29.0,49.8,,,,62.0,64.0,22.2,,,,,,,,,44.4,102.2,24.0,,27.2,,8.0,156.0,7.0,,,,-0.2,,14.1,,,23.0,-23.4,,8.7,,,-10.0,10.8,,,,23.0,25.0,-16.8,,,,,,,,,5.4,63.2,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,,,,True,False
28071,143,258.0,,257.0,,208.0,623.0,145.0,,,,253.3,,114.8,,,365.0,112.6,,398.3,113.0,,149.0,197.5,,,,218.0,247.0,126.0,,,,,,,,,249.4,456.2,115.0,,114.0,,65.0,480.0,2.0,,,,110.3,,-28.2,,,222.0,-30.4,,255.3,-30.0,,6.0,54.5,,,,75.0,104.0,-17.0,,,,,,,,,106.4,313.2,,True,,True,False,True,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,True,,,,,,,,,True,False
28073,340,504.0,,474.2,,377.0,832.0,430.0,,,,244.5,,299.7,,,386.0,211.2,,367.4,107.5,,365.0,358.3,,,,444.0,442.0,375.3,,,,,,,,,375.9,565.5,164.0,,134.2,,37.0,492.0,90.0,,,,-95.5,,-40.3,,,46.0,-128.8,,27.4,-232.5,,25.0,18.3,,,,104.0,102.0,35.3,,,,,,,,,35.9,225.5,,True,,True,False,True,,,,True,,True,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,,,,True,False
28075,252,318.0,,323.2,,253.0,775.0,188.0,,,,317.3,,263.9,,250.1,515.0,187.4,,491.1,139.5,,202.0,271.0,,,,272.0,413.0,202.0,,,,,,,,,191.9,495.3,66.0,,71.2,,1.0,523.0,-64.0,,,,65.3,,11.9,,-1.9,263.0,-64.6,,239.1,-112.5,,-50.0,19.0,,,,20.0,161.0,-50.0,,,,,,,,,-60.1,243.3,,False,,True,False,True,,,,True,,True,,True,False,True,,False,False,,True,True,,,,True,False,True,,,,,,,,,True,False
28077,49,63.0,,66.8,,51.0,193.0,51.0,,,,46.2,,42.4,,,67.0,31.8,,76.6,,,40.0,50.6,,,,64.0,72.0,49.7,,,,,,,,,54.7,104.8,14.0,,17.8,,2.0,144.0,2.0,,,,-2.8,,-6.6,,,18.0,-17.2,,27.6,,,-9.0,1.6,,,,15.0,23.0,0.7,,,,,,,,,5.7,55.8,,False,,True,False,True,,,,True,,True,,,False,False,,False,,,True,True,,,,False,False,True,,,,,,,,,True,False
28079,56,57.0,,53.0,,61.0,305.0,64.0,,,,103.6,,27.7,,,155.0,47.8,,107.4,,,28.0,65.7,,,,47.0,79.0,83.7,,,,,,,,,22.7,116.3,1.0,,-3.0,,5.0,249.0,8.0,,,,47.6,,-28.3,,,99.0,-8.2,,51.4,,,-28.0,9.7,,,,-9.0,23.0,27.7,,,,,,,,,-33.3,60.3,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
28081,165,435.0,,438.3,,352.0,894.0,256.0,,,,346.8,,182.1,,,712.0,118.6,,430.0,210.5,,225.0,300.4,,,,325.0,496.0,587.8,,,,,,,,,261.1,526.8,270.0,,273.3,,187.0,729.0,91.0,,,,181.8,,17.1,,,547.0,-46.4,,265.0,45.5,,60.0,135.4,,,,160.0,331.0,422.8,,,,,,,,,96.1,361.8,,False,,True,False,True,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,,,,True,False
