,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,3141,84961.5,196.0,1603747.5,0.0,25.0,1849.0,78605956.0
CEID-Walk,3141,88324.9,404.3,1506253.6,0.0,39.0,4343.5,58510704.3
LNQ-ens1,3140,90691.2,217.1,1694472.6,0.0,21.6,2034.5,80902960.3
COVIDhub-trained_ensemble,3141,103238.4,169.0,1844752.8,0.0,16.0,1849.0,89321401.0
UpstateSU-GRU,2770,105181.5,715.4,1362348.6,0.0,93.3,4921.1,38110347.8
CU-select,3094,142957.5,400.0,2314871.4,0.0,64.0,3364.0,92198404.0
OliverWyman-Navigator,2883,152611.6,484.0,2551340.2,0.0,41.2,4939.7,124322500.0
COVIDhub-baseline,3141,155516.3,361.0,3291227.9,0.0,36.0,4225.0,165353881.0
UChicagoCHATTOPADHYAY-UnIT,3093,170358.5,472.6,2568951.8,0.0,54.9,4008.2,107016335.3
Google_Harvard-CPF,3140,199790.4,425.2,2796502.5,0.0,40.5,4004.3,117700801.0
IowaStateLW-STEM,3103,214584.3,900.0,4377282.8,0.0,100.0,6400.0,210482064.0
LANL-GrowthRate,3111,214696.2,676.0,2907341.2,0.0,81.0,6241.0,109296570.2
UVA-Ensemble,3131,222247.8,543.0,4980715.6,0.0,47.2,6181.5,243513424.1
FAIR-NRAR,3135,227407.7,265.3,3488081.5,0.0,25.3,3269.0,131524419.3
JHUAPL-Bucky,3141,256183.8,858.2,4546593.2,0.0,94.9,9284.9,182420690.5
OneQuietNight-ML,3135,307371.1,729.0,6663188.1,0.0,81.0,5929.0,346443769.0
JHU_IDD-CovidSP,3141,365077.4,478.2,11500942.7,0.0,46.4,3798.2,627356903.9
IUPUI-HkPrMobiDyR,3139,582473.5,592.4,11839229.1,0.0,45.0,6325.0,463018299.0
