,mean_rank
COVIDhub-ensemble,6.9
COVIDhub-trained_ensemble,7.1
LNQ-ens1,7.9
FAIR-NRAR,8.5
COVIDhub-baseline,8.9
JHU_IDD-CovidSP,9.1
CEID-Walk,9.1
UChicagoCHATTOPADHYAY-UnIT,9.4
Google_Harvard-CPF,9.5
OliverWyman-Navigator,9.8
CU-select,10.0
IUPUI-HkPrMobiDyR,10.0
UVA-Ensemble,10.1
UpstateSU-GRU,10.2
IowaStateLW-STEM,10.7
OneQuietNight-ML,10.7
JHUAPL-Bucky,11.4
LANL-GrowthRate,11.6
