,count,mean,median,std,min,25%,75%,max
FAIR-NRAR,3137,317445.5,1744.6,3696017.6,0.0,194.7,13899.1,109942908.9
LANL-GrowthRate,3111,373746.9,2209.0,4557275.4,0.0,289.0,19321.0,157690806.2
LNQ-ens1,3140,443996.4,1701.1,7745235.7,0.0,143.4,14738.1,378589352.0
COVIDhub-trained_ensemble,3141,645965.9,3481.0,10949915.4,0.0,400.0,26244.0,488719449.0
COVIDhub-ensemble,3141,729515.0,2916.0,12155973.4,0.0,289.0,22500.0,457232689.0
Google_Harvard-CPF,3140,814309.7,2572.9,11731623.7,0.0,255.5,27791.6,490109824.4
OneQuietNight-ML,3135,1184592.5,6724.0,26789348.3,0.0,784.0,51076.0,1422647524.0
JHUAPL-Bucky,3141,2185846.7,4404.2,32950377.6,0.0,461.4,45780.0,1293026818.0
UpstateSU-GRU,2770,2320314.1,11426.8,41496694.5,0.0,1473.8,79406.7,1407757528.8
JHU_IDD-CovidSP,3141,3231183.1,2392.5,108857861.9,0.0,213.2,21894.8,5984849556.9
COVIDhub-baseline,3141,4055745.6,7744.0,95918864.1,0.0,576.0,79524.0,4973493529.0
PandemicCentral-USCounty,3093,4080877.8,19532.7,55253686.7,0.0,2385.2,181006.9,1980888538.7
CEID-Walk,3141,4721006.3,8098.9,122569354.3,0.0,581.3,88131.2,6520645672.8
IowaStateLW-STEM,3103,4998939.1,12769.0,123864933.6,0.0,1369.0,85849.0,6549341184.0
CU-select,3107,20543505.9,3025.0,435282902.4,0.0,361.0,34969.0,16019711761.0
