,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,317627811.1,8715795.8,1121313181.2,12806.4,879404.6,86164495.6,5713703557.9
RobertWalraven-ESG,51,338020804.6,13242903.2,1867738017.5,10024.0,988262.5,60172422.5,13349406100.5
LANL-GrowthRate,51,364649708.2,11669056.0,1853527384.9,23870.2,1888526.2,62147301.2,12725983290.2
Karlen-pypm,51,474706683.8,11705978.0,2544639932.2,2116.0,1732677.4,61053116.3,18009854720.6
BPagano-RtDriven,51,510494386.0,14663538.5,1868112630.2,1474.6,2195230.1,117761291.8,10375215137.4
IEM_MED-CovidProject,51,625382630.1,5254830.7,3420640098.8,1097.0,1214432.0,91868991.2,24309561002.9
USC-SI_kJalpha,51,689533667.2,19044496.0,3453742376.2,3600.0,1946036.5,140916262.5,24483486784.0
Microsoft-DeepSTIA,50,723474081.4,3898716.1,4465899495.9,11762.4,809429.3,28399678.4,31921409214.2
COVIDhub-trained_ensemble,51,870144508.8,87740689.0,3653099129.0,178929.0,19284788.5,529739646.5,26177298436.0
JHUAPL-Bucky,51,914167536.8,37558970.7,3783311129.9,8096.4,3336580.9,238106005.5,26399010547.5
COVIDhub-ensemble,51,978232579.1,24226084.0,5452042251.1,51076.0,998213.0,225801182.5,38931236100.0
JHU_IDD-CovidSP,51,1363253379.8,29646550.8,6815469650.1,1935.2,3091936.0,192469739.3,46699282379.6
JHU_UNC_GAS-StatMechPool,51,1456635492.8,18696976.0,8712908254.6,2916.0,2265800.1,96870514.2,62187890625.0
MOBS-GLEAM_COVID,50,1522140081.7,46627122.7,6916411616.1,1267.3,5348359.0,300109023.3,48809749122.3
CovidAnalytics-DELPHI,51,1563933008.9,16638241.0,8453746262.8,13689.0,3340790.5,198966648.5,60143148081.0
OneQuietNight-ML,51,1692453987.7,357701569.0,5480249268.4,512656.0,66074240.0,1281005276.5,38785363600.0
Google_Harvard-CPF,51,1999146489.0,18662400.0,9435683758.8,16180.6,2206837.5,172717418.4,62104128849.0
Covid19Sim-Simulator,51,2300981052.8,71425670.9,11466539768.5,0.8,4991099.5,518514444.8,81027681332.9
JHU_CSSE-DECOM,51,2358625104.7,71876484.0,13137482564.2,3844.0,6050432.0,582820929.0,93965545444.0
TTU-squider,51,2630756774.9,112881168.9,14624606177.6,100963.2,9638066.6,543464933.7,104723962173.9
IowaStateLW-STEM,49,2695311646.6,61011721.0,11545242132.7,4761.0,4761425.0,728244925.0,75644251225.0
CEID-Walk,51,2853283075.8,135103078.9,11739002792.1,655.4,10606463.7,765960054.1,71448804049.4
COVIDhub-baseline,51,2979350361.8,130827844.0,12652918290.8,4.0,10957460.0,855323048.0,82237032900.0
UCLA-SuEIR,51,3414018568.7,100310081.3,14907511985.9,6892.4,4238243.0,446076157.9,95570941628.9
MIT_ISOLAT-Mixtures,50,3543752879.9,21625421.0,19519382740.8,334.3,2251977.2,267346997.7,137703515346.9
UMich-RidgeTfReg,49,3750437698.1,337031753.9,17529156648.3,565985.4,9197253.8,1031637626.3,124196021364.8
CU-select,51,4722239037.7,73874025.0,16840245876.4,175561.0,3475025.0,576810032.5,101792902500.0
DDS-NBDS,51,324626756247.0,283960380.1,1133601134411.0,3364.2,10892006.9,3188128229.7,4977243232453.4
