,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
19155,569,910.0,657.0,,,,,,828.0,353.8,742.0,,530.0,,,263.3,,,341.0,88.0,,,,,,259.0,-215.2,173.0,,-39.0,,,-305.7,,,True,,,,,,True,True,True,,True,,,True,,
19157,94,185.0,168.0,,,,,,161.0,33.3,106.6,,134.0,,,,,,91.0,74.0,,,,,,67.0,-60.7,12.6,,40.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19159,40,90.0,42.0,,,,,,63.0,35.0,48.2,,60.0,,,,,,50.0,2.0,,,,,,23.0,-5.0,8.2,,20.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19161,48,110.0,35.0,,,,,,90.0,13.5,68.9,,41.0,,,,,,62.0,-13.0,,,,,,42.0,-34.5,20.9,,-7.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19163,954,1880.0,1399.0,,,,,,1235.0,1007.2,1314.1,,1448.0,,,2467.6,1172.0,,926.0,445.0,,,,,,281.0,53.2,360.1,,494.0,,,1513.6,218.0,,True,,,,,,True,True,True,,True,,,False,True,
19165,79,230.0,0.0,,,,,,113.0,178.7,103.4,,201.0,,,,,,151.0,-79.0,,,,,,34.0,99.7,24.4,,122.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19167,176,155.0,86.0,,,,,,251.0,59.2,290.1,,87.0,,,137.2,,,-21.0,-90.0,,,,,,75.0,-116.8,114.1,,-89.0,,,-38.8,,,False,,,,,,False,False,False,,False,,,False,,
19169,640,1080.0,941.0,,,,,,795.0,179.7,948.0,,730.0,,,966.2,,,440.0,301.0,,,,,,155.0,-460.3,308.0,,90.0,,,326.2,,,True,,,,,,True,False,True,,True,,,True,,
19171,92,185.0,57.0,,,,,,135.0,136.4,137.2,,164.0,,,,,,93.0,-35.0,,,,,,43.0,44.4,45.2,,72.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19173,32,60.0,33.0,,,,,,63.0,3.3,39.1,,49.0,,,,,,28.0,1.0,,,,,,31.0,-28.7,7.1,,17.0,,,,,,True,,,,,,False,False,True,,True,,,,,
19175,50,170.0,12.0,,,,,,143.0,79.8,84.9,,101.5,,,,,,120.0,-38.0,,,,,,93.0,29.8,34.9,,51.5,,,,,,True,,,,,,True,True,True,,True,,,,,
19177,29,50.0,33.0,,,,,,85.0,6.1,35.7,,46.0,,,,,,21.0,4.0,,,,,,56.0,-22.9,6.7,,17.0,,,,,,True,,,,,,False,False,True,,True,,,,,
19179,471,445.0,306.0,,,,,,387.0,142.0,384.4,,316.0,,,416.9,,,-26.0,-165.0,,,,,,-84.0,-329.0,-86.6,,-155.0,,,-54.1,,,False,,,,,,False,False,False,,False,,,False,,
19181,406,825.0,561.0,,,,,,499.0,337.4,630.9,,631.0,,,420.8,,,419.0,155.0,,,,,,93.0,-68.6,224.9,,225.0,,,14.8,,,True,,,,,,True,True,True,,True,,,True,,
19183,124,230.0,206.0,,,,,,186.0,106.0,205.3,,136.0,,,359.9,,,106.0,82.0,,,,,,62.0,-18.0,81.3,,12.0,,,235.9,,,True,,,,,,True,True,True,,True,,,False,,
19185,47,30.0,0.0,,,,,,73.0,2.6,25.6,,6.0,,,,,,-17.0,-47.0,,,,,,26.0,-44.4,-21.4,,-41.0,,,,,,False,,,,,,False,False,False,,False,,,,,
19187,188,250.0,84.0,,,,,,320.0,40.4,239.5,,116.0,,,,,,62.0,-104.0,,,,,,132.0,-147.6,51.5,,-72.0,,,,,,False,,,,,,False,False,True,,False,,,,,
19189,60,140.0,36.0,,,,,,88.0,71.3,99.0,,73.0,,,,,,80.0,-24.0,,,,,,28.0,11.3,39.0,,13.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19191,184,220.0,210.0,,,,,,178.0,138.9,175.8,,142.0,,,,,,36.0,26.0,,,,,,-6.0,-45.1,-8.2,,-42.0,,,,,,True,,,,,,True,False,True,,False,,,,,
19193,594,710.0,409.0,,,,,,784.0,151.0,830.9,,388.0,,,881.1,,,116.0,-185.0,,,,,,190.0,-443.0,236.9,,-206.0,,,287.1,,,False,,,,,,False,False,False,,False,,,False,,
19195,39,50.0,41.0,,,,,,61.0,25.0,51.4,,5.0,,,,,,11.0,2.0,,,,,,22.0,-14.0,12.4,,-34.0,,,,,,True,,,,,,False,False,False,,False,,,,,
19197,57,115.0,72.0,,,,,,108.0,65.5,110.7,,60.0,,,,,,58.0,15.0,,,,,,51.0,8.5,53.7,,3.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20001,179,415.0,330.0,,,,,,227.0,79.8,183.4,,355.0,,,,,,236.0,151.0,,,,,,48.0,-99.2,4.4,,176.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20003,58,95.0,89.0,,,,,,186.0,20.6,86.1,,246.0,,,,,,37.0,31.0,,,,,,128.0,-37.4,28.1,,188.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20005,105,150.0,87.0,,,,,,256.0,69.7,116.1,,230.0,,,,,,45.0,-18.0,,,,,,151.0,-35.3,11.1,,125.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20007,9,45.0,27.0,,,,,,73.0,18.3,26.1,,94.0,,,,,,36.0,18.0,,,,,,64.0,9.3,17.1,,85.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20009,80,150.0,137.0,,,,,,325.0,43.4,171.9,,363.0,,,275.1,,,70.0,57.0,,,,,,245.0,-36.6,91.9,,283.0,,,195.1,,,True,,,,,,False,True,False,,False,,,False,,
20011,77,135.0,63.0,,,,,,291.0,18.4,107.1,,348.0,,,,,,58.0,-14.0,,,,,,214.0,-58.6,30.1,,271.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20013,41,85.0,40.0,,,,,,157.0,5.9,62.6,,180.0,,,,,,44.0,-1.0,,,,,,116.0,-35.1,21.6,,139.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20015,470,905.0,336.0,,,,,,1129.0,138.1,637.8,,1759.0,,,1149.2,,,435.0,-134.0,,,,,,659.0,-331.9,167.8,,1289.0,,,679.2,,,True,,,,,,False,True,True,,False,,,False,,
20017,16,25.0,0.0,,,,,,53.0,7.5,11.4,,20.0,,,,,,9.0,-16.0,,,,,,37.0,-8.5,-4.6,,4.0,,,,,,False,,,,,,False,True,True,,True,,,,,
20019,26,45.0,34.0,,,,,,71.0,4.7,19.5,,74.0,,,,,,19.0,8.0,,,,,,45.0,-21.3,-6.5,,48.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20021,178,440.0,273.0,,,,,,488.0,30.9,221.7,,557.0,,,,,,262.0,95.0,,,,,,310.0,-147.1,43.7,,379.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20023,17,20.0,0.0,,,,,,39.0,0.6,15.7,,63.0,,,,,,3.0,-17.0,,,,,,22.0,-16.4,-1.3,,46.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20025,15,30.0,,,,,,,33.0,6.7,16.6,,44.0,,,,,,15.0,,,,,,,18.0,-8.3,1.6,,29.0,,,,,,,,,,,,False,True,True,,False,,,,,
20027,41,105.0,65.0,,,,,,149.0,9.3,59.1,,159.0,,,,,,64.0,24.0,,,,,,108.0,-31.7,18.1,,118.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20029,17,65.0,29.0,,,,,,140.0,19.1,63.5,,114.0,,,,,,48.0,12.0,,,,,,123.0,2.1,46.5,,97.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20031,92,80.0,52.0,,,,,,157.0,40.2,53.3,,139.0,,,,,,-12.0,-40.0,,,,,,65.0,-51.8,-38.7,,47.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20033,7,5.0,0.0,,,,,,26.0,0.0,2.6,,10.0,,,,,,-2.0,-7.0,,,,,,19.0,-7.0,-4.4,,3.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20035,357,1090.0,640.0,,,,,,687.0,135.0,524.5,,1087.0,,,,,,733.0,283.0,,,,,,330.0,-222.0,167.5,,730.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20037,338,715.0,663.0,,,,,,745.0,58.8,432.3,,976.5,,,,,,377.0,325.0,,,,,,407.0,-279.2,94.3,,638.5,,,,,,True,,,,,,False,True,True,,False,,,,,
20039,7,20.0,0.0,,,,,,38.0,31.4,12.7,,21.0,,,,,,13.0,-7.0,,,,,,31.0,24.4,5.7,,14.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20041,85,310.0,213.0,,,,,,306.0,75.6,187.1,,447.0,,,,,,225.0,128.0,,,,,,221.0,-9.4,102.1,,362.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20043,51,185.0,56.0,,,,,,104.0,8.1,81.1,,203.0,,,,,,134.0,5.0,,,,,,53.0,-42.9,30.1,,152.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20045,674,935.0,401.0,,,,,,1885.0,451.0,1123.4,,442.0,,,1805.9,,,261.0,-273.0,,,,,,1211.0,-223.0,449.4,,-232.0,,,1131.9,,,False,,,,,,False,True,False,,True,,,False,,
20047,18,15.0,0.0,,,,,,35.0,1.1,6.6,,14.0,,,,,,-3.0,-18.0,,,,,,17.0,-16.9,-11.4,,-4.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20049,17,25.0,0.0,,,,,,49.0,2.2,9.5,,58.0,,,,,,8.0,-17.0,,,,,,32.0,-14.8,-7.5,,41.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20051,229,190.0,136.0,,,,,,290.0,41.3,148.1,,306.0,,,,,,-39.0,-93.0,,,,,,61.0,-187.7,-80.9,,77.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20053,49,55.0,2.0,,,,,,83.0,2.3,40.6,,133.0,,,,,,6.0,-47.0,,,,,,34.0,-46.7,-8.4,,84.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20055,108,240.0,140.0,,,,,,458.0,13.3,327.9,,78.0,,,253.2,,,132.0,32.0,,,,,,350.0,-94.7,219.9,,-30.0,,,145.2,,,True,,,,,,False,True,False,,True,,,False,,
20057,133,175.0,68.0,,,,,,467.0,9.1,249.9,,389.0,,,178.0,,,42.0,-65.0,,,,,,334.0,-123.9,116.9,,256.0,,,45.0,,,False,,,,,,False,False,False,,False,,,False,,
20059,192,380.0,216.0,,,,,,486.0,138.9,235.0,,618.0,,,329.0,,,188.0,24.0,,,,,,294.0,-53.1,43.0,,426.0,,,137.0,,,True,,,,,,False,True,True,,False,,,True,,
20061,345,630.0,156.0,,,,,,636.0,67.0,443.9,,901.0,,,359.3,,,285.0,-189.0,,,,,,291.0,-278.0,98.9,,556.0,,,14.3,,,True,,,,,,False,True,True,,False,,,True,,
20063,15,55.0,0.0,,,,,,29.0,0.9,17.0,,38.0,,,,,,40.0,-15.0,,,,,,14.0,-14.1,2.0,,23.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20065,7,30.0,,,,,,,23.0,13.6,22.3,,39.0,,,,,,23.0,,,,,,,16.0,6.6,15.3,,32.0,,,,,,,,,,,,True,True,True,,False,,,,,
20067,22,35.0,0.0,,,,,,121.0,4.4,27.0,,42.0,,,,,,13.0,-22.0,,,,,,99.0,-17.6,5.0,,20.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20069,11,20.0,0.0,,,,,,57.0,18.5,28.0,,53.0,,,,,,9.0,-11.0,,,,,,46.0,7.5,17.0,,42.0,,,,,,False,,,,,,False,True,False,,False,,,,,
20071,1,0.0,0.0,,,,,,20.0,6.3,2.6,,10.0,,,,,,-1.0,-1.0,,,,,,19.0,5.3,1.6,,9.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20073,26,45.0,21.0,,,,,,138.0,28.9,32.8,,121.0,,,,,,19.0,-5.0,,,,,,112.0,2.9,6.8,,95.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20075,2,10.0,0.0,,,,,,41.0,1.8,8.0,,14.0,,,,,,8.0,-2.0,,,,,,39.0,-0.2,6.0,,12.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20077,35,60.0,0.0,,,,,,95.0,66.5,70.2,,150.0,,,,,,25.0,-35.0,,,,,,60.0,31.5,35.2,,115.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20079,212,455.0,120.0,,,,,,518.0,2.5,276.4,,865.0,,,,,,243.0,-92.0,,,,,,306.0,-209.5,64.4,,653.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20081,7,25.0,0.0,,,,,,61.0,0.9,23.0,,43.0,,,,,,18.0,-7.0,,,,,,54.0,-6.1,16.0,,36.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20083,29,35.0,,,,,,,21.0,1.6,12.5,,19.0,,,,,,6.0,,,,,,,-8.0,-27.4,-16.5,,-10.0,,,,,,,,,,,,False,False,False,,False,,,,,
20085,81,125.0,80.0,,,,,,221.0,13.7,91.7,,244.0,,,,,,44.0,-1.0,,,,,,140.0,-67.3,10.7,,163.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20087,102,195.0,102.0,,,,,,288.0,30.3,146.6,,407.0,,,,,,93.0,0.0,,,,,,186.0,-71.7,44.6,,305.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20089,16,0.0,0.0,,,,,,37.0,1.0,10.2,,49.0,,,,,,-16.0,-16.0,,,,,,21.0,-15.0,-5.8,,33.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20091,5089,8720.0,5218.0,,,,,,8801.0,4563.3,6255.3,,12467.5,,,7856.0,,,3631.0,129.0,,,,,,3712.0,-525.7,1166.3,,7378.5,,,2767.0,,,True,,,,,,False,True,True,,False,,,True,,
20093,13,25.0,6.0,,,,,,50.0,15.8,29.9,,58.0,,,,,,12.0,-7.0,,,,,,37.0,2.8,16.9,,45.0,,,,,,True,,,,,,False,True,False,,False,,,,,
20095,59,165.0,58.0,,,,,,108.0,18.5,67.1,,129.0,,,,,,106.0,-1.0,,,,,,49.0,-40.5,8.1,,70.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20097,11,45.0,0.0,,,,,,39.0,4.5,17.3,,72.0,,,,,,34.0,-11.0,,,,,,28.0,-6.5,6.3,,61.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20099,193,275.0,95.0,,,,,,431.0,26.7,211.7,,676.0,,,858.2,,,82.0,-98.0,,,,,,238.0,-166.3,18.7,,483.0,,,665.2,,,False,,,,,,False,False,True,,False,,,False,,
20101,4,15.0,0.0,,,,,,14.0,3.3,4.1,,14.0,,,,,,11.0,-4.0,,,,,,10.0,-0.7,0.1,,10.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20103,647,1090.0,870.0,,,,,,1212.0,525.0,842.1,,1307.0,,,788.0,,,443.0,223.0,,,,,,565.0,-122.0,195.1,,660.0,,,141.0,,,True,,,,,,False,True,True,,False,,,True,,
20105,8,20.0,0.0,,,,,,43.0,4.2,15.1,,53.0,,,,,,12.0,-8.0,,,,,,35.0,-3.8,7.1,,45.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20107,47,170.0,100.0,,,,,,162.0,24.3,85.8,,219.0,,,,,,123.0,53.0,,,,,,115.0,-22.7,38.8,,172.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20109,6,5.0,0.0,,,,,,33.0,1.7,5.3,,19.0,,,,,,-1.0,-6.0,,,,,,27.0,-4.3,-0.7,,13.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20111,253,395.0,324.0,,,,,,774.0,57.6,271.0,,575.0,,,151.1,,,142.0,71.0,,,,,,521.0,-195.4,18.0,,322.0,,,-101.9,,,True,,,,,,False,False,True,,False,,,True,,
20113,204,485.0,571.0,,,,,,431.0,68.5,301.6,,650.0,,,451.4,,,281.0,367.0,,,,,,227.0,-135.5,97.6,,446.0,,,247.4,,,False,,,,,,True,True,True,,False,,,True,,
20115,78,215.0,199.0,,,,,,191.0,66.6,118.0,,324.0,,,,,,137.0,121.0,,,,,,113.0,-11.4,40.0,,246.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20117,145,225.0,52.0,,,,,,172.0,184.4,82.5,,170.0,,,,,,80.0,-93.0,,,,,,27.0,39.4,-62.5,,25.0,,,,,,False,,,,,,True,True,True,,True,,,,,
20119,19,75.0,,,,,,,52.0,19.1,54.3,,86.0,,,,,,56.0,,,,,,,33.0,0.1,35.3,,67.0,,,,,,,,,,,,True,True,True,,False,,,,,
20121,168,490.0,291.0,,,,,,561.0,336.2,333.3,,774.5,,,,,,322.0,123.0,,,,,,393.0,168.2,165.3,,606.5,,,,,,True,,,,,,False,True,True,,False,,,,,
20123,17,45.0,38.0,,,,,,81.0,7.4,43.7,,104.0,,,,,,28.0,21.0,,,,,,64.0,-9.6,26.7,,87.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20125,315,500.0,321.0,,,,,,750.0,103.6,303.6,,922.0,,,237.1,,,185.0,6.0,,,,,,435.0,-211.4,-11.4,,607.0,,,-77.9,,,True,,,,,,False,False,True,,False,,,True,,
20127,52,145.0,35.0,,,,,,85.0,100.1,45.2,,104.0,,,,,,93.0,-17.0,,,,,,33.0,48.1,-6.8,,52.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20129,23,50.0,0.0,,,,,,50.0,24.9,14.5,,20.0,,,,,,27.0,-23.0,,,,,,27.0,1.9,-8.5,,-3.0,,,,,,True,,,,,,False,True,True,,True,,,,,
20131,68,20.0,0.0,,,,,,168.0,2.0,62.5,,94.0,,,,,,-48.0,-68.0,,,,,,100.0,-66.0,-5.5,,26.0,,,,,,False,,,,,,False,False,True,,True,,,,,
20133,172,185.0,99.0,,,,,,382.0,22.0,132.4,,480.0,,,,,,13.0,-73.0,,,,,,210.0,-150.0,-39.6,,308.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20135,25,90.0,,,,,,,30.0,2.8,20.0,,24.0,,,,,,65.0,,,,,,,5.0,-22.2,-5.0,,-1.0,,,,,,,,,,,,True,True,True,,True,,,,,
20137,18,10.0,0.0,,,,,,55.0,0.5,17.3,,29.0,,,,,,-8.0,-18.0,,,,,,37.0,-17.5,-0.7,,11.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20139,127,150.0,87.0,,,,,,263.0,21.4,101.5,,282.0,,,,,,23.0,-40.0,,,,,,136.0,-105.6,-25.5,,155.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20141,16,35.0,0.0,,,,,,39.0,1.4,17.3,,97.0,,,,,,19.0,-16.0,,,,,,23.0,-14.6,1.3,,81.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20143,22,95.0,76.0,,,,,,86.0,69.8,55.3,,130.0,,,,,,73.0,54.0,,,,,,64.0,47.8,33.3,,108.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20145,31,60.0,44.0,,,,,,70.0,8.1,52.2,,139.0,,,,,,29.0,13.0,,,,,,39.0,-22.9,21.2,,108.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20147,51,65.0,0.0,,,,,,70.0,0.5,25.9,,78.0,,,,,,14.0,-51.0,,,,,,19.0,-50.5,-25.1,,27.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20149,267,420.0,306.0,,,,,,460.0,116.7,236.4,,480.5,,,,,,153.0,39.0,,,,,,193.0,-150.3,-30.6,,213.5,,,,,,True,,,,,,False,True,True,,False,,,,,
20151,26,40.0,35.0,,,,,,127.0,12.0,42.4,,107.0,,,,,,14.0,9.0,,,,,,101.0,-14.0,16.4,,81.0,,,,,,True,,,,,,False,True,False,,False,,,,,
20153,6,10.0,0.0,,,,,,28.0,22.1,14.4,,26.0,,,,,,4.0,-6.0,,,,,,22.0,16.1,8.4,,20.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20155,289,885.0,798.0,,,,,,1136.0,136.2,666.7,,1241.0,,,1298.6,,,596.0,509.0,,,,,,847.0,-152.8,377.7,,952.0,,,1009.6,,,True,,,,,,False,True,True,,False,,,False,,
20157,11,40.0,1.0,,,,,,75.0,7.0,27.5,,92.0,,,,,,29.0,-10.0,,,,,,64.0,-4.0,16.5,,81.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20159,63,170.0,85.0,,,,,,142.0,26.6,79.7,,243.0,,,,,,107.0,22.0,,,,,,79.0,-36.4,16.7,,180.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20161,282,675.0,301.0,,,,,,1220.0,113.0,611.1,,1175.0,,,669.9,,,393.0,19.0,,,,,,938.0,-169.0,329.1,,893.0,,,387.9,,,True,,,,,,False,True,True,,False,,,True,,
20163,37,50.0,24.0,,,,,,60.0,3.3,40.5,,96.0,,,,,,13.0,-13.0,,,,,,23.0,-33.7,3.5,,59.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20165,8,45.0,39.0,,,,,,38.0,6.0,32.8,,77.0,,,,,,37.0,31.0,,,,,,30.0,-2.0,24.8,,69.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20167,48,40.0,4.0,,,,,,73.0,6.5,31.6,,77.0,,,,,,-8.0,-44.0,,,,,,25.0,-41.5,-16.4,,29.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20169,451,875.0,598.0,,,,,,814.0,121.1,515.7,,1404.0,,,375.5,,,424.0,147.0,,,,,,363.0,-329.9,64.7,,953.0,,,-75.5,,,True,,,,,,True,True,True,,False,,,True,,
20171,13,70.0,11.0,,,,,,56.0,8.1,31.0,,63.0,,,,,,57.0,-2.0,,,,,,43.0,-4.9,18.0,,50.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20173,4078,8300.0,8439.0,,,,,,7780.0,1215.0,6730.0,,12204.5,,,7047.5,,,4222.0,4361.0,,,,,,3702.0,-2863.0,2652.0,,8126.5,,,2969.5,,,False,,,,,,True,True,True,,False,,,True,,
20175,86,150.0,42.0,,,,,,377.0,66.0,168.3,,191.0,,,115.5,,,64.0,-44.0,,,,,,291.0,-20.0,82.3,,105.0,,,29.5,,,True,,,,,,False,True,False,,False,,,True,,
20177,1331,2585.0,1182.0,,,,,,3096.0,543.1,1955.0,,4070.5,,,1480.2,,,1254.0,-149.0,,,,,,1765.0,-787.9,624.0,,2739.5,,,149.2,,,True,,,,,,False,True,True,,False,,,True,,
20179,6,15.0,0.0,,,,,,33.0,3.8,18.8,,48.0,,,,,,9.0,-6.0,,,,,,27.0,-2.2,12.8,,42.0,,,,,,True,,,,,,False,True,False,,False,,,,,
20181,28,55.0,0.0,,,,,,65.0,210.9,37.4,,45.0,,,,,,27.0,-28.0,,,,,,37.0,182.9,9.4,,17.0,,,,,,False,,,,,,False,False,True,,True,,,,,
20183,14,45.0,0.0,,,,,,47.0,1.4,13.5,,52.0,,,,,,31.0,-14.0,,,,,,33.0,-12.6,-0.5,,38.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20185,12,35.0,0.0,,,,,,60.0,2.5,18.8,,43.0,,,,,,23.0,-12.0,,,,,,48.0,-9.5,6.8,,31.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20187,10,20.0,0.0,,,,,,37.0,7.3,8.9,,14.0,,,,,,10.0,-10.0,,,,,,27.0,-2.7,-1.1,,4.0,,,,,,False,,,,,,False,True,True,,True,,,,,
20189,17,50.0,2.0,,,,,,91.0,3.9,32.7,,65.5,,,,,,33.0,-15.0,,,,,,74.0,-13.1,15.7,,48.5,,,,,,True,,,,,,False,True,True,,False,,,,,
20191,186,605.0,515.0,,,,,,381.0,117.9,280.1,,605.0,,,,,,419.0,329.0,,,,,,195.0,-68.1,94.1,,419.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20193,63,90.0,35.0,,,,,,91.0,23.0,65.5,,154.0,,,,,,27.0,-28.0,,,,,,28.0,-40.0,2.5,,91.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20195,25,90.0,0.0,,,,,,29.0,1.1,28.3,,77.0,,,,,,65.0,-25.0,,,,,,4.0,-23.9,3.3,,52.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20197,59,125.0,113.0,,,,,,122.0,23.8,74.2,,193.0,,,,,,66.0,54.0,,,,,,63.0,-35.2,15.2,,134.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20199,7,0.0,0.0,,,,,,17.0,0.1,2.2,,0.0,,,,,,-7.0,-7.0,,,,,,10.0,-6.9,-4.8,,-7.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20201,40,40.0,4.0,,,,,,113.0,8.0,30.7,,68.0,,,,,,0.0,-36.0,,,,,,73.0,-32.0,-9.3,,28.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20203,6,5.0,0.0,,,,,,34.0,0.2,5.7,,28.0,,,,,,-1.0,-6.0,,,,,,28.0,-5.8,-0.3,,22.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20205,114,175.0,69.0,,,,,,196.0,9.4,73.4,,225.0,,,,,,61.0,-45.0,,,,,,82.0,-104.6,-40.6,,111.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20207,22,10.0,0.0,,,,,,61.0,21.8,23.1,,78.0,,,,,,-12.0,-22.0,,,,,,39.0,-0.2,1.1,,56.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20209,1193,1815.0,1067.0,,,,,,2688.0,348.2,1637.8,,3064.0,,,2771.8,487.0,,622.0,-126.0,,,,,,1495.0,-844.8,444.8,,1871.0,,,1578.8,-706.0,,True,,,,,,False,False,True,,False,,,False,False,
21001,177,250.0,133.0,,,,,,348.0,88.4,129.3,,195.5,,,,,,73.0,-44.0,,,,,,171.0,-88.6,-47.7,,18.5,,,,,,True,,,,,,False,False,True,,True,,,,,
21003,273,385.0,236.0,,,,,,424.0,92.6,238.6,,239.0,,,,,,112.0,-37.0,,,,,,151.0,-180.4,-34.4,,-34.0,,,,,,True,,,,,,False,False,True,,True,,,,,
21005,202,450.0,326.0,,,,,,351.0,218.3,275.2,,327.0,,,,,,248.0,124.0,,,,,,149.0,16.3,73.2,,125.0,,,,,,True,,,,,,True,True,True,,True,,,,,
21007,44,70.0,68.0,,,,,,84.0,40.7,50.3,,32.0,,,,,,26.0,24.0,,,,,,40.0,-3.3,6.3,,-12.0,,,,,,True,,,,,,False,True,True,,True,,,,,
21009,614,1165.0,947.0,,,,,,784.0,1072.7,699.6,,1259.0,,,525.2,,,551.0,333.0,,,,,,170.0,458.7,85.6,,645.0,,,-88.8,,,True,,,,,,True,True,True,,False,,,True,,
