,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
05039,100,216.0,123.0,,,,,,177.0,142.0,107.6,258.0,,,,,116.0,23.0,,,,,,77.0,42.0,7.6,158.0,,,,,True,,,,,,True,True,True,False,,,,
05041,210,276.0,68.0,,,,,,227.0,60.2,170.3,250.0,,,,,66.0,-142.0,,,,,,17.0,-149.8,-39.7,40.0,,,,,False,,,,,,True,False,True,True,,,,
05043,190,432.0,397.0,,,,,,467.0,156.5,239.0,413.0,,,,,242.0,207.0,,,,,,277.0,-33.5,49.0,223.0,,,,,True,,,,,,False,True,True,True,,,,
05045,1763,3258.0,1159.0,,,,,,2448.0,849.2,1913.1,2342.0,,3591.5,,,1495.0,-604.0,,,,,,685.0,-913.8,150.1,579.0,,1828.5,,,True,,,,,,True,True,True,True,,False,,
05047,224,528.0,276.0,,,,,,366.0,109.8,312.1,621.0,,,,,304.0,52.0,,,,,,142.0,-114.2,88.1,397.0,,,,,True,,,,,,True,True,True,False,,,,
05049,67,120.0,18.0,,,,,,169.0,10.8,103.5,38.0,,,,,53.0,-49.0,,,,,,102.0,-56.2,36.5,-29.0,,,,,True,,,,,,False,False,True,True,,,,
05051,1918,2556.0,1595.0,,,,,,2599.0,737.5,1921.8,3406.0,,1332.8,,,638.0,-323.0,,,,,,681.0,-1180.5,3.8,1488.0,,-585.2,,,True,,,,,,False,False,True,False,,True,,
05053,269,366.0,278.0,,,,,,458.0,113.6,243.0,287.0,,,,,97.0,9.0,,,,,,189.0,-155.4,-26.0,18.0,,,,,True,,,,,,False,False,True,True,,,,
05055,640,1170.0,719.0,,,,,,813.0,262.9,811.3,799.0,,696.9,,,530.0,79.0,,,,,,173.0,-377.1,171.3,159.0,,56.9,,,True,,,,,,True,True,True,True,,True,,
05057,368,678.0,852.0,,,,,,621.0,167.1,372.6,504.0,,,,,310.0,484.0,,,,,,253.0,-200.9,4.6,136.0,,,,,False,,,,,,True,True,True,True,,,,
05059,658,960.0,721.0,,,,,,970.0,210.7,602.8,1058.5,,571.7,,,302.0,63.0,,,,,,312.0,-447.3,-55.2,400.5,,-86.3,,,True,,,,,,False,False,True,False,,True,,
05061,311,300.0,199.0,,,,,,338.0,73.4,172.8,264.0,,,,,-11.0,-112.0,,,,,,27.0,-237.6,-138.2,-47.0,,,,,False,,,,,,False,False,False,False,,,,
05063,327,612.0,117.0,,,,,,797.0,152.9,544.0,434.5,,362.3,,,285.0,-210.0,,,,,,470.0,-174.1,217.0,107.5,,35.3,,,True,,,,,,False,True,True,True,,True,,
05065,148,246.0,97.0,,,,,,178.0,31.1,216.0,147.0,,,,,98.0,-51.0,,,,,,30.0,-116.9,68.0,-1.0,,,,,True,,,,,,True,False,True,True,,,,
05067,158,252.0,34.0,,,,,,311.0,30.8,204.3,106.0,,,,,94.0,-124.0,,,,,,153.0,-127.2,46.3,-52.0,,,,,False,,,,,,False,False,True,True,,,,
05069,942,1680.0,1817.0,,,,,,1570.0,495.6,1214.1,1373.0,,1420.3,,,738.0,875.0,,,,,,628.0,-446.4,272.1,431.0,,478.3,,,False,,,,,,True,True,True,True,,True,,
05071,421,576.0,107.0,,,,,,606.0,90.9,463.6,535.0,,706.1,,,155.0,-314.0,,,,,,185.0,-330.1,42.6,114.0,,285.1,,,False,,,,,,False,False,True,True,,False,,
05073,111,210.0,9.0,,,,,,136.0,51.9,83.3,161.0,,,,,99.0,-102.0,,,,,,25.0,-59.1,-27.7,50.0,,,,,False,,,,,,True,True,True,True,,,,
05075,193,378.0,126.0,,,,,,281.0,81.8,257.9,239.0,,,,,185.0,-67.0,,,,,,88.0,-111.2,64.9,46.0,,,,,True,,,,,,True,True,True,True,,,,
05077,65,204.0,96.0,,,,,,155.0,32.7,140.7,156.0,,,,,139.0,31.0,,,,,,90.0,-32.3,75.7,91.0,,,,,True,,,,,,True,True,True,True,,,,
05079,174,234.0,49.0,,,,,,262.0,53.0,222.9,178.0,,292.7,,,60.0,-125.0,,,,,,88.0,-121.0,48.9,4.0,,118.7,,,False,,,,,,False,False,True,True,,False,,
05081,188,282.0,136.0,,,,,,338.0,91.3,227.7,162.0,,,,,94.0,-52.0,,,,,,150.0,-96.7,39.7,-26.0,,,,,True,,,,,,False,False,True,True,,,,
05083,305,630.0,321.0,,,,,,561.0,107.5,376.0,556.0,,,,,325.0,16.0,,,,,,256.0,-197.5,71.0,251.0,,,,,True,,,,,,True,True,True,True,,,,
05085,1298,2160.0,1328.0,,,,,,1584.0,545.3,1224.0,1823.0,,2618.2,,,862.0,30.0,,,,,,286.0,-752.7,-74.0,525.0,,1320.2,,,True,,,,,,True,True,True,True,,False,,
05087,154,366.0,186.0,,,,,,273.0,85.3,289.8,324.0,,,,,212.0,32.0,,,,,,119.0,-68.7,135.8,170.0,,,,,True,,,,,,True,True,True,True,,,,
05089,156,198.0,39.0,,,,,,161.0,64.5,155.1,128.0,,,,,42.0,-117.0,,,,,,5.0,-91.5,-0.9,-28.0,,,,,False,,,,,,True,False,True,True,,,,
05091,823,744.0,546.0,,,,,,1147.0,253.1,560.4,564.0,,283.7,,,-79.0,-277.0,,,,,,324.0,-569.9,-262.6,-259.0,,-539.3,,,False,,,,,,False,False,False,False,,False,,
05093,644,1002.0,434.0,,,,,,695.0,166.1,615.4,673.0,,479.8,,,358.0,-210.0,,,,,,51.0,-477.9,-28.6,29.0,,-164.2,,,True,,,,,,True,False,True,True,,True,,
05095,177,366.0,267.0,,,,,,134.0,103.1,129.0,332.0,,,,,189.0,90.0,,,,,,-43.0,-73.9,-48.0,155.0,,,,,True,,,,,,True,True,True,True,,,,
05097,105,90.0,33.0,,,,,,199.0,20.6,93.0,73.0,,,,,-15.0,-72.0,,,,,,94.0,-84.4,-12.0,-32.0,,,,,False,,,,,,False,False,True,False,,,,
05099,113,228.0,114.0,,,,,,246.0,76.0,102.4,267.0,,,,,115.0,1.0,,,,,,133.0,-37.0,-10.6,154.0,,,,,True,,,,,,False,True,True,False,,,,
05101,64,162.0,,,,,,,122.0,13.6,81.4,144.0,,,,,98.0,,,,,,,58.0,-50.4,17.4,80.0,,,,,,,,,,,True,True,True,True,,,,
05103,392,708.0,451.0,,,,,,652.0,193.4,352.3,440.0,,,,,316.0,59.0,,,,,,260.0,-198.6,-39.7,48.0,,,,,True,,,,,,True,True,True,True,,,,
05105,163,204.0,49.0,,,,,,183.0,100.6,159.0,154.5,,,,,41.0,-114.0,,,,,,20.0,-62.4,-4.0,-8.5,,,,,False,,,,,,True,False,True,True,,,,
05107,184,312.0,43.0,,,,,,398.0,102.3,269.0,290.0,,,,,128.0,-141.0,,,,,,214.0,-81.7,85.0,106.0,,,,,False,,,,,,False,True,True,True,,,,
05109,120,162.0,43.0,,,,,,279.0,86.2,146.7,97.0,,,,,42.0,-77.0,,,,,,159.0,-33.8,26.7,-23.0,,,,,False,,,,,,False,True,True,True,,,,
05111,236,732.0,16.0,,,,,,436.0,136.5,487.4,563.0,,426.7,,,496.0,-220.0,,,,,,200.0,-99.5,251.4,327.0,,190.7,,,True,,,,,,True,True,True,True,,True,,
05113,310,414.0,97.0,,,,,,592.0,130.9,279.0,284.5,,,,,104.0,-213.0,,,,,,282.0,-179.1,-31.0,-25.5,,,,,False,,,,,,False,False,True,True,,,,
05115,832,1950.0,1092.0,,,,,,1220.0,462.8,1254.4,1391.5,,1245.5,,,1118.0,260.0,,,,,,388.0,-369.2,422.4,559.5,,413.5,,,True,,,,,,True,True,True,True,,True,,
05117,159,366.0,346.0,,,,,,151.0,226.1,165.9,303.0,,,,,207.0,187.0,,,,,,-8.0,67.1,6.9,144.0,,,,,True,,,,,,True,True,True,True,,,,
05119,5749,10530.0,6985.0,,,,,,8286.0,2818.6,6896.4,7543.0,,6796.3,5445.0,,4781.0,1236.0,,,,,,2537.0,-2930.4,1147.4,1794.0,,1047.3,-304.0,,True,,,,,,True,True,True,True,,True,True,
05121,233,354.0,64.0,,,,,,270.0,127.8,278.2,113.5,,,,,121.0,-169.0,,,,,,37.0,-105.2,45.2,-119.5,,,,,False,,,,,,True,True,True,True,,,,
05123,210,678.0,520.0,,,,,,469.0,205.7,469.7,469.0,,289.3,,,468.0,310.0,,,,,,259.0,-4.3,259.7,259.0,,79.3,,,True,,,,,,True,True,True,True,,True,,
05125,1649,2706.0,1582.0,,,,,,3227.0,906.0,1883.2,2057.5,,2352.7,,,1057.0,-67.0,,,,,,1578.0,-743.0,234.2,408.5,,703.7,,,True,,,,,,False,True,True,True,,True,,
05127,102,294.0,117.0,,,,,,260.0,58.9,154.7,167.0,,,,,192.0,15.0,,,,,,158.0,-43.1,52.7,65.0,,,,,True,,,,,,True,True,True,True,,,,
05129,72,144.0,19.0,,,,,,108.0,57.9,81.5,121.0,,,,,72.0,-53.0,,,,,,36.0,-14.1,9.5,49.0,,,,,True,,,,,,True,True,True,True,,,,
05131,1797,4002.0,2413.0,,,,,,3814.0,1182.6,2803.8,1814.0,,6960.5,,,2205.0,616.0,,,,,,2017.0,-614.4,1006.8,17.0,,5163.5,,,True,,,,,,True,True,True,True,,False,,
05133,424,294.0,110.0,,,,,,635.0,108.3,275.5,284.0,,172.3,,,-130.0,-314.0,,,,,,211.0,-315.7,-148.5,-140.0,,-251.7,,,False,,,,,,False,False,False,False,,False,,
05135,127,204.0,41.0,,,,,,231.0,44.2,217.6,68.0,,,,,77.0,-86.0,,,,,,104.0,-82.8,90.6,-59.0,,,,,False,,,,,,False,False,False,True,,,,
05137,80,132.0,34.0,,,,,,168.0,58.2,117.1,168.5,,,,,52.0,-46.0,,,,,,88.0,-21.8,37.1,88.5,,,,,True,,,,,,False,True,True,False,,,,
05139,612,1176.0,1196.0,,,,,,1111.0,324.4,724.6,743.0,,456.0,,,564.0,584.0,,,,,,499.0,-287.6,112.6,131.0,,-156.0,,,False,,,,,,True,True,True,True,,True,,
05141,210,432.0,406.0,,,,,,253.0,256.8,251.5,284.0,,,,,222.0,196.0,,,,,,43.0,46.8,41.5,74.0,,,,,True,,,,,,True,True,True,True,,,,
05143,2877,6780.0,5245.0,,,,,,5393.0,1506.4,4678.1,4419.5,,11273.1,5657.0,,3903.0,2368.0,,,,,,2516.0,-1370.6,1801.1,1542.5,,8396.1,2780.0,,True,,,,,,True,True,True,True,,False,True,
05145,1399,1926.0,1141.0,,,,,,1723.0,375.1,1195.2,1068.0,,2482.4,,,527.0,-258.0,,,,,,324.0,-1023.9,-203.8,-331.0,,1083.4,,,True,,,,,,True,False,True,True,,False,,
05147,105,222.0,54.0,,,,,,85.0,73.8,114.8,166.0,,,,,117.0,-51.0,,,,,,-20.0,-31.2,9.8,61.0,,,,,True,,,,,,True,True,True,True,,,,
05149,430,678.0,380.0,,,,,,552.0,121.1,460.5,471.0,,,,,248.0,-50.0,,,,,,122.0,-308.9,30.5,41.0,,,,,True,,,,,,True,False,True,True,,,,
06001,14049,24084.0,17474.0,,,,,,35281.0,23458.4,29777.5,20301.5,,25773.6,29057.0,,10035.0,3425.0,,,,,,21232.0,9409.4,15728.5,6252.5,,11724.6,15008.0,,True,,,,,,False,True,False,True,,False,False,
06003,17,0.0,0.0,,,,,,12.0,0.5,1.1,6.0,,,,,-17.0,-17.0,,,,,,-5.0,-16.5,-15.9,-11.0,,,,,False,,,,,,True,True,True,True,,,,
06005,442,462.0,98.0,,,,,,636.0,280.3,274.7,157.0,,,,,20.0,-344.0,,,,,,194.0,-161.7,-167.3,-285.0,,,,,False,,,,,,False,False,False,False,,,,
06007,1339,2868.0,990.0,,,,,,3618.0,2187.4,2639.6,1110.0,,2861.9,1129.0,,1529.0,-349.0,,,,,,2279.0,848.4,1300.6,-229.0,,1522.9,-210.0,,True,,,,,,False,True,True,True,,True,True,
06009,259,804.0,420.0,,,,,,707.0,431.7,394.5,475.5,,,,,545.0,161.0,,,,,,448.0,172.7,135.5,216.5,,,,,True,,,,,,True,True,True,True,,,,
06011,288,978.0,873.0,,,,,,830.0,190.2,402.9,528.0,,,,,690.0,585.0,,,,,,542.0,-97.8,114.9,240.0,,,,,True,,,,,,True,True,True,True,,,,
06013,8881,17058.0,12766.0,,,,,,26050.0,15485.2,14208.9,4755.0,,24445.1,5959.0,,8177.0,3885.0,,,,,,17169.0,6604.2,5327.9,-4126.0,,15564.1,-2922.0,,True,,,,,,False,True,True,True,,False,True,
06015,154,120.0,27.0,,,,,,124.0,124.1,85.7,42.0,,,,,-34.0,-127.0,,,,,,-30.0,-29.9,-68.3,-112.0,,,,,False,,,,,,True,True,False,False,,,,
06017,1202,2922.0,891.0,,,,,,2758.0,1551.7,2226.1,1847.5,,3484.6,662.0,,1720.0,-311.0,,,,,,1556.0,349.7,1024.1,645.5,,2282.6,-540.0,,True,,,,,,True,True,True,True,,False,True,
06019,11440,28764.0,101.0,,,,,,26647.0,29303.0,21354.0,14474.5,,18663.6,11804.0,,17324.0,-11339.0,,,,,,15207.0,17863.0,9914.0,3034.5,,7223.6,364.0,,True,,,,,,True,False,True,True,,True,True,
06021,256,966.0,707.0,,,,,,926.0,643.3,391.5,555.0,,,,,710.0,451.0,,,,,,670.0,387.3,135.5,299.0,,,,,True,,,,,,True,True,True,True,,,,
06023,772,1386.0,1392.0,,,,,,1061.0,1401.8,1086.8,1040.0,,1205.8,393.0,,614.0,620.0,,,,,,289.0,629.8,314.8,268.0,,433.8,-379.0,,False,,,,,,True,False,True,True,,True,True,
06025,1408,3708.0,2066.0,,,,,,3713.0,1582.7,3035.5,1172.5,,1768.1,1620.0,,2300.0,658.0,,,,,,2305.0,174.7,1627.5,-235.5,,360.1,212.0,,True,,,,,,False,True,True,True,,True,True,
06027,327,498.0,0.0,,,,,,120.0,225.6,205.2,244.0,,,,,171.0,-327.0,,,,,,-207.0,-101.4,-121.8,-83.0,,,,,False,,,,,,False,True,True,True,,,,
06029,15086,26706.0,9131.0,,,,,,31251.0,14597.4,20433.9,18317.5,,9761.8,9813.0,,11620.0,-5955.0,,,,,,16165.0,-488.6,5347.9,3231.5,,-5324.2,-5273.0,,True,,,,,,False,True,True,True,,True,True,
06031,2415,3810.0,3907.0,,,,,,5776.0,5293.3,3319.9,3461.0,,2889.5,,,1395.0,1492.0,,,,,,3361.0,2878.3,904.9,1046.0,,474.5,,,False,,,,,,False,False,True,True,,True,,
06033,512,1482.0,443.0,,,,,,1303.0,1454.0,1030.7,447.0,,,,,970.0,-69.0,,,,,,791.0,942.0,518.7,-65.0,,,,,True,,,,,,True,True,True,True,,,,
06035,365,1050.0,609.0,,,,,,297.0,143.2,555.8,722.0,,,,,685.0,244.0,,,,,,-68.0,-221.8,190.8,357.0,,,,,True,,,,,,True,True,True,True,,,,
06037,136363,364872.0,198071.0,,,,,,403149.0,172824.8,289043.0,202530.0,,191401.9,129672.0,,228509.0,61708.0,,,,,,266786.0,36461.8,152680.0,66167.0,,55038.9,-6691.0,,True,,,,,,False,True,True,True,,True,True,
06039,1843,5388.0,5365.0,,,,,,3843.0,3461.2,2825.7,3119.0,,1803.3,3522.0,,3545.0,3522.0,,,,,,2000.0,1618.2,982.7,1276.0,,-39.7,1679.0,,True,,,,,,True,True,True,True,,True,True,
06041,1428,2808.0,777.0,,,,,,4341.0,2588.7,2843.5,1908.0,,3086.5,1372.0,,1380.0,-651.0,,,,,,2913.0,1160.7,1415.5,480.0,,1658.5,-56.0,,True,,,,,,False,True,False,True,,False,True,
06043,49,18.0,13.0,,,,,,196.0,18.9,79.6,5.0,,,,,-31.0,-36.0,,,,,,147.0,-30.1,30.6,-44.0,,,,,False,,,,,,False,True,True,False,,,,
06045,583,1080.0,686.0,,,,,,1264.0,406.1,664.9,480.0,,1106.5,,,497.0,103.0,,,,,,681.0,-176.9,81.9,-103.0,,523.5,,,True,,,,,,False,True,True,True,,False,,
06047,4328,9336.0,8681.0,,,,,,9083.0,5736.9,6119.3,7405.5,,3196.2,3508.0,,5008.0,4353.0,,,,,,4755.0,1408.9,1791.3,3077.5,,-1131.8,-820.0,,True,,,,,,True,True,True,True,,True,True,
06049,75,48.0,0.0,,,,,,89.0,15.9,49.2,8.0,,,,,-27.0,-75.0,,,,,,14.0,-59.1,-25.8,-67.0,,,,,False,,,,,,True,False,True,False,,,,
06051,87,312.0,166.0,,,,,,125.0,587.5,106.4,142.0,,,,,225.0,79.0,,,,,,38.0,500.5,19.4,55.0,,,,,True,,,,,,True,False,True,True,,,,
06053,5119,11202.0,3102.0,,,,,,13014.0,4195.7,7789.9,9027.5,,4129.7,2909.0,,6083.0,-2017.0,,,,,,7895.0,-923.3,2670.9,3908.5,,-989.3,-2210.0,,True,,,,,,False,True,True,True,,True,True,
06055,1281,3582.0,1698.0,,,,,,3925.0,4083.2,2057.8,2555.5,,3231.3,2113.0,,2301.0,417.0,,,,,,2644.0,2802.2,776.8,1274.5,,1950.3,832.0,,True,,,,,,False,False,True,True,,True,True,
06057,737,1182.0,995.0,,,,,,1291.0,664.3,517.4,878.5,,1401.4,,,445.0,258.0,,,,,,554.0,-72.7,-219.6,141.5,,664.4,,,True,,,,,,False,True,True,True,,False,,
06059,25258,72768.0,45559.0,,,,,,97723.0,46773.3,51516.2,59350.0,,53482.0,34333.0,,47510.0,20301.0,,,,,,72465.0,21515.3,26258.2,34092.0,,28224.0,9075.0,,True,,,,,,False,True,True,True,,True,True,
06061,2360,5484.0,3025.0,,,,,,6071.0,3815.8,3320.8,1604.0,,5295.5,1001.0,,3124.0,665.0,,,,,,3711.0,1455.8,960.8,-756.0,,2935.5,-1359.0,,True,,,,,,False,True,True,True,,True,True,
06063,49,192.0,36.0,,,,,,219.0,31.9,74.7,141.0,,,,,143.0,-13.0,,,,,,170.0,-17.1,25.7,92.0,,,,,True,,,,,,False,True,True,True,,,,
06065,32372,139782.0,140470.0,,,,,,105295.0,60160.9,87730.9,73828.0,,43436.1,41834.0,,107410.0,108098.0,,,,,,72923.0,27788.9,55358.9,41456.0,,11064.1,9462.0,,False,,,,,,True,True,True,True,,True,True,
06067,11321,15492.0,7207.0,,,,,,29501.0,9018.6,17152.4,18052.5,,29282.5,7856.0,,4171.0,-4114.0,,,,,,18180.0,-2302.4,5831.4,6731.5,,17961.5,-3465.0,,True,,,,,,False,True,False,False,,False,True,
06069,649,1758.0,602.0,,,,,,2376.0,1030.6,402.2,1256.0,,1282.7,,,1109.0,-47.0,,,,,,1727.0,381.6,-246.8,607.0,,633.7,,,True,,,,,,False,True,True,True,,True,,
06071,24924,87438.0,8278.0,,,,,,80288.0,43858.9,63603.6,50563.5,,42074.6,114831.0,,62514.0,-16646.0,,,,,,55364.0,18934.9,38679.6,25639.5,,17150.6,89907.0,,True,,,,,,True,True,True,True,,True,False,
06073,37223,93966.0,73733.0,,,,,,74166.0,33535.7,71814.9,67606.0,,40307.8,61478.0,,56743.0,36510.0,,,,,,36943.0,-3687.3,34591.9,30383.0,,3084.8,24255.0,,True,,,,,,True,True,True,True,,True,True,
06075,4499,8718.0,15084.0,,,,,,9541.0,7132.0,10457.9,7189.5,,9538.9,6014.0,,4219.0,10585.0,,,,,,5042.0,2633.0,5958.9,2690.5,,5039.9,1515.0,,False,,,,,,False,True,False,True,,False,True,
06077,7889,17466.0,12444.0,,,,,,19262.0,10815.3,13006.2,5656.0,,7049.2,4785.0,,9577.0,4555.0,,,,,,11373.0,2926.3,5117.2,-2233.0,,-839.8,-3104.0,,True,,,,,,False,True,True,True,,True,True,
06079,3408,7848.0,1965.0,,,,,,8276.0,4147.2,5129.8,5918.5,,7434.9,2469.0,,4440.0,-1443.0,,,,,,4868.0,739.2,1721.8,2510.5,,4026.9,-939.0,,True,,,,,,False,True,True,True,,True,True,
06081,5574,14640.0,7455.0,,,,,,14340.0,12733.8,13063.2,9159.5,,15427.7,8625.0,,9066.0,1881.0,,,,,,8766.0,7159.8,7489.2,3585.5,,9853.7,3051.0,,True,,,,,,True,True,True,True,,False,True,
06083,5787,14190.0,6060.0,,,,,,14951.0,11084.1,13416.8,12473.0,,11241.7,7410.0,,8403.0,273.0,,,,,,9164.0,5297.1,7629.8,6686.0,,5454.7,1623.0,,True,,,,,,False,True,True,True,,True,True,
06085,15203,29814.0,11773.0,,,,,,48152.0,29896.5,21277.0,26463.5,,25517.8,18426.0,,14611.0,-3430.0,,,,,,32949.0,14693.5,6074.0,11260.5,,10314.8,3223.0,,True,,,,,,False,False,True,True,,True,True,
06087,2103,5466.0,4619.0,,,,,,5009.0,4067.7,3990.9,2305.0,,5240.9,2433.0,,3363.0,2516.0,,,,,,2906.0,1964.7,1887.9,202.0,,3137.9,330.0,,True,,,,,,True,True,True,True,,True,True,
06089,1233,1956.0,344.0,,,,,,2248.0,880.2,1264.9,1174.0,,1963.1,755.0,,723.0,-889.0,,,,,,1015.0,-352.8,31.9,-59.0,,730.1,-478.0,,False,,,,,,False,True,True,True,,False,True,
06091,12,108.0,,,,,,,30.0,77.5,57.1,35.0,,,,,96.0,,,,,,,18.0,65.5,45.1,23.0,,,,,,,,,,,True,True,True,True,,,,
06093,306,456.0,182.0,,,,,,389.0,193.7,231.0,332.0,,,,,150.0,-124.0,,,,,,83.0,-112.3,-75.0,26.0,,,,,True,,,,,,True,True,True,True,,,,
06095,3811,11040.0,8168.0,,,,,,11438.0,6280.7,8657.7,9950.0,,10768.1,5978.0,,7229.0,4357.0,,,,,,7627.0,2469.7,4846.7,6139.0,,6957.1,2167.0,,True,,,,,,False,True,True,True,,True,True,
06097,3656,9000.0,2880.0,,,,,,9906.0,8105.8,6303.4,6947.0,,10772.4,3142.0,,5344.0,-776.0,,,,,,6250.0,4449.8,2647.4,3291.0,,7116.4,-514.0,,True,,,,,,False,True,True,True,,False,True,
06099,8270,12078.0,18766.0,,,,,,16432.0,6037.3,10801.3,9692.0,,11073.0,4250.0,,3808.0,10496.0,,,,,,8162.0,-2232.7,2531.3,1422.0,,2803.0,-4020.0,,False,,,,,,False,True,True,True,,True,False,
06101,996,2658.0,2780.0,,,,,,2445.0,1295.0,1126.9,1305.0,,2483.6,,,1662.0,1784.0,,,,,,1449.0,299.0,130.9,309.0,,1487.6,,,False,,,,,,True,True,True,True,,True,,
06103,650,2982.0,4902.0,,,,,,1208.0,637.6,1166.8,1687.5,,,,,2332.0,4252.0,,,,,,558.0,-12.4,516.8,1037.5,,,,,False,,,,,,True,True,True,True,,,,
06105,68,18.0,0.0,,,,,,147.0,9.6,29.2,14.0,,,,,-50.0,-68.0,,,,,,79.0,-58.4,-38.8,-54.0,,,,,False,,,,,,False,False,True,False,,,,
06107,5444,15498.0,20005.0,,,,,,12497.0,7257.3,10657.9,10298.5,,14804.2,3383.0,,10054.0,14561.0,,,,,,7053.0,1813.3,5213.9,4854.5,,9360.2,-2061.0,,False,,,,,,True,True,True,True,,True,True,
06109,529,834.0,2827.0,,,,,,762.0,241.7,432.8,550.0,,,,,305.0,2298.0,,,,,,233.0,-287.3,-96.2,21.0,,,,,False,,,,,,True,True,True,True,,,,
06111,13964,32058.0,10774.0,,,,,,36226.0,22292.7,21070.9,24480.5,,20393.0,16764.0,,18094.0,-3190.0,,,,,,22262.0,8328.7,7106.9,10516.5,,6429.0,2800.0,,True,,,,,,False,True,True,True,,True,True,
06113,1906,4644.0,3008.0,,,,,,5653.0,3901.0,2266.9,3435.0,,1716.3,2040.0,,2738.0,1102.0,,,,,,3747.0,1995.0,360.9,1529.0,,-189.7,134.0,,True,,,,,,False,True,True,True,,True,True,
06115,748,1386.0,956.0,,,,,,1432.0,527.4,840.4,1255.5,,416.7,,,638.0,208.0,,,,,,684.0,-220.6,92.4,507.5,,-331.3,,,True,,,,,,False,True,True,True,,True,,
08001,4371,6054.0,2369.0,,,,,,5389.0,729.0,7730.0,4989.5,,6625.5,2552.0,,1683.0,-2002.0,,,,,,1018.0,-3642.0,3359.0,618.5,,2254.5,-1819.0,,False,,,,,,True,False,False,True,,False,False,
08003,202,282.0,517.0,,,,,,268.0,126.0,248.0,282.5,,,,,80.0,315.0,,,,,,66.0,-76.0,46.0,80.5,,,,,False,,,,,,True,True,True,False,,,,
08005,5499,7674.0,4194.0,,,,,,5052.0,1230.3,7974.0,5183.5,,8861.4,2994.0,,2175.0,-1305.0,,,,,,-447.0,-4268.7,2475.0,-315.5,,3362.4,-2505.0,,True,,,,,,True,False,False,True,,False,False,
08007,83,180.0,5.0,,,,,,162.0,21.9,146.4,82.0,,,,,97.0,-78.0,,,,,,79.0,-61.1,63.4,-1.0,,,,,True,,,,,,True,True,True,True,,,,
08009,13,126.0,,,,,,,39.0,135.8,75.4,130.0,,,,,113.0,,,,,,,26.0,122.8,62.4,117.0,,,,,,,,,,,True,False,True,False,,,,
08011,202,102.0,19.0,,,,,,53.0,3.5,91.3,32.0,,,,,-100.0,-183.0,,,,,,-149.0,-198.5,-110.7,-170.0,,,,,False,,,,,,False,False,False,False,,,,
08013,2465,2922.0,6974.0,,,,,,2805.0,583.2,3583.1,2153.5,,3517.4,1706.0,,457.0,4509.0,,,,,,340.0,-1881.8,1118.1,-311.5,,1052.4,-759.0,,False,,,,,,True,False,False,True,,False,False,
08014,562,852.0,1487.0,,,,,,674.0,175.2,1004.0,851.0,,679.3,,,290.0,925.0,,,,,,112.0,-386.8,442.0,289.0,,117.3,,,False,,,,,,True,False,False,True,,True,,
08015,210,258.0,45.0,,,,,,285.0,30.3,265.3,162.0,,,,,48.0,-165.0,,,,,,75.0,-179.7,55.3,-48.0,,,,,False,,,,,,False,False,False,False,,,,
08017,13,42.0,0.0,,,,,,24.0,2.5,10.7,29.0,,,,,29.0,-13.0,,,,,,11.0,-10.5,-2.3,16.0,,,,,True,,,,,,True,True,True,True,,,,
08019,31,60.0,16.0,,,,,,83.0,13.2,101.0,6.0,,,,,29.0,-15.0,,,,,,52.0,-17.8,70.0,-25.0,,,,,True,,,,,,False,True,False,True,,,,
08021,62,120.0,19.0,,,,,,136.0,68.4,109.9,101.5,,,,,58.0,-43.0,,,,,,74.0,6.4,47.9,39.5,,,,,True,,,,,,False,True,True,True,,,,
08023,24,18.0,0.0,,,,,,47.0,1.1,26.5,29.0,,,,,-6.0,-24.0,,,,,,23.0,-22.9,2.5,5.0,,,,,False,,,,,,False,False,True,True,,,,
08025,317,126.0,,,,,,,49.0,23.4,83.4,92.0,,,,,-191.0,,,,,,,-268.0,-293.6,-233.6,-225.0,,,,,,,,,,,False,False,False,False,,,,
08027,5,18.0,0.0,,,,,,37.0,0.7,20.3,17.0,,,,,13.0,-5.0,,,,,,32.0,-4.3,15.3,12.0,,,,,True,,,,,,False,True,False,True,,,,
