,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,805.5,461.0,1049.4,0.0,119.0,927.5,4846.0
LNQ-ens1,51,823.3,419.5,998.3,2.9,160.1,1075.5,3751.2
Microsoft-DeepSTIA,51,856.1,530.2,1078.7,5.8,185.5,1110.5,6034.0
USC-SI_kJalpha,51,965.8,506.0,1379.8,4.0,177.5,951.0,5664.0
JHU_CSSE-DECOM,51,1066.2,709.0,1296.6,4.0,350.5,1349.0,7986.0
UVA-Ensemble,51,1127.8,485.9,1760.6,13.6,195.3,1205.8,9079.5
OliverWyman-Navigator,51,1138.4,525.0,1685.3,13.0,183.5,1267.0,7374.0
SigSci-TS,50,1154.5,613.0,1766.4,36.0,271.5,1460.0,11682.0
IEM_MED-CovidProject,51,1157.8,575.2,2123.2,1.1,185.7,1170.6,13017.3
COVIDhub-baseline,51,1179.9,591.0,1915.2,20.0,198.0,1477.0,12219.0
CEID-Walk,51,1193.4,621.7,1904.7,5.8,235.6,1402.1,12396.1
COVIDhub-trained_ensemble,51,1260.1,518.0,1867.7,24.0,242.5,1648.5,10121.0
Karlen-pypm,51,1269.4,555.6,1760.8,21.4,241.0,1385.9,8776.0
Geneva-DetGrowth,51,1288.9,468.6,1922.1,0.2,173.5,1880.5,9432.1
CU-select,51,1295.2,409.0,3287.7,36.0,145.5,1149.0,22875.0
MOBS-GLEAM_COVID,50,1309.6,504.3,1820.0,18.8,212.6,1610.6,9165.4
Covid19Sim-Simulator,51,1315.4,452.8,2344.9,22.4,153.6,1447.5,15183.1
UChicagoCHATTOPADHYAY-UnIT,51,1332.0,765.4,2009.7,1.1,248.7,1481.6,11020.7
IowaStateLW-STEM,49,1493.3,654.0,2400.3,26.0,315.5,1451.5,13297.0
BPagano-RtDriven,51,1668.4,598.1,2103.2,9.6,246.7,2519.0,8155.7
OneQuietNight-ML,51,1700.4,705.0,3418.6,1.0,299.0,1717.0,21253.0
JHU_UNC_GAS-StatMechPool,51,1837.6,558.0,3300.6,41.5,226.0,2286.5,19154.5
RobertWalraven-ESG,51,1973.5,925.2,3349.2,0.4,298.4,1963.7,18629.5
Google_Harvard-CPF,51,2105.9,833.1,4212.4,62.1,382.8,1839.6,26003.9
JHU_IDD-CovidSP,51,2135.0,740.6,3726.5,5.9,261.9,1706.4,19307.5
LANL-GrowthRate,51,2160.7,891.0,3613.7,15.5,249.5,2312.5,21557.0
JHUAPL-Bucky,51,2414.2,951.9,4539.2,30.1,376.9,1661.6,26161.8
TTU-squider,51,2876.7,1604.0,3701.9,1.9,464.0,3644.5,19048.6
UCLA-SuEIR,51,2988.3,1181.0,5472.8,31.9,555.2,3122.0,32359.4
MIT_ISOLAT-Mixtures,49,3009.9,1321.4,4485.6,143.7,426.0,2986.5,20491.9
CovidAnalytics-DELPHI,51,3415.8,1207.0,5455.5,54.0,505.0,3694.5,24352.0
UMich-RidgeTfReg,42,3696.6,1163.0,7302.2,14.0,519.8,3917.7,49687.3
DDS-NBDS,51,5650.4,959.6,14222.2,2.3,250.5,2802.7,76534.0
