,mean_rank
USC-SI_kJalpha,1.3
UCLA-SuEIR,2.5
JHUAPL-Bucky,3.2
Covid19Sim-Simulator,4.3
COVIDhub-baseline,4.6
IowaStateLW-STEM,5.1
