,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
47059,329,492.0,,523.3,,464.0,415.0,440.0,,,,,435.8,,380.5,,,849.0,131.1,,325.5,224.0,,219.0,400.7,,,,478.0,585.2,,,,,,1243.2,,,,570.0,163.0,,194.3,,135.0,86.0,111.0,,,,,106.8,,51.5,,,520.0,-197.9,,-3.5,-105.0,,-110.0,71.7,,,,149.0,256.2,,,,,,914.2,,,,241.0,,False,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,True,False,,,,,,False,,,,False
47061,191,184.0,,193.3,,152.0,126.0,62.0,,,,,112.6,,148.7,,,185.0,152.1,,94.0,,,130.0,177.5,,,,120.0,158.6,,,,,,,,,,180.7,-7.0,,2.3,,-39.0,-65.0,-129.0,,,,,-78.4,,-42.3,,,-6.0,-38.9,,-97.0,,,-61.0,-13.5,,,,-71.0,-32.4,,,,,,,,,,-10.3,,True,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
47063,510,788.0,,797.7,,560.0,511.0,674.0,,,,,553.0,,557.1,,,785.0,279.4,,450.8,397.0,,389.0,624.4,,,,555.0,639.6,,,,,,553.7,,,,,278.0,,287.7,,50.0,1.0,164.0,,,,,43.0,,47.1,,,275.0,-230.6,,-59.2,-113.0,,-121.0,114.4,,,,45.0,129.6,,,,,,43.7,,,,,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,
47065,2648,4568.0,,4704.1,4448.2,3822.0,3392.0,12727.0,,,,,2603.6,,2215.0,,3095.0,4559.0,1556.6,,3085.2,3414.0,,3713.5,3237.6,,,,2637.0,2718.3,,,,,,8762.5,4149.0,,,3577.9,1920.0,,2056.1,1800.2,1174.0,744.0,10079.0,,,,,-44.4,,-433.0,,447.0,1911.0,-1091.4,,437.2,766.0,,1065.5,589.6,,,,-11.0,70.3,,,,,,6114.5,1501.0,,,929.9,,False,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,False,True,,,True
47067,51,56.0,,60.9,,45.0,40.0,30.0,,,,,34.2,,91.8,,,85.0,68.2,,46.1,,,24.0,39.7,,,,50.0,45.6,,,,,,,,,,54.0,5.0,,9.9,,-6.0,-11.0,-21.0,,,,,-16.8,,40.8,,,34.0,17.2,,-4.9,,,-27.0,-11.3,,,,-1.0,-5.4,,,,,,,,,,3.0,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,True,False,,,,,,,,,,True
47069,157,188.0,,183.9,,184.0,271.0,131.0,,,,,223.2,,110.5,,,253.0,127.3,,162.1,,,99.0,146.6,,,,163.0,237.8,,,,,,239.0,,,,238.9,31.0,,26.9,,27.0,114.0,-26.0,,,,,66.2,,-46.5,,,96.0,-29.7,,5.1,,,-58.0,-10.4,,,,6.0,80.8,,,,,,82.0,,,,81.9,,True,,True,False,True,,,,,False,,False,,,False,True,,True,,,False,True,,,,True,False,,,,,,False,,,,False
47071,185,128.0,,116.9,,122.0,138.0,68.0,,,,,215.3,,100.6,,,310.0,98.0,,130.5,,,24.0,99.0,,,,153.0,391.5,,,,,,,,,,182.6,-57.0,,-68.1,,-63.0,-47.0,-117.0,,,,,30.3,,-84.4,,,125.0,-87.0,,-54.5,,,-161.0,-86.0,,,,-32.0,206.5,,,,,,,,,,-2.4,,False,,False,True,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,True,False,,,,,,,,,,True
47073,371,632.0,,641.6,,427.0,400.0,1049.0,,,,,370.4,,601.2,,,662.0,367.0,,389.2,304.5,,281.0,442.1,,,,441.0,485.6,,,,,,304.7,,,,497.6,261.0,,270.6,,56.0,29.0,678.0,,,,,-0.6,,230.2,,,291.0,-4.0,,18.2,-66.5,,-90.0,71.1,,,,70.0,114.6,,,,,,-66.3,,,,126.6,,False,,True,True,False,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
47075,109,108.0,,71.5,,108.0,115.0,144.0,,,,,175.3,,68.0,,,152.0,122.7,,117.5,,,12.0,79.0,,,,110.0,260.9,,,,,,62.0,,,,183.1,-1.0,,-37.5,,-1.0,6.0,35.0,,,,,66.3,,-41.0,,,43.0,13.7,,8.5,,,-97.0,-30.0,,,,1.0,151.9,,,,,,-47.0,,,,74.1,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,False,,,,False
47077,137,232.0,,202.3,,187.0,190.0,93.0,,,,,248.1,,131.3,,,281.0,84.4,,165.9,,,105.0,167.9,,,,218.0,251.9,,,,,,,,,,237.6,95.0,,65.3,,50.0,53.0,-44.0,,,,,111.1,,-5.7,,,144.0,-52.6,,28.9,,,-32.0,30.9,,,,81.0,114.9,,,,,,,,,,100.6,,True,,True,True,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,False
47079,212,244.0,,208.0,,183.0,185.0,159.0,,,,,177.9,,233.1,,,246.0,121.9,,144.5,106.5,,129.0,169.1,,,,257.0,237.7,,,,,,186.4,,,,261.6,32.0,,-4.0,,-29.0,-27.0,-53.0,,,,,-34.1,,21.1,,,34.0,-90.1,,-67.5,-105.5,,-83.0,-42.9,,,,45.0,25.7,,,,,,-25.6,,,,49.6,,True,,True,True,False,,,,,False,,True,,,False,False,,False,False,,False,False,,,,False,True,,,,,,True,,,,False
47081,293,184.0,,176.4,,170.0,160.0,79.0,,,,,167.6,,146.2,,,282.0,72.9,,133.7,,,109.0,164.8,,,,177.0,193.8,,,,,,532.1,,,,239.7,-109.0,,-116.6,,-123.0,-133.0,-214.0,,,,,-125.4,,-146.8,,,-11.0,-220.1,,-159.3,,,-184.0,-128.2,,,,-116.0,-99.2,,,,,,239.1,,,,-53.3,,False,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,True,,,,,,False,,,,True
47083,67,48.0,,48.5,,45.0,54.0,7.0,,,,,68.0,,12.4,,,86.0,6.2,,44.8,,,28.0,33.9,,,,54.0,189.8,,,,,,,,,,94.1,-19.0,,-18.5,,-22.0,-13.0,-60.0,,,,,1.0,,-54.6,,,19.0,-60.8,,-22.2,,,-39.0,-33.1,,,,-13.0,122.8,,,,,,,,,,27.1,,True,,False,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,True,False,,,,,,,,,,False
47085,102,184.0,,184.3,,150.0,139.0,132.0,,,,,103.4,,138.2,,,194.0,70.0,,111.3,,,139.0,126.6,,,,165.0,215.6,,,,,,,,,,182.3,82.0,,82.3,,48.0,37.0,30.0,,,,,1.4,,36.2,,,92.0,-32.0,,9.3,,,37.0,24.6,,,,63.0,113.6,,,,,,,,,,80.3,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,True
47087,150,84.0,,85.1,,83.0,81.0,38.0,,,,,68.5,,88.3,,,129.0,68.8,,54.9,,,79.0,65.0,,,,82.0,173.7,,,,,,,,,,142.7,-66.0,,-64.9,,-67.0,-69.0,-112.0,,,,,-81.5,,-61.7,,,-21.0,-81.2,,-95.1,,,-71.0,-85.0,,,,-68.0,23.7,,,,,,,,,,-7.3,,True,,False,False,False,,,,,False,,True,,,True,False,,False,,,False,False,,,,False,True,,,,,,,,,,True
47089,482,516.0,,558.1,,386.0,390.0,286.0,,,,,394.2,,422.6,,,700.0,238.1,,324.5,296.5,,255.0,367.3,,,,435.0,500.2,,,,,,677.8,,,,517.3,34.0,,76.1,,-96.0,-92.0,-196.0,,,,,-87.8,,-59.4,,,218.0,-243.9,,-157.5,-185.5,,-227.0,-114.7,,,,-47.0,18.2,,,,,,195.8,,,,35.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,True,,,,,,False,,,,False
47091,58,128.0,,131.4,,126.0,132.0,95.0,,,,,159.6,,109.4,,,165.0,46.5,,98.1,,,135.0,107.6,,,,87.0,234.5,,,,,,,,,,357.6,70.0,,73.4,,68.0,74.0,37.0,,,,,101.6,,51.4,,,107.0,-11.5,,40.1,,,77.0,49.6,,,,29.0,176.5,,,,,,,,,,299.6,,False,,True,False,True,,,,,False,,True,,,False,True,,True,,,False,True,,,,True,False,,,,,,,,,,False
47093,3988,5020.0,,5355.9,5336.9,4478.0,4173.0,12100.0,,,,,3331.4,,3302.3,,4017.6,5145.0,3227.2,,3474.7,4680.0,,4038.0,4685.7,,,,3324.0,5689.6,,,,,,10988.9,2451.0,,,3320.3,1032.0,,1367.9,1348.9,490.0,185.0,8112.0,,,,,-656.6,,-685.7,,29.6,1157.0,-760.8,,-513.3,692.0,,50.0,697.7,,,,-664.0,1701.6,,,,,,7000.9,-1537.0,,,-667.7,,False,False,True,True,False,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,False,,,,,,False,False,,,True
47095,30,32.0,,25.2,,40.0,50.0,0.0,,,,,148.4,,28.1,,,38.0,86.6,,65.9,,,3.0,42.2,,,,59.0,124.9,,,,,,,,,,116.7,2.0,,-4.8,,10.0,20.0,-30.0,,,,,118.4,,-1.9,,,8.0,56.6,,35.9,,,-27.0,12.2,,,,29.0,94.9,,,,,,,,,,86.7,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
47097,47,192.0,,167.8,,166.0,205.0,86.0,,,,,187.3,,126.7,,,228.0,86.3,,159.9,,,92.0,143.7,,,,158.0,254.8,,,,,,262.6,,,,265.6,145.0,,120.8,,119.0,158.0,39.0,,,,,140.3,,79.7,,,181.0,39.3,,112.9,,,45.0,96.7,,,,111.0,207.8,,,,,,215.6,,,,218.6,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,False,,,,False
47099,158,432.0,,409.2,,322.0,326.0,221.0,,,,,362.7,,150.3,,,598.0,227.6,,323.9,199.5,,222.0,322.9,,,,364.0,492.5,,,,,,283.1,,,,518.3,274.0,,251.2,,164.0,168.0,63.0,,,,,204.7,,-7.7,,,440.0,69.6,,165.9,41.5,,64.0,164.9,,,,206.0,334.5,,,,,,125.1,,,,360.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,False
47101,95,148.0,,145.1,,112.0,106.0,63.0,,,,,93.9,,40.0,,,156.0,110.2,,84.4,,,76.0,109.9,,,,119.0,133.7,,,,,,,,,,173.0,53.0,,50.1,,17.0,11.0,-32.0,,,,,-1.1,,-55.0,,,61.0,15.2,,-10.6,,,-19.0,14.9,,,,24.0,38.7,,,,,,,,,,78.0,,True,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,True,,,,,,,,,,False
47103,153,244.0,,272.8,,206.0,206.0,166.0,,,,,243.8,,141.8,,,499.0,107.7,,211.2,143.0,,69.0,178.9,,,,277.0,279.6,,,,,,192.2,,,,368.8,91.0,,119.8,,53.0,53.0,13.0,,,,,90.8,,-11.2,,,346.0,-45.3,,58.2,-10.0,,-84.0,25.9,,,,124.0,126.6,,,,,,39.2,,,,215.8,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,False,,,,,,True,,,,False
47105,369,712.0,,732.2,,519.0,501.0,605.0,,,,,393.6,,499.4,,,641.0,396.5,,324.2,306.0,,535.0,600.2,,,,472.0,532.9,,,,,,529.1,,,,555.8,343.0,,363.2,,150.0,132.0,236.0,,,,,24.6,,130.4,,,272.0,27.5,,-44.8,-63.0,,166.0,231.2,,,,103.0,163.9,,,,,,160.1,,,,186.8,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
47107,479,488.0,,531.2,,449.0,398.0,520.0,,,,,372.7,,317.1,,,737.0,420.0,,318.9,276.0,,284.0,404.3,,,,401.0,488.6,,,,,,1203.6,,,,529.3,9.0,,52.2,,-30.0,-81.0,41.0,,,,,-106.3,,-161.9,,,258.0,-59.0,,-160.1,-203.0,,-195.0,-74.7,,,,-78.0,9.6,,,,,,724.6,,,,50.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False
47109,138,224.0,,226.8,,185.0,202.0,167.0,,,,,210.8,,156.5,,,333.0,126.7,,199.5,,,86.5,151.4,,,,226.0,364.5,,,,,,141.8,,,,305.8,86.0,,88.8,,47.0,64.0,29.0,,,,,72.8,,18.5,,,195.0,-11.3,,61.5,,,-51.5,13.4,,,,88.0,226.5,,,,,,3.8,,,,167.8,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,True,,,,False
47111,332,176.0,,194.2,,161.0,153.0,126.0,,,,,190.5,,67.8,,,231.0,80.1,,187.4,,,87.0,130.2,,,,201.0,324.1,,,,,,151.4,,,,234.1,-156.0,,-137.8,,-171.0,-179.0,-206.0,,,,,-141.5,,-264.2,,,-101.0,-251.9,,-144.6,,,-245.0,-201.8,,,,-131.0,-7.9,,,,,,-180.6,,,,-97.9,,True,,False,False,False,,,,,True,,False,,,True,False,,True,,,False,False,,,,True,True,,,,,,False,,,,True
47113,408,708.0,,728.3,,609.0,628.0,72.0,,,,,654.7,,535.4,,,872.0,537.3,,706.8,441.5,,371.0,536.4,,,,614.0,1313.1,,,,,,1598.1,,,,693.3,300.0,,320.3,,201.0,220.0,-336.0,,,,,246.7,,127.4,,,464.0,129.3,,298.8,33.5,,-37.0,128.4,,,,206.0,905.1,,,,,,1190.1,,,,285.3,,False,,True,True,False,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,True
47115,495,248.0,,243.6,,233.0,221.0,82.0,,,,,193.9,,228.5,,,401.0,57.1,,160.4,,,304.0,204.2,,,,205.0,279.6,,,,,,421.8,,,,295.3,-247.0,,-251.4,,-262.0,-274.0,-413.0,,,,,-301.1,,-266.5,,,-94.0,-437.9,,-334.6,,,-191.0,-290.8,,,,-290.0,-215.4,,,,,,-73.2,,,,-199.7,,False,,False,False,False,,,,,False,,False,,,True,False,,False,,,True,False,,,,False,True,,,,,,True,,,,True
47117,163,392.0,,384.8,,269.0,248.0,236.0,,,,,279.3,,307.7,,,443.0,106.9,,256.1,185.0,,138.0,282.6,,,,290.0,305.1,,,,,,171.1,,,,484.8,229.0,,221.8,,106.0,85.0,73.0,,,,,116.3,,144.7,,,280.0,-56.1,,93.1,22.0,,-25.0,119.6,,,,127.0,142.1,,,,,,8.1,,,,321.8,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,False
47119,423,1276.0,,1222.8,,860.0,807.0,778.0,,,,,866.6,,325.9,,,1027.0,558.1,,827.9,634.0,,701.5,867.7,,,,862.0,785.4,,,,,,1047.3,,,,1182.6,853.0,,799.8,,437.0,384.0,355.0,,,,,443.6,,-97.1,,,604.0,135.1,,404.9,211.0,,278.5,444.7,,,,439.0,362.4,,,,,,624.3,,,,759.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
47121,38,116.0,,123.6,,91.0,83.0,74.0,,,,,92.1,,87.3,,,185.0,57.5,,89.4,,,37.0,73.9,,,,106.0,110.5,,,,,,,,,,125.7,78.0,,85.6,,53.0,45.0,36.0,,,,,54.1,,49.3,,,147.0,19.5,,51.4,,,-1.0,35.9,,,,68.0,72.5,,,,,,,,,,87.7,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,,,,,,,,,,False
47123,429,468.0,,470.5,,424.0,356.0,474.0,,,,,364.6,,233.8,,,585.0,203.3,,239.7,203.5,,237.0,370.6,,,,418.0,460.6,,,,,,454.6,,,,533.8,39.0,,41.5,,-5.0,-73.0,45.0,,,,,-64.4,,-195.2,,,156.0,-225.7,,-189.3,-225.5,,-192.0,-58.4,,,,-11.0,31.6,,,,,,25.6,,,,104.8,,False,,True,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,True,,,,,,True,,,,False
47125,1329,2232.0,,2247.6,,1657.0,1650.0,1964.0,,,,,1291.5,,1658.3,,,1635.0,1032.6,,1876.0,1252.0,,1534.5,1505.2,,,,1605.0,1610.6,,,,,,4004.1,1784.0,,,2415.2,903.0,,918.6,,328.0,321.0,635.0,,,,,-37.5,,329.3,,,306.0,-296.4,,547.0,-77.0,,205.5,176.2,,,,276.0,281.6,,,,,,2675.1,455.0,,,1086.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,False,True,,,False
47127,84,52.0,,32.1,,44.0,48.0,36.0,,,,,64.7,,23.8,,,102.0,21.6,,40.2,,,7.0,38.1,,,,62.0,102.4,,,,,,,,,,88.6,-32.0,,-51.9,,-40.0,-36.0,-48.0,,,,,-19.3,,-60.2,,,18.0,-62.4,,-43.8,,,-77.0,-45.9,,,,-22.0,18.4,,,,,,,,,,4.6,,False,,False,False,False,,,,,True,,False,,,True,False,,False,,,False,False,,,,True,True,,,,,,,,,,True
47129,259,160.0,,155.2,,146.0,147.0,87.0,,,,,148.5,,172.7,,,248.0,101.2,,111.2,,,52.0,123.0,,,,178.0,290.9,,,,,,,,,,259.2,-99.0,,-103.8,,-113.0,-112.0,-172.0,,,,,-110.5,,-86.3,,,-11.0,-157.8,,-147.8,,,-207.0,-136.0,,,,-81.0,31.9,,,,,,,,,,0.2,,False,,False,False,False,,,,,False,,True,,,True,False,,False,,,False,False,,,,True,True,,,,,,,,,,True
47131,200,168.0,,187.9,,176.0,171.0,158.0,,,,,247.9,,88.5,,,234.0,126.3,,185.4,93.0,,51.0,125.6,,,,216.0,327.9,,,,,,202.4,,,,229.7,-32.0,,-12.1,,-24.0,-29.0,-42.0,,,,,47.9,,-111.5,,,34.0,-73.7,,-14.6,-107.0,,-149.0,-74.4,,,,16.0,127.9,,,,,,2.4,,,,29.7,,True,,True,True,False,,,,,False,,False,,,False,False,,True,False,,False,False,,,,True,False,,,,,,True,,,,True
47133,196,116.0,,99.2,,114.0,139.0,62.0,,,,,193.5,,81.6,,,218.0,48.4,,126.2,,,18.0,86.0,,,,154.0,378.0,,,,,,140.1,,,,213.0,-80.0,,-96.8,,-82.0,-57.0,-134.0,,,,,-2.5,,-114.4,,,22.0,-147.6,,-69.8,,,-178.0,-110.0,,,,-42.0,182.0,,,,,,-55.9,,,,17.0,,False,,False,True,False,,,,,True,,False,,,True,False,,True,,,False,False,,,,True,False,,,,,,True,,,,True
47135,48,52.0,,56.7,,50.0,52.0,24.0,,,,,61.8,,20.2,,,100.0,18.1,,38.6,,,16.0,48.4,,,,56.0,93.5,,,,,,,,,,120.0,4.0,,8.7,,2.0,4.0,-24.0,,,,,13.8,,-27.8,,,52.0,-29.9,,-9.4,,,-32.0,0.4,,,,8.0,45.5,,,,,,,,,,72.0,,False,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,,,,,,,,,,False
47137,37,28.0,,37.3,,30.0,34.0,15.0,,,,,56.2,,6.1,,,56.0,5.7,,35.7,,,2.0,22.4,,,,34.0,124.6,,,,,,,,,,48.8,-9.0,,0.3,,-7.0,-3.0,-22.0,,,,,19.2,,-30.9,,,19.0,-31.3,,-1.3,,,-35.0,-14.6,,,,-3.0,87.6,,,,,,,,,,11.8,,True,,True,True,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,True,False,,,,,,,,,,False
47139,196,216.0,,220.8,,164.0,150.0,137.0,,,,,136.0,,181.5,,,224.0,161.4,,102.8,,,116.0,163.3,,,,185.0,116.1,,,,,,,,,,257.6,20.0,,24.8,,-32.0,-46.0,-59.0,,,,,-60.0,,-14.5,,,28.0,-34.6,,-93.2,,,-80.0,-32.7,,,,-11.0,-79.9,,,,,,,,,,61.6,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,True,False,,,,,,,,,,False
47141,306,788.0,,809.9,,680.0,597.0,352.0,,,,,695.7,,614.0,,,817.0,300.3,,549.6,343.5,,378.0,633.8,,,,619.0,1147.2,,,,,,753.4,,,,853.5,482.0,,503.9,,374.0,291.0,46.0,,,,,389.7,,308.0,,,511.0,-5.7,,243.6,37.5,,72.0,327.8,,,,313.0,841.2,,,,,,447.4,,,,547.5,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,False
47143,144,280.0,,227.2,,237.0,228.0,165.0,,,,,255.9,,223.8,,,439.0,90.4,,259.4,117.5,,251.0,252.8,,,,201.0,243.0,,,,,,,,,,359.8,136.0,,83.2,,93.0,84.0,21.0,,,,,111.9,,79.8,,,295.0,-53.6,,115.4,-26.5,,107.0,108.8,,,,57.0,99.0,,,,,,,,,,215.8,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,,,,False
47145,410,516.0,,512.4,,376.0,353.0,352.0,,,,,384.8,,352.8,,,658.0,145.5,,323.9,238.5,,249.0,427.9,,,,391.0,423.9,,,,,,,,,,487.9,106.0,,102.4,,-34.0,-57.0,-58.0,,,,,-25.2,,-57.2,,,248.0,-264.5,,-86.1,-171.5,,-161.0,17.9,,,,-19.0,13.9,,,,,,,,,,77.9,,True,,True,True,True,,,,,True,,True,,,False,False,,True,False,,False,True,,,,True,True,,,,,,,,,,True
47147,721,876.0,,870.5,,620.0,564.0,795.0,,,,,553.6,,402.9,,,644.0,352.6,,530.0,430.5,,385.0,576.9,,,,739.0,628.3,,,,,,668.0,,,,840.0,155.0,,149.5,,-101.0,-157.0,74.0,,,,,-167.4,,-318.1,,,-77.0,-368.4,,-191.0,-290.5,,-336.0,-144.1,,,,18.0,-92.7,,,,,,-53.0,,,,119.0,,True,,True,False,True,,,,,False,,False,,,True,False,,False,False,,False,True,,,,True,True,,,,,,True,,,,True
47149,2911,3548.0,,3429.5,3495.6,2635.0,2482.0,3291.0,,,,,2503.6,,1945.9,,2483.4,3858.0,1715.2,,2997.7,1988.5,,2643.0,2659.9,,,,2425.0,2447.9,,,,,,3620.2,1879.0,,,2564.1,637.0,,518.5,584.6,-276.0,-429.0,380.0,,,,,-407.4,,-965.1,,-427.6,947.0,-1195.8,,86.7,-922.5,,-268.0,-251.1,,,,-486.0,-463.1,,,,,,709.2,-1032.0,,,-346.9,,True,True,True,True,True,,,,,True,,False,,True,False,False,,True,False,,True,True,,,,True,True,,,,,,False,False,,,True
47151,481,216.0,,218.1,,163.0,165.0,147.0,,,,,139.8,,153.1,,,204.0,86.9,,134.3,,,149.0,167.9,,,,156.0,228.9,,,,,,458.1,,,,226.1,-265.0,,-262.9,,-318.0,-316.0,-334.0,,,,,-341.2,,-327.9,,,-277.0,-394.1,,-346.7,,,-332.0,-313.1,,,,-325.0,-252.1,,,,,,-22.9,,,,-254.9,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,True,,,,True
47153,106,176.0,,168.0,,126.0,123.0,89.0,,,,,113.0,,147.0,,,191.0,94.3,,94.7,,,89.0,133.0,,,,143.0,132.7,,,,,,,,,,259.6,70.0,,62.0,,20.0,17.0,-17.0,,,,,7.0,,41.0,,,85.0,-11.7,,-11.3,,,-17.0,27.0,,,,37.0,26.7,,,,,,,,,,153.6,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,,,,,,,,,,False
47155,820,1072.0,,1089.9,,746.0,680.0,633.0,,,,,824.5,,587.3,,,1160.0,503.7,,838.4,562.5,,497.0,853.0,,,,762.0,873.3,,,,,,693.4,,,,892.8,252.0,,269.9,,-74.0,-140.0,-187.0,,,,,4.5,,-232.7,,,340.0,-316.3,,18.4,-257.5,,-323.0,33.0,,,,-58.0,53.3,,,,,,-126.6,,,,72.8,,False,,True,True,True,,,,,True,,True,,,False,False,,True,False,,False,True,,,,True,True,,,,,,True,,,,True
47157,5302,7956.0,,8281.7,9559.5,6379.0,5413.0,6611.0,,,,,5631.1,,5638.3,,5580.9,7478.0,4524.0,,7308.6,7924.5,,4673.5,5679.9,,,,5264.0,7341.1,,,,,,7395.2,5702.0,,,6673.1,2654.0,,2979.7,4257.5,1077.0,111.0,1309.0,,,,,329.1,,336.3,,278.9,2176.0,-778.0,,2006.6,2622.5,,-628.5,377.9,,,,-38.0,2039.1,,,,,,2093.2,400.0,,,1371.1,,False,False,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True
