,predicted_cases,actual_cases,error,perc_error
USC-SI_kJalpha,6326749.0,6751944,-425195.0,-6.3%
IowaStateLW-STEM,11665397.0,6751944,4913453.0,72.8%
JHUAPL-Bucky,13414081.8,6751944,6662137.8,98.7%
UCF-AEM,13594165.0,6751944,6842221.0,101.3%
COVIDhub-baseline,13648800.0,6751944,6896856.0,102.1%
Columbia_UNC-SurvCon,13779113.0,6751944,7027169.0,104.1%
UCLA-SuEIR,13982119.0,6751944,7230175.0,107.1%
IBF-TimeSeries,14025059.0,6751944,7273115.0,107.7%
Covid19Sim-Simulator,15170689.3,6751944,8418745.3,124.7%
