,count,mean,median,std,min,25%,75%,max
JHU_CSSE-DECOM,51,17138094.1,1340964.0,39172865.8,225.0,169793.0,13689204.5,238054041.0
COVIDhub-trained_ensemble,51,20887189.9,2013561.0,57710091.4,3600.0,107258.5,9590134.5,284394496.0
COVIDhub-ensemble,51,27632232.7,2105401.0,84615630.4,36.0,296322.5,14424636.5,555497761.0
IowaStateLW-STEM,49,29748002.0,1849600.0,108078240.8,5329.0,203997.0,8973440.5,604963216.0
MOBS-GLEAM_COVID,50,29829882.2,3188534.7,86873937.8,10.4,226950.8,9380265.2,423754930.1
Covid19Sim-Simulator,51,34119668.8,1180239.4,109906391.5,213.6,163576.1,6400779.3,643700083.3
SigSci-TS,48,46413664.7,2253001.0,189038261.8,81.0,319530.5,20686329.0,1335592328.0
Karlen-pypm,51,47652733.6,4233717.8,137352295.3,2777.3,910379.9,24741757.2,900348033.6
BPagano-RtDriven,51,51588395.6,3578907.2,185042683.7,55979.6,1234867.3,14748537.7,1281532602.2
Microsoft-DeepSTIA,51,54172172.1,748243.6,175277065.9,639.8,159313.4,13569415.9,1034572114.5
LNQ-ens1,51,55007569.7,3249657.7,263035495.8,920.0,274536.7,18850960.6,1877344113.1
USC-SI_kJalpha,51,67267174.9,1117249.0,416690282.0,100.0,209290.0,9761312.0,2981815236.0
JHUAPL-Bucky,51,68531435.9,5529051.4,188423801.4,915.1,364104.1,36673227.4,1224946081.7
IEM_MED-CovidProject,51,77389592.2,4757021.2,393525547.3,333.9,597139.7,30790130.1,2820354289.0
RobertWalraven-ESG,51,77463202.5,2511083.9,295185716.1,0.4,181941.2,23975273.1,1902700038.0
Google_Harvard-CPF,51,80912674.3,5666780.2,174123150.3,362.0,477816.9,39421165.7,818582168.3
UChicagoCHATTOPADHYAY-UnIT,51,87754483.7,1553862.0,309050747.2,1706.5,532743.1,15935145.5,1996343505.8
CEID-Walk,51,87998337.0,2237902.3,448435443.8,69.8,94993.9,25446740.9,3187711613.2
CU-select,51,88544238.4,4309776.0,504852341.9,529.0,774450.5,25898497.0,3618383409.0
MIT_ISOLAT-Mixtures,49,91925048.7,7330804.4,218497994.3,194.0,1203921.4,60055170.2,1043004651.8
UVA-Ensemble,51,94841983.0,5780520.9,318842077.0,150.6,403220.9,28263938.5,1769925659.4
OliverWyman-Navigator,51,95294057.3,5846724.0,435354027.7,3364.0,1051692.5,40190666.5,3106501696.0
COVIDhub-baseline,51,109793180.4,1628176.0,452985245.9,81.0,107912.5,15751489.0,2836947169.0
OneQuietNight-ML,51,111565708.4,3326976.0,364427183.7,29584.0,689834.5,50226884.5,2437989376.0
LANL-GrowthRate,51,132473265.1,14516100.0,494912319.8,16900.0,1748581.2,62293605.6,3422893530.2
JHU_IDD-CovidSP,51,140810101.5,2341257.9,860431497.8,0.0,279774.9,18471267.7,6155238136.5
TTU-squider,51,143372888.4,12321911.2,426345250.8,6860.8,720909.0,89630510.6,2862845700.0
CovidAnalytics-DELPHI,51,228900706.0,3396649.0,980260224.8,64.0,890212.5,32331994.0,6644858256.0
JHU_UNC_GAS-StatMechPool,51,253514666.3,40182921.0,708114309.7,1190.2,658404.0,162627073.6,3877552900.0
IUPUI-HkPrMobiDyR,50,388092911.7,2751219.3,1419399513.3,423.5,206532.3,65811921.6,8903526522.2
UMich-RidgeTfReg,44,523358873.9,30445179.2,1837804626.1,2659.7,1068914.1,391770343.8,13009989763.4
UCLA-SuEIR,51,589357459.8,6646176.9,3587072582.9,3348.9,360346.8,58482778.9,25636406116.6
DDS-NBDS,51,16702667056.7,3137992.6,82436497911.3,1424.9,604062.4,59583143.0,563098139324.7
