,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01075,47,30.0,,27.4,,20.0,20.0,9.0,,,,,19.6,,14.8,,,53.8,47.0,3.3,,25.8,,,15.0,17.6,,,,11.0,27.0,,,,,,,25.0,,,,19.9,32.0,-17.0,,-19.6,,-27.0,-27.0,-38.0,,,,,-27.4,,-32.2,,,6.8,0.0,-43.7,,-21.2,,,-32.0,-29.4,,,,-36.0,-20.0,,,,,,,-22.0,,,,-27.1,-15.0,,False,,False,False,False,,,,,False,,False,,,True,True,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,True
01077,119,110.0,,116.1,,102.0,106.0,69.0,,,,,147.7,,60.3,,,170.9,256.0,45.7,,230.4,264.0,,21.0,83.4,,,,52.0,209.0,,,,,,86.4,118.2,,,,0.0,230.0,-9.0,,-2.9,,-17.0,-13.0,-50.0,,,,,28.7,,-58.7,,,51.9,137.0,-73.3,,111.4,145.0,,-98.0,-35.6,,,,-67.0,90.0,,,,,,-32.6,-0.8,,,,-119.0,111.0,,True,,False,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,True,,,,False,False
01079,63,46.0,,46.1,,48.0,40.0,50.0,,,,,52.8,,41.8,,,62.8,120.0,32.3,,83.3,98.0,,13.0,31.8,,,,27.0,73.0,,,,,,52.1,42.9,,,,0.0,81.7,-17.0,,-16.9,,-15.0,-23.0,-13.0,,,,,-10.2,,-21.2,,,-0.2,57.0,-30.7,,20.3,35.0,,-50.0,-31.2,,,,-36.0,10.0,,,,,,-10.9,-20.1,,,,-63.0,18.7,,True,,True,False,True,,,,,True,,False,,,True,False,False,,False,False,,False,False,,,,False,True,,,,,,True,False,,,,False,False
01081,291,432.0,,392.8,,287.0,285.0,238.0,,,,,329.6,,160.9,,227.8,621.4,708.0,138.7,,502.6,654.5,,143.0,265.3,,,,210.0,355.0,,,,,,539.7,317.3,209.0,,,331.5,614.3,141.0,,101.8,,-4.0,-6.0,-53.0,,,,,38.6,,-130.1,,-63.2,330.4,417.0,-152.3,,211.6,363.5,,-148.0,-25.7,,,,-81.0,64.0,,,,,,248.7,26.3,-82.0,,,40.5,323.3,,True,,True,True,True,,,,,True,,True,,True,False,False,False,,False,False,,False,True,,,,True,True,,,,,,False,True,True,,,True,False
01083,182,202.0,,164.8,,200.0,157.0,187.0,,,,,192.3,,106.4,,,276.9,252.0,219.1,,244.8,333.5,,44.0,146.2,,,,135.0,251.0,,,,,,418.6,121.8,,,,57.2,278.7,20.0,,-17.2,,18.0,-25.0,5.0,,,,,10.3,,-75.6,,,94.9,70.0,37.1,,62.8,151.5,,-138.0,-35.8,,,,-47.0,69.0,,,,,,236.6,-60.2,,,,-124.8,96.7,,True,,True,False,True,,,,,True,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
01085,33,26.0,,17.1,,19.0,16.0,18.0,,,,,30.6,,5.1,,,34.8,24.0,3.4,,36.7,,,0.0,11.6,,,,8.0,16.0,,,,,,,21.2,,,,19.7,49.2,-7.0,,-15.9,,-14.0,-17.0,-15.0,,,,,-2.4,,-27.9,,,1.8,-9.0,-29.6,,3.7,,,-33.0,-21.4,,,,-25.0,-17.0,,,,,,,-11.8,,,,-13.3,16.2,,False,,False,False,False,,,,,True,,False,,,True,False,False,,True,,,False,False,,,,False,False,,,,,,,False,,,,False,False
01087,86,48.0,,73.0,,38.0,27.0,44.0,,,,,26.8,,27.2,,,64.8,45.0,25.2,,59.5,,,17.0,26.5,,,,29.0,36.0,,,,,,,45.0,,,,49.8,62.1,-38.0,,-13.0,,-48.0,-59.0,-42.0,,,,,-59.2,,-58.8,,,-21.2,-41.0,-60.8,,-26.5,,,-69.0,-59.5,,,,-57.0,-50.0,,,,,,,-41.0,,,,-36.2,-23.9,,True,,False,False,False,,,,,False,,False,,,True,False,False,,True,,,False,False,,,,False,False,,,,,,,False,,,,True,True
01089,805,874.0,,934.3,820.8,680.0,676.0,499.0,,,,,648.0,,551.1,,656.6,1225.0,1006.0,578.4,,1037.9,1136.5,,460.0,681.3,,,,502.0,650.0,,,,,,1130.1,495.1,373.0,,,283.8,1041.5,69.0,,129.3,15.8,-125.0,-129.0,-306.0,,,,,-157.0,,-253.9,,-148.4,420.0,201.0,-226.6,,232.9,331.5,,-345.0,-123.7,,,,-303.0,-155.0,,,,,,325.1,-309.9,-432.0,,,-521.2,236.5,,False,True,False,False,False,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
01091,244,94.0,,85.1,,71.0,139.0,54.0,,,,,46.7,,66.6,,,367.2,71.0,20.6,,68.0,,,235.0,166.9,,,,93.0,67.0,,,,,,81.3,72.7,,,,85.7,86.2,-150.0,,-158.9,,-173.0,-105.0,-190.0,,,,,-197.3,,-177.4,,,123.2,-173.0,-223.4,,-176.0,,,-9.0,-77.1,,,,-151.0,-177.0,,,,,,-162.7,-171.3,,,,-158.3,-157.8,,False,,False,True,False,,,,,False,,False,,,True,False,False,,False,,,True,True,,,,False,False,,,,,,False,False,,,,False,False
01093,161,54.0,,53.9,,49.0,48.0,31.0,,,,,49.8,,18.0,,,93.9,100.0,35.5,,60.8,122.0,,36.0,43.5,,,,33.0,72.0,,,,,,64.0,41.5,,,,13.1,67.0,-107.0,,-107.1,,-112.0,-113.0,-130.0,,,,,-111.2,,-143.0,,,-67.1,-61.0,-125.5,,-100.2,-39.0,,-125.0,-117.5,,,,-128.0,-89.0,,,,,,-97.0,-119.5,,,,-147.9,-94.0,,False,,False,False,False,,,,,False,,False,,,True,True,False,,True,True,,False,False,,,,False,True,,,,,,True,False,,,,False,True
01095,293,150.0,,166.6,,133.0,137.0,141.0,,,,,188.3,,98.5,,90.0,262.4,382.0,45.9,,256.1,261.5,,34.0,105.3,,,,83.0,175.0,,,,,,261.4,147.0,,,,78.7,222.7,-143.0,,-126.4,,-160.0,-156.0,-152.0,,,,,-104.7,,-194.5,,-203.0,-30.6,89.0,-247.1,,-36.9,-31.5,,-259.0,-187.7,,,,-210.0,-118.0,,,,,,-31.6,-146.0,,,,-214.3,-70.3,,True,,False,False,False,,,,,True,,False,,False,True,True,False,,True,True,,False,False,,,,False,True,,,,,,True,False,,,,False,True
01097,1107,1054.0,,1015.3,1036.9,711.0,734.0,620.0,,,,,844.3,,635.1,,666.1,1596.6,1556.0,548.0,,1112.6,1489.5,,510.0,691.3,,,,609.0,764.0,,,,,,617.2,691.0,581.0,,,667.7,1281.0,-53.0,,-91.7,-70.1,-396.0,-373.0,-487.0,,,,,-262.7,,-471.9,,-440.9,489.6,449.0,-559.0,,5.6,382.5,,-597.0,-415.7,,,,-498.0,-343.0,,,,,,-489.8,-416.0,-526.0,,,-439.3,174.0,,False,False,False,False,False,,,,,False,,False,,False,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
01099,15,22.0,,35.4,,23.0,18.0,23.0,,,,,27.9,,24.0,,,34.9,81.0,6.1,,36.3,,,0.0,14.0,,,,13.0,30.0,,,,,,,22.6,,,,21.1,48.3,7.0,,20.4,,8.0,3.0,8.0,,,,,12.9,,9.0,,,19.9,66.0,-8.9,,21.3,,,-15.0,-1.0,,,,-2.0,15.0,,,,,,,7.6,,,,6.1,33.3,,False,,False,True,False,,,,,False,,False,,,False,False,False,,False,,,False,True,,,,True,False,,,,,,,False,,,,True,False
01101,555,650.0,,660.2,,473.0,488.0,438.0,,,,,472.0,,225.6,,444.9,945.1,753.0,342.9,,703.2,772.5,,387.0,471.9,,,,371.0,465.0,,,,,,630.2,682.5,348.0,,,552.1,771.9,95.0,,105.2,,-82.0,-67.0,-117.0,,,,,-83.0,,-329.4,,-110.1,390.1,198.0,-212.1,,148.2,217.5,,-168.0,-83.1,,,,-184.0,-90.0,,,,,,75.2,127.5,-207.0,,,-2.9,216.9,,False,,True,True,False,,,,,True,,False,,False,False,False,False,,False,False,,False,True,,,,False,True,,,,,,True,False,False,,,True,False
01103,317,186.0,,166.8,,153.0,173.0,137.0,,,,,219.8,,49.9,,,273.2,387.0,63.9,,288.2,390.0,,87.0,136.2,,,,92.0,213.0,,,,,,297.7,176.4,,,,0.0,330.6,-131.0,,-150.2,,-164.0,-144.0,-180.0,,,,,-97.2,,-267.1,,,-43.8,70.0,-253.1,,-28.8,73.0,,-230.0,-180.8,,,,-225.0,-104.0,,,,,,-19.3,-140.6,,,,-317.0,13.6,,False,,False,False,False,,,,,True,,False,,,True,True,False,,True,True,,False,False,,,,False,True,,,,,,True,False,,,,False,True
01105,19,6.0,,11.3,,9.0,13.0,0.0,,,,,19.6,,0.9,,,17.5,24.0,0.1,,19.2,,,34.0,3.8,,,,0.0,7.0,,,,,,,15.1,,,,36.5,25.0,-13.0,,-7.7,,-10.0,-6.0,-19.0,,,,,0.6,,-18.1,,,-1.5,5.0,-18.9,,0.2,,,15.0,-15.2,,,,-19.0,-12.0,,,,,,,-3.9,,,,17.5,6.0,,True,,True,True,False,,,,,True,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,True,,,,False,True
01107,47,74.0,,68.0,,56.0,47.0,43.0,,,,,35.4,,19.7,,,112.7,63.0,11.8,,59.3,,,58.0,46.2,,,,45.0,55.0,,,,,,100.1,62.4,,,,67.3,76.2,27.0,,21.0,,9.0,0.0,-4.0,,,,,-11.6,,-27.3,,,65.7,16.0,-35.2,,12.3,,,11.0,-0.8,,,,-2.0,8.0,,,,,,53.1,15.4,,,,20.3,29.2,,True,,True,True,True,,,,,True,,False,,,False,True,False,,True,,,True,True,,,,True,True,,,,,,False,True,,,,True,False
01109,28,58.0,,59.4,,53.0,47.0,47.0,,,,,62.4,,29.0,,,91.1,155.0,50.8,,83.6,144.0,,19.0,41.4,,,,30.0,53.0,,,,,,74.6,72.6,,,,39.1,108.4,30.0,,31.4,,25.0,19.0,19.0,,,,,34.4,,1.0,,,63.1,127.0,22.8,,55.6,116.0,,-9.0,13.4,,,,2.0,25.0,,,,,,46.6,44.6,,,,11.1,80.4,,False,,True,True,True,,,,,False,,True,,,False,False,True,,False,False,,True,True,,,,True,True,,,,,,False,False,,,,True,False
01111,49,52.0,,52.0,,37.0,29.0,32.0,,,,,31.3,,28.5,,,88.5,92.0,11.1,,55.3,,,13.0,27.1,,,,35.0,41.0,,,,,,,52.3,,,,52.8,48.1,3.0,,3.0,,-12.0,-20.0,-17.0,,,,,-17.7,,-20.5,,,39.5,43.0,-37.9,,6.3,,,-36.0,-21.9,,,,-14.0,-8.0,,,,,,,3.3,,,,3.8,-0.9,,True,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,True
01113,91,96.0,,91.9,,92.0,74.0,63.0,,,,,83.8,,66.2,,,164.4,255.0,47.1,,176.0,185.5,,25.0,72.4,,,,57.0,136.0,,,,,,84.8,118.2,,,,107.9,126.4,5.0,,0.9,,1.0,-17.0,-28.0,,,,,-7.2,,-24.8,,,73.4,164.0,-43.9,,85.0,94.5,,-66.0,-18.6,,,,-34.0,45.0,,,,,,-6.2,27.2,,,,16.9,35.4,,True,,True,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
01115,345,260.0,,253.9,,201.0,170.0,177.0,,,,,170.7,,144.0,,,349.9,297.0,86.3,,299.3,298.0,,128.5,163.6,,,,147.0,201.0,,,,,,229.8,128.2,,,,211.7,254.5,-85.0,,-91.1,,-144.0,-175.0,-168.0,,,,,-174.3,,-201.0,,,4.9,-48.0,-258.7,,-45.7,-47.0,,-216.5,-181.4,,,,-198.0,-144.0,,,,,,-115.2,-216.8,,,,-133.3,-90.5,,False,,False,False,False,,,,,False,,False,,,True,True,False,,True,True,,False,False,,,,False,False,,,,,,False,False,,,,False,False
01117,685,696.0,,784.3,,468.0,487.0,413.0,,,,,450.5,,362.5,,440.3,960.3,782.0,232.9,,645.9,697.5,,379.5,487.0,,,,410.0,551.0,,,,,,761.9,498.8,356.0,,,254.2,763.9,11.0,,99.3,,-217.0,-198.0,-272.0,,,,,-234.5,,-322.5,,-244.7,275.3,97.0,-452.1,,-39.1,12.5,,-305.5,-198.0,,,,-275.0,-134.0,,,,,,76.9,-186.2,-329.0,,,-430.8,78.9,,False,,False,False,False,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
01119,32,18.0,,18.4,,18.0,16.0,10.0,,,,,18.5,,17.7,,,38.0,34.0,10.1,,21.5,,,25.0,12.1,,,,11.0,17.0,,,,,,,12.6,,,,28.8,29.9,-14.0,,-13.6,,-14.0,-16.0,-22.0,,,,,-13.5,,-14.3,,,6.0,2.0,-21.9,,-10.5,,,-7.0,-19.9,,,,-21.0,-15.0,,,,,,,-19.4,,,,-3.2,-2.1,,True,,False,False,False,,,,,True,,False,,,True,True,False,,True,,,True,False,,,,False,False,,,,,,,False,,,,True,True
01121,252,268.0,,231.4,,201.0,150.0,137.0,,,,,155.6,,136.4,,,349.0,282.0,45.7,,256.0,295.0,,85.0,142.4,,,,130.0,228.0,,,,,,285.2,174.9,,,,239.8,254.8,16.0,,-20.6,,-51.0,-102.0,-115.0,,,,,-96.4,,-115.6,,,97.0,30.0,-206.3,,4.0,43.0,,-167.0,-109.6,,,,-122.0,-24.0,,,,,,33.2,-77.1,,,,-12.2,2.8,,False,,False,False,False,,,,,False,,False,,,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,,,,True,True
01123,133,182.0,,205.1,,124.0,114.0,123.0,,,,,80.5,,77.2,,,308.6,141.0,2.2,,140.9,258.5,,137.0,120.1,,,,165.0,111.0,,,,,,173.6,111.7,,,,19.9,218.5,49.0,,72.1,,-9.0,-19.0,-10.0,,,,,-52.5,,-55.8,,,175.6,8.0,-130.8,,7.9,125.5,,4.0,-12.9,,,,32.0,-22.0,,,,,,40.6,-21.3,,,,-113.1,85.5,,False,,True,True,True,,,,,False,,False,,,False,True,False,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,False,False
01125,654,646.0,,698.5,,476.0,455.0,387.0,,,,,452.7,,433.6,,414.6,994.9,703.0,166.0,,743.1,836.0,,352.0,434.9,,,,444.0,502.0,,,,,,624.0,498.4,333.0,,,704.9,680.1,-8.0,,44.5,,-178.0,-199.0,-267.0,,,,,-201.3,,-220.4,,-239.4,340.9,49.0,-488.0,,89.1,182.0,,-302.0,-219.1,,,,-210.0,-152.0,,,,,,-30.0,-155.6,-321.0,,,50.9,26.1,,False,,False,False,False,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
01127,157,180.0,,182.0,,149.0,119.0,145.0,,,,,108.6,,112.8,,,272.0,249.0,112.6,,131.2,199.0,,107.0,112.2,,,,166.0,196.0,,,,,,290.4,107.3,,,,179.9,151.1,23.0,,25.0,,-8.0,-38.0,-12.0,,,,,-48.4,,-44.2,,,115.0,92.0,-44.4,,-25.8,42.0,,-50.0,-44.8,,,,9.0,39.0,,,,,,133.4,-49.7,,,,22.9,-5.9,,False,,True,False,True,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,True,False,,,,,,False,False,,,,True,True
01129,31,34.0,,34.6,,30.0,29.0,27.0,,,,,28.4,,21.2,,,68.4,75.0,33.9,,34.9,,,19.0,28.0,,,,27.0,34.0,,,,,,,41.8,,,,29.5,48.0,3.0,,3.6,,-1.0,-2.0,-4.0,,,,,-2.6,,-9.8,,,37.4,44.0,2.9,,3.9,,,-12.0,-3.0,,,,-4.0,3.0,,,,,,,10.8,,,,-1.5,17.0,,False,,True,True,False,,,,,True,,False,,,False,False,True,,False,,,False,True,,,,False,False,,,,,,,False,,,,True,False
01131,33,22.0,,23.4,,22.0,17.0,29.0,,,,,26.9,,10.6,,,39.7,28.0,8.9,,36.2,,,6.0,15.6,,,,11.0,24.0,,,,,,,14.1,,,,19.9,36.8,-11.0,,-9.6,,-11.0,-16.0,-4.0,,,,,-6.1,,-22.4,,,6.7,-5.0,-24.1,,3.2,,,-27.0,-17.4,,,,-22.0,-9.0,,,,,,,-18.9,,,,-13.1,3.8,,True,,False,False,True,,,,,True,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,True
01133,151,28.0,,30.1,,26.0,27.0,13.0,,,,,35.1,,11.4,,,45.8,86.0,26.4,,43.7,,,8.0,20.8,,,,17.0,44.0,,,,,,41.0,36.3,,,,4.1,48.6,-123.0,,-120.9,,-125.0,-124.0,-138.0,,,,,-115.9,,-139.6,,,-105.2,-65.0,-124.6,,-107.3,,,-143.0,-130.2,,,,-134.0,-107.0,,,,,,-110.0,-114.7,,,,-146.9,-102.4,,True,,False,False,False,,,,,True,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,True,True,,,,False,True
02013,7,12.0,,20.8,,15.0,15.0,9.0,,,,,16.2,,6.1,,,20.2,,56.1,,30.9,,,0.0,21.7,,,,,19.0,,,,,,,,,,,16.2,,5.0,,13.8,,8.0,8.0,2.0,,,,,9.2,,-0.9,,,13.2,,49.1,,23.9,,,-7.0,14.7,,,,,12.0,,,,,,,,,,,9.2,,,False,,False,False,True,,,,,False,,True,,,False,,False,,False,,,False,False,,,,,False,,,,,,,,,,,False,
02016,137,188.0,,67.1,,47.0,36.0,0.0,,,,,30.2,,36.9,,,217.2,,32.3,,89.5,,,18.0,47.9,,,,176.0,57.0,,,,,,,82.2,,,,138.0,,51.0,,-69.9,,-90.0,-101.0,-137.0,,,,,-106.8,,-100.1,,,80.2,,-104.7,,-47.5,,,-119.0,-89.1,,,,39.0,-80.0,,,,,,,-54.8,,,,1.0,,,False,,False,False,False,,,,,False,,False,,,False,,False,,True,,,False,False,,,,True,False,,,,,,,False,,,,True,
02020,574,592.0,,563.5,,404.0,362.0,502.0,,,,,285.8,,253.0,,533.8,712.8,,346.9,,546.7,353.5,,89.0,378.7,,,,514.0,912.0,,,,,,671.8,645.1,302.0,,,582.6,,18.0,,-10.5,,-170.0,-212.0,-72.0,,,,,-288.2,,-321.0,,-40.2,138.8,,-227.1,,-27.3,-220.5,,-485.0,-195.3,,,,-60.0,338.0,,,,,,97.8,71.1,-272.0,,,8.6,,,True,,False,False,False,,,,,False,,False,,False,False,,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,True,
02050,61,58.0,,51.9,,40.0,42.0,0.0,,,,,71.2,,14.1,,,76.7,,22.4,,104.8,,,0.0,38.4,,,,28.0,81.0,,,,,,,36.0,,,,44.0,,-3.0,,-9.1,,-21.0,-19.0,-61.0,,,,,10.2,,-46.9,,,15.7,,-38.6,,43.8,,,-61.0,-22.6,,,,-33.0,20.0,,,,,,,-25.0,,,,-17.0,,,False,,False,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,10.0,,,0.0,,0.1,,0.0,,,,0.0,,,,0.0,2.0,,,,,,,,,,,2.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,10.0,,,0.0,,0.1,,0.0,,,,0.0,,,,0.0,2.0,,,,,,,,,,,2.0,,,True,,True,True,True,,,,,,,False,,,True,,False,,True,,,,True,,,,True,False,,,,,,,,,,,False,
02068,6,2.0,,2.0,,1.0,0.0,0.0,,,,,1.1,,1.6,,,5.2,,0.0,,1.8,,,2.0,0.0,,,,1.0,5.0,,,,,,,2.5,,,,1.1,,-4.0,,-4.0,,-5.0,-6.0,-6.0,,,,,-4.9,,-4.4,,,-0.8,,-6.0,,-4.2,,,-4.0,-6.0,,,,-5.0,-1.0,,,,,,,-3.5,,,,-4.9,,,False,,False,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,,,,False,True,,,,,,,True,,,,False,
02070,11,10.0,,9.7,,9.0,6.0,0.0,,,,,5.3,,9.1,,,10.4,,48.0,,10.3,,,14.0,4.6,,,,11.0,19.0,,,,,,,7.8,,,,13.2,,-1.0,,-1.3,,-2.0,-5.0,-11.0,,,,,-5.7,,-1.9,,,-0.6,,37.0,,-0.7,,,3.0,-6.4,,,,0.0,8.0,,,,,,,-3.2,,,,2.2,,,False,,False,False,False,,,,,False,,False,,,True,,False,,True,,,False,False,,,,True,False,,,,,,,False,,,,False,
02090,205,182.0,,186.8,,114.0,101.0,116.0,,,,,92.9,,123.5,,,241.1,,107.3,,138.0,84.5,,17.0,107.2,,,,161.0,293.0,,,,,,180.5,112.2,,,,166.9,,-23.0,,-18.2,,-91.0,-104.0,-89.0,,,,,-112.1,,-81.5,,,36.1,,-97.7,,-67.0,-120.5,,-188.0,-97.8,,,,-44.0,88.0,,,,,,-24.5,-92.8,,,,-38.1,,,True,,False,False,False,,,,,False,,False,,,False,,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,
02100,1,0.0,,0.0,,0.0,0.0,0.0,,,,,0.1,,1.0,,,1.0,,6.4,,1.4,,,0.0,0.1,,,,1.0,8.0,,,,,,,,,,,1.2,,-1.0,,-1.0,,-1.0,-1.0,-1.0,,,,,-0.9,,-0.0,,,0.0,,5.4,,0.4,,,-1.0,-0.9,,,,0.0,7.0,,,,,,,,,,,0.2,,,False,,False,False,False,,,,,True,,True,,,True,,False,,True,,,False,True,,,,True,False,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.4,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.4,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,False,,,True,,False,,True,,,,True,,,,True,,,,,,,,,,,,,
02110,42,24.0,,32.7,,13.0,15.0,7.0,,,,,18.9,,33.5,,,37.8,,4.9,,32.3,15.5,,2.0,11.3,,,,15.0,55.0,,,,,,,,,,,20.2,,-18.0,,-9.3,,-29.0,-27.0,-35.0,,,,,-23.1,,-8.5,,,-4.2,,-37.1,,-9.7,-26.5,,-40.0,-30.7,,,,-27.0,13.0,,,,,,,,,,,-21.8,,,True,,False,False,False,,,,,False,,True,,,True,,False,,True,False,,False,False,,,,False,True,,,,,,,,,,,False,
02122,56,40.0,,35.3,,36.0,36.0,14.0,,,,,36.7,,39.7,,,63.9,,64.5,,53.8,,,8.0,33.7,,,,40.0,155.0,,,,,,33.7,49.1,,,,37.7,,-16.0,,-20.7,,-20.0,-20.0,-42.0,,,,,-19.3,,-16.3,,,7.9,,8.5,,-2.2,,,-48.0,-22.3,,,,-16.0,99.0,,,,,,-22.3,-6.9,,,,-18.3,,,False,,False,False,False,,,,,False,,False,,,True,,True,,True,,,False,False,,,,False,False,,,,,,False,True,,,,False,
02130,37,62.0,,31.6,,25.0,21.0,0.0,,,,,7.0,,39.3,,,103.4,,106.1,,23.8,,,16.0,25.5,,,,69.0,64.0,,,,,,,,,,,53.5,,25.0,,-5.4,,-12.0,-16.0,-37.0,,,,,-30.0,,2.3,,,66.4,,69.1,,-13.2,,,-21.0,-11.5,,,,32.0,27.0,,,,,,,,,,,16.5,,,True,,True,True,False,,,,,False,,True,,,False,,False,,True,,,True,True,,,,False,False,,,,,,,,,,,True,
02150,8,22.0,,21.1,,18.0,11.0,0.0,,,,,17.8,,10.9,,,26.9,,0.0,,14.6,,,19.0,4.9,,,,7.0,36.0,,,,,,,23.7,,,,18.3,,14.0,,13.1,,10.0,3.0,-8.0,,,,,9.8,,2.9,,,18.9,,-8.0,,6.6,,,11.0,-3.1,,,,-1.0,28.0,,,,,,,15.7,,,,10.3,,,True,,True,True,True,,,,,True,,True,,,False,,True,,True,,,True,True,,,,True,False,,,,,,,False,,,,True,
