,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01079,31,32.0,,32.6,,24.0,23.0,13.0,,,,,23.6,,,22.2,,,57.0,10.6,,21.9,15.0,,13.0,23.7,,,,23.0,33.0,,,,,,,26.5,,,,23.6,33.5,1.0,,1.6,,-7.0,-8.0,-18.0,,,,,-7.4,,,-8.8,,,26.0,-20.4,,-9.1,-16.0,,-18.0,-7.3,,,,-8.0,2.0,,,,,,,-4.5,,,,-7.4,2.5,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
01081,120,171.0,,171.6,,134.0,134.0,134.0,,,,,138.0,,,136.9,,111.8,355.0,130.9,,171.4,158.5,,87.0,127.3,,,,115.0,129.0,,,,,,,181.6,107.0,,,147.4,194.4,51.0,,51.6,,14.0,14.0,14.0,,,,,18.0,,,16.9,,-8.2,235.0,10.9,,51.4,38.5,,-33.0,7.3,,,,-5.0,9.0,,,,,,,61.6,-13.0,,,27.4,74.4,,False,,True,True,True,,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,True,,,,,,,False,True,,,True,False
01083,82,100.0,,77.5,,75.0,70.0,66.0,,,,,85.1,,,28.7,,,121.0,47.0,,81.7,72.0,,31.0,72.1,,,,57.0,99.0,,,,,,,96.1,,,,71.3,100.5,18.0,,-4.5,,-7.0,-12.0,-16.0,,,,,3.1,,,-53.3,,,39.0,-35.0,,-0.3,-10.0,,-51.0,-9.9,,,,-25.0,17.0,,,,,,,14.1,,,,-10.7,18.5,,True,,True,True,True,,,,,True,,,False,,,False,False,,True,True,,False,True,,,,False,True,,,,,,,True,,,,True,False
01085,23,10.0,,6.0,,8.0,8.0,0.0,,,,,12.3,,,4.9,,,12.0,4.0,,10.7,,,2.0,8.1,,,,8.0,6.0,,,,,,,9.4,,,,9.3,13.6,-13.0,,-17.0,,-15.0,-15.0,-23.0,,,,,-10.7,,,-18.1,,,-11.0,-19.0,,-12.3,,,-21.0,-14.9,,,,-15.0,-17.0,,,,,,,-13.6,,,,-13.7,-9.4,,False,,False,False,False,,,,,True,,,False,,,True,False,,True,,,False,False,,,,False,False,,,,,,,False,,,,False,True
01087,61,25.0,,24.0,,18.0,16.0,12.0,,,,,11.7,,,5.6,,,23.0,17.5,,16.7,,,13.0,18.2,,,,19.0,20.0,,,,,,,29.2,,,,24.9,25.4,-36.0,,-37.0,,-43.0,-45.0,-49.0,,,,,-49.3,,,-55.4,,,-38.0,-43.5,,-44.3,,,-48.0,-42.8,,,,-42.0,-41.0,,,,,,,-31.8,,,,-36.1,-35.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,True
01089,319,486.0,,563.9,404.0,377.0,335.0,413.0,,,,,297.6,,,328.1,,265.2,476.0,250.6,,379.5,299.0,,242.0,357.3,,,,305.0,353.0,,,,,,,515.6,237.0,,,469.0,441.9,167.0,,244.9,85.0,58.0,16.0,94.0,,,,,-21.4,,,9.1,,-53.8,157.0,-68.4,,60.5,-20.0,,-77.0,38.3,,,,-14.0,34.0,,,,,,,196.6,-82.0,,,150.0,122.9,,False,True,True,True,True,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,,False,True,,,True,True
01091,93,50.0,,48.0,,34.0,37.0,28.0,,,,,25.7,,,89.4,,,29.0,200.3,,20.7,,,48.0,35.8,,,,62.0,35.0,,,,,,,48.4,,,,63.9,0.0,-43.0,,-45.0,,-59.0,-56.0,-65.0,,,,,-67.3,,,-3.6,,,-64.0,107.3,,-72.3,,,-45.0,-57.2,,,,-31.0,-58.0,,,,,,,-44.6,,,,-29.1,-93.0,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,,,False,False,,,,True,False,,,,,,,False,,,,True,False
01093,74,87.0,,87.2,,52.0,28.0,14.0,,,,,24.7,,,23.4,,,49.0,54.9,,25.0,42.5,,9.0,33.8,,,,76.0,66.0,,,,,,,53.9,,,,76.7,54.8,13.0,,13.2,,-22.0,-46.0,-60.0,,,,,-49.3,,,-50.6,,,-25.0,-19.1,,-49.0,-31.5,,-65.0,-40.2,,,,2.0,-8.0,,,,,,,-20.1,,,,2.7,-19.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,True,True,,,,,,,False,,,,True,False
01095,208,85.0,,86.8,,72.0,83.0,72.0,,,,,90.0,,,27.9,,62.0,200.0,43.0,,76.0,59.5,,68.0,71.2,,,,63.0,74.0,,,,,,,79.8,,,,73.9,100.8,-123.0,,-121.2,,-136.0,-125.0,-136.0,,,,,-118.0,,,-180.1,,-146.0,-8.0,-165.0,,-132.0,-148.5,,-140.0,-136.8,,,,-145.0,-134.0,,,,,,,-128.2,,,,-134.1,-107.2,,True,,False,False,False,,,,,True,,,False,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,True
01097,352,755.0,,700.8,373.5,531.0,460.0,371.0,,,,,428.3,,,670.9,,580.7,771.0,441.8,,380.1,335.5,,285.0,513.2,,,,611.0,527.0,,,,,,,711.0,414.0,,,605.3,614.3,403.0,,348.8,21.5,179.0,108.0,19.0,,,,,76.3,,,318.9,,228.7,419.0,89.8,,28.1,-16.5,,-67.0,161.2,,,,259.0,175.0,,,,,,,359.0,62.0,,,253.3,262.3,,True,True,True,True,True,,,,,True,,,True,,True,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
01099,6,9.0,,13.8,,10.0,8.0,5.0,,,,,11.8,,,9.4,,,38.0,4.0,,13.8,,,2.0,6.1,,,,7.0,9.0,,,,,,,13.5,,,,9.4,15.0,3.0,,7.8,,4.0,2.0,-1.0,,,,,5.8,,,3.4,,,32.0,-2.0,,7.8,,,-4.0,0.1,,,,1.0,3.0,,,,,,,7.5,,,,3.4,9.0,,False,,False,True,True,,,,,False,,,False,,,False,True,,False,,,False,True,,,,True,False,,,,,,,False,,,,False,False
01101,253,302.0,,311.5,,227.0,218.0,257.0,,,,,211.5,,,186.1,,201.9,356.0,228.6,,231.5,201.5,,150.0,225.1,,,,204.0,224.0,,,,,,,401.6,182.0,,,162.4,296.4,49.0,,58.5,,-26.0,-35.0,4.0,,,,,-41.5,,,-66.9,,-51.1,103.0,-24.4,,-21.5,-51.5,,-103.0,-27.9,,,,-49.0,-29.0,,,,,,,148.6,-71.0,,,-90.6,43.4,,False,,True,True,True,,,,,True,,,False,,False,False,True,,True,False,,False,True,,,,False,True,,,,,,,False,False,,,False,True
01103,144,173.0,,147.4,,128.0,127.0,176.0,,,,,102.4,,,80.0,,,194.0,71.0,,105.3,88.0,,102.0,129.5,,,,145.0,132.0,,,,,,,206.7,,,,103.0,210.9,29.0,,3.4,,-16.0,-17.0,32.0,,,,,-41.6,,,-64.0,,,50.0,-73.0,,-38.7,-56.0,,-42.0,-14.5,,,,1.0,-12.0,,,,,,,62.7,,,,-41.0,66.9,,True,,True,True,False,,,,,False,,,False,,,False,False,,False,False,,False,True,,,,True,True,,,,,,,False,,,,False,False
01105,9,10.0,,11.3,,7.0,8.0,0.0,,,,,8.4,,,5.1,,,12.0,5.1,,5.8,,,12.0,3.3,,,,,7.0,,,,,,,7.1,,,,7.2,7.0,1.0,,2.3,,-2.0,-1.0,-9.0,,,,,-0.6,,,-3.9,,,3.0,-3.9,,-3.2,,,3.0,-5.7,,,,,-2.0,,,,,,,-1.9,,,,-1.8,-2.0,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,,,False,False,,,,,False,,,,,,,False,,,,False,False
01107,14,33.0,,30.1,,28.0,17.0,32.0,,,,,16.6,,,29.2,,,29.0,34.9,,21.6,,,8.0,17.6,,,,22.0,23.0,,,,,,,24.3,,,,33.5,28.0,19.0,,16.1,,14.0,3.0,18.0,,,,,2.6,,,15.2,,,15.0,20.9,,7.6,,,-6.0,3.6,,,,8.0,9.0,,,,,,,10.3,,,,19.5,14.0,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,True,True,,,,,,,True,,,,False,True
01109,2,25.0,,27.4,,24.0,19.0,19.0,,,,,25.9,,,23.1,,,80.0,13.7,,33.5,47.0,,6.0,16.8,,,,13.0,23.0,,,,,,,27.9,,,,17.2,32.0,23.0,,25.4,,22.0,17.0,17.0,,,,,23.9,,,21.1,,,78.0,11.7,,31.5,45.0,,4.0,14.8,,,,11.0,21.0,,,,,,,25.9,,,,15.2,30.0,,False,,True,True,True,,,,,False,,,True,,,False,True,,False,False,,True,True,,,,True,True,,,,,,,False,,,,True,False
01111,15,34.0,,33.8,,24.0,20.0,8.0,,,,,14.3,,,34.0,,,46.0,42.5,,15.2,,,22.0,17.0,,,,35.0,25.0,,,,,,,29.3,,,,32.1,24.4,19.0,,18.8,,9.0,5.0,-7.0,,,,,-0.7,,,19.0,,,31.0,27.5,,0.2,,,7.0,2.0,,,,20.0,10.0,,,,,,,14.3,,,,17.1,9.4,,True,,True,True,True,,,,,True,,,False,,,False,False,,True,,,True,True,,,,False,True,,,,,,,True,,,,True,True
01113,36,55.0,,53.4,,45.0,38.0,28.0,,,,,35.6,,,64.7,,,124.0,39.2,,60.3,32.5,,19.0,42.9,,,,36.0,45.0,,,,,,,68.2,,,,47.1,48.1,19.0,,17.4,,9.0,2.0,-8.0,,,,,-0.4,,,28.7,,,88.0,3.2,,24.3,-3.5,,-17.0,6.9,,,,0.0,9.0,,,,,,,32.2,,,,11.1,12.1,,True,,True,True,True,,,,,True,,,False,,,False,True,,False,True,,True,True,,,,True,True,,,,,,,False,,,,True,True
01115,237,108.0,,106.8,,86.0,80.0,76.0,,,,,77.4,,,75.3,,,157.0,85.3,,93.4,79.5,,57.0,81.9,,,,81.0,73.0,,,,,,,78.0,,,,86.4,101.5,-129.0,,-130.2,,-151.0,-157.0,-161.0,,,,,-159.6,,,-161.7,,,-80.0,-151.7,,-143.6,-157.5,,-180.0,-155.1,,,,-156.0,-164.0,,,,,,,-159.0,,,,-150.6,-135.5,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
01117,358,327.0,,373.4,,262.0,244.0,354.0,,,,,211.9,,,248.7,,249.5,389.0,264.0,,217.5,219.0,,174.0,269.8,,,,252.0,243.0,,,,,,,310.2,213.0,,,328.8,306.1,-31.0,,15.4,,-96.0,-114.0,-4.0,,,,,-146.1,,,-109.3,,-108.5,31.0,-94.0,,-140.5,-139.0,,-184.0,-88.2,,,,-106.0,-115.0,,,,,,,-47.8,-145.0,,,-29.2,-51.9,,True,,False,False,True,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,True,False
01119,25,6.0,,6.0,,6.0,5.0,11.0,,,,,8.3,,,2.2,,,14.0,7.0,,6.4,,,0.0,4.1,,,,5.0,5.0,,,,,,,10.7,,,,6.1,11.6,-19.0,,-19.0,,-19.0,-20.0,-14.0,,,,,-16.7,,,-22.8,,,-11.0,-18.0,,-18.6,,,-25.0,-20.9,,,,-20.0,-20.0,,,,,,,-14.3,,,,-18.9,-13.4,,True,,False,False,True,,,,,True,,,False,,,True,True,,True,,,False,False,,,,False,False,,,,,,,True,,,,True,True
01121,132,120.0,,115.2,,101.0,74.0,131.0,,,,,72.3,,,60.8,,,139.0,100.2,,85.7,79.0,,39.0,82.6,,,,110.0,104.0,,,,,,,102.2,,,,121.7,113.4,-12.0,,-16.8,,-31.0,-58.0,-1.0,,,,,-59.7,,,-71.2,,,7.0,-31.8,,-46.3,-53.0,,-93.0,-49.4,,,,-22.0,-28.0,,,,,,,-29.8,,,,-10.3,-18.6,,False,,False,False,True,,,,,False,,,False,,,True,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,True,False
01123,56,77.0,,81.0,,70.0,49.0,85.0,,,,,39.3,,,58.5,,,68.0,302.1,,43.6,104.0,,32.0,49.4,,,,101.0,63.0,,,,,,,54.3,,,,71.8,80.4,21.0,,25.0,,14.0,-7.0,29.0,,,,,-16.7,,,2.5,,,12.0,246.1,,-12.4,48.0,,-24.0,-6.6,,,,45.0,7.0,,,,,,,-1.7,,,,15.8,24.4,,False,,True,True,False,,,,,True,,,True,,,True,False,,True,False,,False,True,,,,False,True,,,,,,,True,,,,True,False
01125,298,356.0,,375.7,,261.0,219.0,410.0,,,,,223.4,,,373.4,,256.4,351.0,265.6,,199.4,304.0,,126.0,232.4,,,,298.0,237.0,,,,,,,294.6,170.0,,,220.8,311.2,58.0,,77.7,,-37.0,-79.0,112.0,,,,,-74.6,,,75.4,,-41.6,53.0,-32.4,,-98.6,6.0,,-172.0,-65.6,,,,0.0,-61.0,,,,,,,-3.4,-128.0,,,-77.2,13.2,,False,,True,False,False,,,,,False,,,False,,True,True,True,,False,True,,False,False,,,,True,False,,,,,,,True,False,,,False,True
01127,86,71.0,,72.7,,72.0,55.0,73.0,,,,,50.7,,,28.6,,,127.0,86.3,,47.2,40.5,,44.0,51.0,,,,67.0,70.0,,,,,,,55.2,,,,72.0,72.9,-15.0,,-13.3,,-14.0,-31.0,-13.0,,,,,-35.3,,,-57.4,,,41.0,0.3,,-38.8,-45.5,,-42.0,-35.0,,,,-19.0,-16.0,,,,,,,-30.8,,,,-14.0,-13.1,,True,,True,False,True,,,,,False,,,False,,,False,True,,False,False,,False,False,,,,False,False,,,,,,,False,,,,True,True
01129,6,22.0,,22.2,,17.0,13.0,15.0,,,,,14.0,,,7.4,,,31.0,15.2,,13.5,,,7.0,13.4,,,,15.0,17.0,,,,,,,24.2,,,,21.6,20.8,16.0,,16.2,,11.0,7.0,9.0,,,,,8.0,,,1.4,,,25.0,9.2,,7.5,,,1.0,7.4,,,,9.0,11.0,,,,,,,18.2,,,,15.6,14.8,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,True,True,,,,,,,False,,,,True,True
01131,17,16.0,,15.8,,12.0,10.0,7.0,,,,,11.2,,,6.8,,,13.0,4.6,,12.4,,,3.0,11.3,,,,10.0,13.0,,,,,,,14.9,,,,16.4,14.8,-1.0,,-1.2,,-5.0,-7.0,-10.0,,,,,-5.8,,,-10.2,,,-4.0,-12.4,,-4.6,,,-14.0,-5.7,,,,-7.0,-4.0,,,,,,,-2.1,,,,-0.6,-2.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
01133,123,28.0,,30.3,,20.0,17.0,6.0,,,,,15.7,,,17.3,,,45.0,12.8,,15.2,,,11.0,17.5,,,,26.0,24.0,,,,,,,30.8,,,,26.1,24.1,-95.0,,-92.7,,-103.0,-106.0,-117.0,,,,,-107.3,,,-105.7,,,-78.0,-110.2,,-107.8,,,-112.0,-105.5,,,,-97.0,-99.0,,,,,,,-92.2,,,,-96.9,-98.9,,True,,False,False,False,,,,,False,,,False,,,True,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,False
02013,1,6.0,,3.1,,3.0,3.0,1.0,,,,,4.4,,,0.0,,,,0.4,,14.6,,,0.0,1.9,,,,3.0,7.0,,,,,,,,,,,6.4,,5.0,,2.1,,2.0,2.0,0.0,,,,,3.4,,,-1.0,,,,-0.6,,13.6,,,-1.0,0.9,,,,2.0,6.0,,,,,,,,,,,5.4,,,True,,True,True,True,,,,,True,,,True,,,,True,,False,,,True,True,,,,True,False,,,,,,,,,,,False,
02016,71,66.0,,64.8,,23.0,18.0,0.0,,,,,11.5,,,0.0,,,,128.0,,24.7,,,5.0,23.8,,,,86.0,23.0,,,,,,,36.9,,,,68.0,,-5.0,,-6.2,,-48.0,-53.0,-71.0,,,,,-59.5,,,-71.0,,,,57.0,,-46.3,,,-66.0,-47.2,,,,15.0,-48.0,,,,,,,-34.1,,,,-3.0,,,False,,False,False,False,,,,,False,,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,
02020,326,248.0,,242.5,,230.0,215.0,233.0,,,,,164.9,,,4.2,,227.2,,355.7,,154.8,220.5,,179.0,192.0,,,,238.0,443.0,,,,,,,305.8,134.0,,,225.1,,-78.0,,-83.5,,-96.0,-111.0,-93.0,,,,,-161.1,,,-321.8,,-98.8,,29.7,,-171.2,-105.5,,-147.0,-134.0,,,,-88.0,117.0,,,,,,,-20.2,-192.0,,,-100.9,,,False,,False,False,False,,,,,False,,,False,,False,,True,,False,False,,False,False,,,,False,False,,,,,,,True,False,,,False,
02050,31,30.0,,26.6,,14.0,15.0,0.0,,,,,31.8,,,0.0,,,,16.9,,33.0,,,0.0,13.4,,,,15.0,31.0,,,,,,,23.6,,,,12.2,,-1.0,,-4.4,,-17.0,-16.0,-31.0,,,,,0.8,,,-31.0,,,,-14.1,,2.0,,,-31.0,-17.6,,,,-16.0,0.0,,,,,,,-7.4,,,,-18.8,,,False,,False,False,False,,,,,True,,,False,,,,False,,False,,,False,False,,,,False,True,,,,,,,False,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,,,,,,,,,,,1.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,,,,,,,,,,,1.0,,,True,,True,True,True,,,,,,,,True,,,,False,,True,,,,True,,,,True,False,,,,,,,,,,,False,
02068,2,4.0,,3.7,,1.0,1.0,0.0,,,,,0.6,,,0.0,,,,0.5,,0.7,,,1.0,0.7,,,,,4.0,,,,,,,4.2,,,,9.2,,2.0,,1.7,,-1.0,-1.0,-2.0,,,,,-1.4,,,-2.0,,,,-1.5,,-1.3,,,-1.0,-1.3,,,,,2.0,,,,,,,2.2,,,,7.2,,,True,,True,True,False,,,,,True,,,False,,,,True,,True,,,True,True,,,,,False,,,,,,,False,,,,False,
02070,5,6.0,,5.4,,4.0,4.0,0.0,,,,,2.8,,,2.1,,,,3.6,,3.0,,,6.0,1.5,,,,2.0,8.0,,,,,,,5.2,,,,7.3,,1.0,,0.4,,-1.0,-1.0,-5.0,,,,,-2.2,,,-2.9,,,,-1.4,,-2.0,,,1.0,-3.5,,,,-3.0,3.0,,,,,,,0.2,,,,2.3,,,True,,False,False,False,,,,,False,,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,
02090,87,118.0,,117.4,,77.0,65.0,9.0,,,,,50.7,,,17.7,,,,201.5,,47.2,69.5,,43.0,71.2,,,,134.0,143.0,,,,,,,81.4,,,,116.1,,31.0,,30.4,,-10.0,-22.0,-78.0,,,,,-36.3,,,-69.3,,,,114.5,,-39.8,-17.5,,-44.0,-15.8,,,,47.0,56.0,,,,,,,-5.6,,,,29.1,,,True,,True,True,False,,,,,False,,,False,,,,False,,False,True,,False,True,,,,False,False,,,,,,,True,,,,True,
02100,1,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.2,,,,0.0,,0.4,,,0.0,0.0,,,,0.0,3.0,,,,,,,,,,,0.7,,-1.0,,-1.0,,-1.0,-1.0,-1.0,,,,,-1.0,,,-0.8,,,,-1.0,,-0.6,,,-1.0,-1.0,,,,-1.0,2.0,,,,,,,,,,,-0.3,,,False,,False,False,False,,,,,True,,,True,,,,True,,True,,,False,True,,,,False,False,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.1,,,,0.1,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.1,,,,0.1,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,,False,,,,False,,True,,,,True,,,,True,,,,,,,,,,,,,
02110,19,23.0,,26.6,,17.0,10.0,2.0,,,,,10.3,,,6.3,,,,36.0,,8.2,14.0,,8.0,6.7,,,,24.0,33.0,,,,,,,,,,,19.8,,4.0,,7.6,,-2.0,-9.0,-17.0,,,,,-8.7,,,-12.7,,,,17.0,,-10.8,-5.0,,-11.0,-12.3,,,,5.0,14.0,,,,,,,,,,,0.8,,,False,,True,False,False,,,,,False,,,False,,,,False,,False,False,,False,False,,,,False,False,,,,,,,,,,,True,
02122,37,19.0,,18.8,,19.0,18.0,15.0,,,,,18.4,,,5.8,,,,26.7,,13.6,,,12.0,15.0,,,,16.0,58.0,,,,,,,17.6,,,,25.3,,-18.0,,-18.2,,-18.0,-19.0,-22.0,,,,,-18.6,,,-31.2,,,,-10.3,,-23.4,,,-25.0,-22.0,,,,-21.0,21.0,,,,,,,-19.4,,,,-11.7,,,False,,False,False,False,,,,,False,,,False,,,,True,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,
02130,14,23.0,,23.2,,14.0,13.0,1.0,,,,,3.9,,,5.9,,,,155.2,,3.9,,,14.0,9.8,,,,36.0,28.0,,,,,,,,,,,27.5,,9.0,,9.2,,0.0,-1.0,-13.0,,,,,-10.1,,,-8.1,,,,141.2,,-10.1,,,0.0,-4.2,,,,22.0,14.0,,,,,,,,,,,13.5,,,False,,True,True,False,,,,,False,,,True,,,,False,,False,,,True,True,,,,False,False,,,,,,,,,,,False,
02150,7,1.0,,1.1,,2.0,4.0,0.0,,,,,6.2,,,2.2,,,,0.8,,5.5,,,5.0,1.3,,,,,13.0,,,,,,,4.9,,,,2.0,,-6.0,,-5.9,,-5.0,-3.0,-7.0,,,,,-0.8,,,-4.8,,,,-6.2,,-1.5,,,-2.0,-5.7,,,,,6.0,,,,,,,-2.1,,,,-5.0,,,True,,True,True,False,,,,,True,,,True,,,,False,,True,,,True,True,,,,,False,,,,,,,True,,,,True,
02158,14,11.0,,10.1,,6.0,10.0,0.0,,,,,,,,0.0,,,,5.1,,10.3,,,19.0,4.1,,,,5.0,,,,,,,,,,,,,,-3.0,,-3.9,,-8.0,-4.0,-14.0,,,,,,,,-14.0,,,,-8.9,,-3.7,,,5.0,-9.9,,,,-9.0,,,,,,,,,,,,,,,False,,False,False,False,,,,,,,,False,,,,False,,False,,,False,False,,,,False,,,,,,,,,,,,,
02164,0,0.0,,0.2,,0.0,1.0,0.0,,,,,,,,0.0,,,,0.1,,0.9,,,1.0,,,,,0.0,1.0,,,,,,,0.0,,,,0.8,,0.0,,0.2,,0.0,1.0,0.0,,,,,,,,0.0,,,,0.1,,0.9,,,1.0,,,,,0.0,1.0,,,,,,,0.0,,,,0.8,,,False,,True,False,True,,,,,,,,False,,,,False,,False,,,False,,,,,True,False,,,,,,,True,,,,False,
02170,292,252.0,,264.6,,242.0,190.0,298.0,,,,,85.6,,,0.0,,,,544.6,,97.3,195.5,,220.0,183.1,,,,293.0,271.0,,,,,,,149.3,,,,273.8,,-40.0,,-27.4,,-50.0,-102.0,6.0,,,,,-206.4,,,-292.0,,,,252.6,,-194.7,-96.5,,-72.0,-108.9,,,,1.0,-21.0,,,,,,,-142.7,,,,-18.2,,,True,,False,False,True,,,,,False,,,False,,,,False,,False,False,,False,False,,,,True,True,,,,,,,False,,,,True,
02180,3,4.0,,4.4,,3.0,2.0,0.0,,,,,2.4,,,0.1,,,,0.7,,2.2,,,3.0,0.9,,,,,11.0,,,,,,,3.1,,,,4.3,,1.0,,1.4,,0.0,-1.0,-3.0,,,,,-0.6,,,-2.9,,,,-2.3,,-0.8,,,0.0,-2.1,,,,,8.0,,,,,,,0.1,,,,1.3,,,False,,True,False,False,,,,,True,,,False,,,,False,,True,,,True,False,,,,,False,,,,,,,True,,,,False,
02185,9,2.0,,1.6,,3.0,4.0,0.0,,,,,7.3,,,0.7,,,,4.4,,5.6,,,4.0,1.8,,,,3.0,8.0,,,,,,,4.5,,,,3.3,,-7.0,,-7.4,,-6.0,-5.0,-9.0,,,,,-1.7,,,-8.3,,,,-4.6,,-3.4,,,-5.0,-7.2,,,,-6.0,-1.0,,,,,,,-4.5,,,,-5.7,,,False,,True,True,False,,,,,True,,,False,,,,True,,True,,,True,False,,,,True,True,,,,,,,True,,,,True,
