,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1907,1963.4,1888.3,1919.1,56.4,-18.7,12.1,True,True
Argentina,28613,21315.0,19796.0,20328.2,-7298.0,-8817.0,-8284.8,False,False
Australia,905,1021.0,973.5,938.0,116.0,68.5,33.0,True,True
Austria,965,814.6,854.6,794.3,-150.4,-110.4,-170.7,True,False
Bangladesh,5780,5939.6,5767.2,6029.2,159.6,-12.8,249.2,True,False
Belarus,953,925.7,953.0,1026.5,-27.3,-0.0,73.5,True,False
Belgium,10737,10059.7,10175.9,10130.2,-677.3,-561.1,-606.8,True,True
Bolivia,8627,8943.0,8609.9,8513.1,316.0,-17.1,-113.9,True,True
Brazil,156903,162492.1,156873.9,152563.8,5589.1,-29.1,-4339.2,True,True
Bulgaria,1084,960.1,950.9,948.9,-123.9,-133.1,-135.1,False,False
Canada,9969,9495.3,9624.1,9422.0,-473.7,-344.9,-547.0,True,False
Chile,13892,13922.9,14138.0,13713.0,30.9,246.0,-179.0,False,False
China,4739,4751.6,4777.0,4805.5,12.6,38.0,66.5,False,False
Colombia,30000,30444.6,29030.8,30664.6,444.6,-969.2,664.6,False,False
Croatia,429,364.6,327.3,349.5,-64.4,-101.7,-79.5,False,False
Cuba,128,149.0,147.2,141.7,21.0,19.2,13.7,True,True
Cyprus,25,22.0,25.1,24.1,-3.0,0.1,-0.9,True,True
Czechia,2077,731.3,755.6,734.2,-1345.7,-1321.4,-1342.8,True,True
Denmark,700,672.0,685.0,689.5,-28.0,-15.0,-10.5,True,True
Dominican Republic,2220,2430.7,2535.4,3517.2,210.7,315.4,1297.2,False,False
Ecuador,12542,11998.3,12176.4,19540.6,-543.7,-365.6,6998.6,True,False
Egypt,6187,6362.6,6371.3,6224.2,175.6,184.3,37.2,False,True
Estonia,73,64.0,67.5,64.2,-9.0,-5.5,-8.8,True,True
Finland,353,348.7,351.1,338.4,-4.3,-1.9,-14.6,True,False
France,34536,32976.4,34648.3,36557.2,-1559.6,112.3,2021.2,True,False
Germany,10035,9564.9,9608.6,9591.6,-470.1,-426.4,-443.4,True,True
Greece,564,498.3,506.0,442.9,-65.7,-58.0,-121.1,True,False
Honduras,2617,2694.0,2630.6,2210.8,77.0,13.6,-406.2,True,False
Hungary,1390,906.4,903.3,728.1,-483.6,-486.7,-661.9,False,False
Iceland,11,10.0,11.0,10.7,-1.0,-0.0,-0.3,True,True
India,118534,120897.7,127019.5,153393.9,2363.7,8485.5,34859.9,False,False
Indonesia,13205,13584.4,13502.6,13209.5,379.4,297.6,4.5,True,True
Iran,32320,29857.6,29190.8,29537.0,-2462.4,-3129.2,-2783.0,False,False
Ireland,1882,1830.9,1844.1,1867.7,-51.1,-37.9,-14.3,True,True
