,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1907,1891.4,1879.3,1893.2,-15.6,-27.7,-13.8,False,True
Argentina,28613,36072.3,27492.2,27617.0,7459.3,-1120.8,-996.0,True,True
Australia,905,948.3,938.7,1012.9,43.3,33.7,107.9,True,False
Austria,965,887.3,901.6,924.9,-77.7,-63.4,-40.1,True,True
Bangladesh,5780,5882.3,5862.9,5966.0,102.3,82.9,186.0,True,False
Belarus,953,945.3,973.6,943.3,-7.7,20.6,-9.7,False,False
Belgium,10737,10304.0,10385.1,10249.1,-433.0,-351.9,-487.9,True,False
Bolivia,8627,8795.3,8717.5,8558.0,168.3,90.5,-69.0,True,True
Brazil,156903,159526.3,158512.7,160241.6,2623.3,1609.7,3338.6,True,False
Bulgaria,1084,981.1,966.4,996.9,-102.9,-117.6,-87.1,False,True
Canada,9969,10147.3,9962.2,9476.3,178.3,-6.8,-492.7,True,False
Chile,13892,13944.7,14080.7,13520.5,52.7,188.7,-371.5,False,False
China,4739,4739.0,4742.7,4724.5,0.0,3.7,-14.5,False,False
Colombia,30000,30209.1,29601.0,30614.7,209.1,-399.0,614.7,False,False
Croatia,429,372.3,360.0,384.5,-56.7,-69.0,-44.5,False,True
Cuba,128,122.0,138.0,157.6,-6.0,10.0,29.6,False,False
Cyprus,25,22.0,23.5,23.2,-3.0,-1.5,-1.8,True,True
Czechia,2077,1072.7,1198.1,1281.0,-1004.3,-878.9,-796.0,True,True
Denmark,700,683.7,696.9,714.5,-16.3,-3.1,14.5,True,True
Dominican Republic,2220,2245.4,2249.0,2256.3,25.4,29.0,36.3,False,False
Ecuador,12542,12698.4,12364.6,20961.5,156.4,-177.4,8419.5,False,False
Egypt,6187,6261.0,6282.3,6179.4,74.0,95.3,-7.6,False,True
Estonia,73,75.6,76.9,64.8,2.6,3.9,-8.2,False,False
Finland,353,350.7,361.8,371.2,-2.3,8.8,18.2,False,False
France,34536,33588.1,34248.4,35940.1,-947.9,-287.6,1404.1,True,False
Germany,10035,9730.1,9823.8,9704.6,-304.9,-211.2,-330.4,True,False
Greece,564,494.7,517.1,760.2,-69.3,-46.9,196.2,True,False
Honduras,2617,2804.9,2741.7,3098.2,187.9,124.7,481.2,True,False
Hungary,1390,1067.7,1093.2,1069.8,-322.3,-296.8,-320.2,True,True
Iceland,11,10.0,11.3,10.9,-1.0,0.3,-0.1,True,True
India,118534,119610.6,121763.4,124741.8,1076.6,3229.4,6207.8,False,False
Indonesia,13205,13336.7,13359.2,14606.3,131.7,154.2,1401.3,False,False
Iran,32320,30865.6,30624.6,32395.7,-1454.4,-1695.4,75.7,False,True
Ireland,1882,1832.9,1859.9,1828.2,-49.1,-22.1,-53.8,True,False
Israel,2372,2441.9,2302.5,2855.1,69.9,-69.5,483.1,True,False
Italy,37210,36417.4,36523.4,36369.0,-792.6,-686.6,-841.0,True,False
Japan,1710,1738.0,1714.5,1933.2,28.0,4.5,223.2,True,False
Kuwait,744,689.7,680.8,649.2,-54.3,-63.2,-94.8,False,False
Latvia,54,43.7,43.7,39.2,-10.3,-10.3,-14.8,False,False
Lithuania,129,102.6,107.2,99.4,-26.4,-21.8,-29.6,True,False
Luxembourg,141,127.9,131.3,125.1,-13.1,-9.7,-15.9,True,False
Malaysia,221,145.6,151.3,149.4,-75.4,-69.7,-71.6,True,True
Malta,50,61.9,65.9,110.6,11.9,15.9,60.6,False,False
Mexico,88743,86682.3,86209.6,86346.7,-2060.7,-2533.4,-2396.3,False,False
Moldova,1669,1591.7,1595.9,1770.2,-77.3,-73.1,101.2,True,False
Morocco,3255,3075.7,3108.8,3172.0,-179.3,-146.2,-83.0,True,True
