,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1907,1933.1,2011.3,2025.6,26.1,104.3,118.6,False,False
Argentina,28613,19472.7,17573.2,24175.8,-9140.3,-11039.8,-4437.2,False,True
Australia,905,1516.3,1189.9,1126.2,611.3,284.9,221.2,True,True
Austria,965,756.6,773.9,749.5,-208.4,-191.1,-215.5,True,False
Bangladesh,5780,6063.0,5938.4,7075.6,283.0,158.4,1295.6,True,False
Belarus,953,951.0,948.0,1651.8,-2.0,-5.0,698.8,False,False
Belgium,10737,9996.1,10047.0,10216.8,-740.9,-690.0,-520.2,True,True
Bolivia,8627,8360.3,7534.0,8282.6,-266.7,-1093.0,-344.4,False,False
Brazil,156903,166572.3,160095.0,156027.6,9669.3,3192.0,-875.4,True,True
Bulgaria,1084,1108.0,1084.6,1446.2,24.0,0.6,362.2,True,False
Canada,9969,9399.7,9478.6,9818.7,-569.3,-490.4,-150.3,True,True
Chile,13892,13978.3,14144.4,14321.3,86.3,252.4,429.3,False,False
China,4739,4784.9,4787.7,4802.3,45.9,48.7,63.3,False,False
Colombia,30000,35462.3,30665.5,38924.2,5462.3,665.5,8924.2,True,False
Croatia,429,294.0,296.0,257.2,-135.0,-133.0,-171.8,True,False
Cuba,128,149.0,138.6,101.7,21.0,10.6,-26.3,True,False
Cyprus,25,27.9,26.5,20.2,2.9,1.5,-4.8,True,False
Czechia,2077,525.1,528.0,518.6,-1551.9,-1549.0,-1558.4,True,False
Denmark,700,647.6,656.7,668.7,-52.4,-43.3,-31.3,True,True
Dominican Republic,2220,2969.6,2660.6,2310.6,749.6,440.6,90.6,True,True
Ecuador,12542,7882.9,7578.8,20055.2,-4659.1,-4963.2,7513.2,False,False
Egypt,6187,6428.3,6077.5,6505.0,241.3,-109.5,318.0,True,False
Estonia,73,64.0,68.9,69.8,-9.0,-4.1,-3.2,True,True
Finland,353,342.9,350.7,346.0,-10.1,-2.3,-7.0,True,True
France,34536,31546.0,31861.6,34236.7,-2990.0,-2674.4,-299.3,True,True
Germany,10035,9535.7,9630.3,9858.0,-499.3,-404.7,-177.0,True,True
Greece,564,434.9,448.3,407.6,-129.1,-115.7,-156.4,True,False
