,total_deaths_2020-07-19,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,141201,168139.3,169481,27605.3,28280,-674.7,-2.4%
PSI-DRAFT,141201,167116.5,169481,26582.5,28280,-1697.5,-6.0%
QJHong-Encounter,141201,170663.9,169481,30129.9,28280,1849.9,6.5%
UMass-MechBayes,141201,166605.0,169481,26071.0,28280,-2209.0,-7.8%
Columbia_UNC-SurvCon,141201,166132.0,169481,25598.0,28280,-2682.0,-9.5%
CovidAnalytics-DELPHI,141201,166110.0,169481,25576.0,28280,-2704.0,-9.6%
IHME-CurveFit,141201,165928.4,169481,25394.4,28280,-2885.6,-10.2%
USC-SI_kJalpha,141201,165852.3,169481,25318.3,28280,-2961.7,-10.5%
JHU_IDD-CovidSP,141201,172570.7,169481,32036.7,28280,3756.7,13.3%
GT-DeepCOVID,141201,164480.2,169481,23946.2,28280,-4333.8,-15.3%
COVIDhub-ensemble,141201,164477.0,169481,23943.0,28280,-4337.0,-15.3%
RobertWalraven-ESG,141201,164037.7,169481,23503.7,28280,-4776.3,-16.9%
YYG-ParamSearch,141201,163913.3,169481,23379.3,28280,-4900.7,-17.3%
UA-EpiCovDA,141201,162495.0,169481,21961.0,28280,-6319.0,-22.3%
Covid19Sim-Simulator,141201,162109.7,169481,21575.7,28280,-6704.3,-23.7%
MOBS-GLEAM_COVID,141201,175867.2,169481,35333.2,28280,7053.2,24.9%
COVIDhub-baseline,141201,161494.8,169481,20960.8,28280,-7319.2,-25.9%
Baseline,141201,161088.7,169481,20554.7,28280,-7725.3,-27.3%
UCLA-SuEIR,141201,160300.0,169481,19766.0,28280,-8514.0,-30.1%
IowaStateLW-STEM,141201,159480.0,169481,18946.0,28280,-9334.0,-33.0%
STH-3PU,141201,159282.0,169481,18748.0,28280,-9532.0,-33.7%
epiforecasts-ensemble1,141201,159158.0,169481,18624.0,28280,-9656.0,-34.1%
UT-Mobility,141201,178684.5,169481,38150.5,28280,9870.5,34.9%
NotreDame-mobility,141201,158791.1,169481,18257.1,28280,-10022.9,-35.4%
CU-select,141201,158517.0,169481,17983.0,28280,-10297.0,-36.4%
LANL-GrowthRate,141201,156450.6,169481,15916.6,28280,-12363.4,-43.7%
UMich-RidgeTfReg,141201,153530.1,169481,12996.1,28280,-15283.9,-54.0%
MITCovAlliance-SIR,141201,150867.4,169481,10333.4,28280,-17946.6,-63.5%
LNQ-ens1,141201,147494.7,169481,6960.7,28280,-21319.3,-75.4%
USACE-ERDC_SEIR,141201,193850.1,169481,53316.1,28280,25036.1,88.5%
CMU-TimeSeries,141201,,169481,,28280,,
GT_CHHS-COVID19,141201,,169481,,28280,,
Karlen-pypm,141201,,169481,,28280,,
NotreDame-FRED,141201,,169481,,28280,,
